"","Candidate","Party","Year","Electorate","2014 Vote","median","lowr","upr","% Win"
"217","UPSTON, Louise","National Party",2017,"Taupo",0.631121562,0.659555130757466,0.594258004859372,0.703094690881935,1
"218","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Taupo",0.049054676,0.0499701849220289,0.0102653250983203,0.166616778007618,0
"219","PEDERSEN, Stuart","ACT",2017,"Tauranga",0.004199529,0.000302057375065487,6.98994698160167e-05,0.00154723246602249,0
"220","GENERIC GREEN PARTY CANDIDATE","Green Party",2017,"Tauranga",0.059817679,0.0707360791981028,0.0601670784787584,0.0842705274589062,0
"221","TINETTI, Jan","Labour Party",2017,"Tauranga",0.161220936,0.181115225460439,0.154614542085441,0.223154944227914,0
"222","BRIDGES, Simon","National Party",2017,"Tauranga",0.568780088,0.628926660554358,0.563300734158175,0.682286738802034,0.9948
"223","MITCHELL, Clayton","New Zealand First Party",2017,"Tauranga",0.160708799,0.115647428218694,0.0243418798787759,0.331228378548614,0.0052
"224","GHAHRAMAN, Golriz","Green Party",2017,"Te Atatu",0.050264276,0.0693914661926304,0.0598450175863829,0.079677883130449,0
"225","TWYFORD, Phil","Labour Party",2017,"Te Atatu",0.487408022,0.415107960384622,0.365113468482468,0.449574074758797,0.4448
"226","NGARO, Alfred","National Party",2017,"Te Atatu",0.399937817,0.420739202858021,0.361328616502046,0.460285789532408,0.5552
"227","PERLEY, Chris","Green Party",2017,"Tukituki",0.061132693,0.076024844940918,0.0658691631893015,0.0877464518877218,0
"228","LORCK, Anna","Labour Party",2017,"Tukituki",0.341545696,0.296633413695387,0.255384327876682,0.33546394473811,0
"229","YULE, Lawrence","National Party",2017,"Tukituki",0.525557146,0.520615759778839,0.462586166457565,0.560724611515804,1
"230","KRONFELD, Tim","ACT",2017,"Upper Harbour",0.01690896,0.0010909695840553,0.00014811526033767,0.00670898018873748,0
"231","GOODHUE, James","Green Party",2017,"Upper Harbour",0.080833076,0.0780437776580401,0.0666753518895056,0.0904884695968335,0
"232","AN, Jin","Labour Party",2017,"Upper Harbour",0.266213012,0.274106400047557,0.254465194379006,0.306425476038871,0
"233","BENNETT, Paula","National Party",2017,"Upper Harbour",0.565316012,0.618849271249374,0.554167688735179,0.658175165604342,1
"234","STEVENSON, Philippa","Green Party",2017,"Waikato",NA,0.0526122257904644,0.0385898668651344,0.077614163224265,0
"235","LOADER, Brooke","Labour Party",2017,"Waikato",0.193252167,0.195370858390883,0.167061978661214,0.235327355646301,0
"236","VAN DE MOLEN, Tim","National Party",2017,"Waikato",0.65662402,0.605567803098444,0.546602086912728,0.647854241050091,0.9996
"237","HUSBAND, Stu","New Zealand First Party",2017,"Waikato",0.095439538,0.0676351390971885,0.0139041369752138,0.22440263124436,4e-04
"238","HAWKINS, Stuart","ACT",2017,"Waimakariri",NA,0.000862897346092057,0.000514963845100654,0.00272730545619623,0
"239","GENERIC GREEN PARTY CANDIDATE","Green Party",2017,"Waimakariri",0.042362525,0.0670261834215874,0.0582043646722539,0.0754867216430413,0
"240","ROSEWARNE, Dan","Labour Party",2017,"Waimakariri",0.415478615,0.291284315012669,0.250726365497116,0.330122782340632,0
"241","DOOCEY, Matt","National Party",2017,"Waimakariri",0.48604888,0.52877888180626,0.47661173120478,0.560281180283412,0.999
"242","PROSSER, Richard Ivor","New Zealand First Party",2017,"Waimakariri",0.074210742,0.0466550866339232,0.00942917397048838,0.166903565611743,0.001
"243","GREENSLADE, Roger","ACT",2017,"Wairarapa",0.002437043,0.000232541361489288,5.65346316612296e-05,0.00127131744250479,0
"244","HART, John","Green Party",2017,"Wairarapa",0.042343623,0.0657700658815658,0.0570229500430974,0.0755123124496783,0
"245","McANULTY, Kieran","Labour Party",2017,"Wairarapa",0.255787977,0.253821449756687,0.218338781153435,0.289769097145385,0
"246","SCOTT, Alastair","National Party",2017,"Wairarapa",0.43897238,0.488365410780189,0.43607150737051,0.525237560513112,0.9996
"247","MARK, Ron","New Zealand First Party",2017,"Wairarapa",0.036144578,0.0518316197676114,0.010588082401864,0.160728403473702,4e-04
"248","WALL, Patrick","Green Party",2017,"Waitaki",0.125204082,0.10861760089548,0.0955898135798688,0.120812159761647,0
"249","ALLAN, Zelie","Labour Party",2017,"Waitaki",0.202142857,0.218166730981549,0.187797409941754,0.247055933144802,0
"250","DEAN, Jacqui","National Party",2017,"Waitaki",0.629795918,0.658182697983744,0.593941772727377,0.694402172642871,1
"251","FAMILTON, Alexander","New Zealand First Party",2017,"Waitaki",NA,0.0247014420427272,0.0073859631243761,0.0736047557918509,0
"252","WARREN, Michael","ACT",2017,"Wellington Central",NA,0.00135092081490727,0.000555698892293832,0.00706802528998315,0
"253","SHAW, James","Green Party",2017,"Wellington Central",0.133299075,0.163072088868427,0.142635471438864,0.186114582079723,0
"254","ROBERTSON, Grant","Labour Party",2017,"Wellington Central",0.52024666,0.399400175737679,0.345142969510115,0.432580902724171,0.882
"255","WILLIS, Nicola","National Party",2017,"Wellington Central",0.303083248,0.361845330198617,0.308112551240122,0.387091209907829,0.1144
"256","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Wellington Central",0.084555827,0.0175721255312937,0.00349926276684178,0.122120333422107,0.0036
"257","NADAKUITAVUKI, Bale","United Future",2017,"Wellington Central",NA,0.00275929454116846,0.000437727634333605,0.0325362106344899,0
"258","FULTON, Kate","Green Party",2017,"West Coast-Tasman",0.067392854,0.0921940240631357,0.0814638044940043,0.102913934586153,0
"259","O'CONNOR, Damien Peter","Labour Party",2017,"West Coast-Tasman",0.472869795,0.384680506834928,0.330992497753064,0.4313725771482,0.1932
"260","PUGH, Maureen","National Party",2017,"West Coast-Tasman",0.357324646,0.419945763654509,0.366144339907376,0.455092401275386,0.8068
"261","ANDERSON, Colin","ACT",2017,"Whanganui",0.007237513,0.000415259461241125,8.72957635663425e-05,0.00220534314078786,0
"262","LEWIS, Steph","Labour Party",2017,"Whanganui",0.407237513,0.333876181361516,0.287090514578284,0.375961771155996,0
"263","HIPANGO, Harete","National Party",2017,"Whanganui",0.536901121,0.501616750350958,0.440313846767496,0.547015429414442,1
"264","HOLWELL, Ash","Green Party",2017,"Whangarei",0.087409374,0.0916145719502653,0.0794901941093408,0.105646384187,0
"265","SAVAGE, Tony","Labour Party",2017,"Whangarei",0.191871745,0.213359089190522,0.183197150935655,0.253690089773498,0
"266","RETI, Shane","National Party",2017,"Whangarei",0.555805167,0.523510259847435,0.462560728784077,0.57140453524955,0.9964
"267","JONES, Shane","New Zealand First Party",2017,"Whangarei",0.081384663,0.0823199307176936,0.0169059278117204,0.252475987991142,0.0036
"268","WESLEY, Richard","Green Party",2017,"Wigram",0.078348168,0.0968556012187167,0.0854963180274237,0.107888350518632,0
"269","WOODS, Megan","Labour Party",2017,"Wigram",0.489443179,0.428290483635016,0.369874739179218,0.469056325270649,0.598
"270","HIATT, David","National Party",2017,"Wigram",0.377147588,0.41965745294675,0.36295518066466,0.456264946389498,0.402
"271","MAHUTA, Nanaia","Labour Party",2017,"Hauraki-Waikato",0.615598886,0.558237287830783,0.493309986601577,0.621529025995315,0.9324
"272","PAPA, Rahui","Maori Party",2017,"Hauraki-Waikato",0.227019499,0.441762712169217,0.378380162900104,0.50668897838094,0.0676
"273","KEREKERE, Elizabeth","Green Party",2017,"Ikaroa Rawhiti",0.100283524,0.278174476975942,0.230354592125899,0.333224125040522,0.0162
"274","WHAITIRI, Meka","Labour Party",2017,"Ikaroa Rawhiti",0.462669327,0.398597503689861,0.345778712166411,0.453618176189054,0.9158
"275","FOX, Marama","Maori Party",2017,"Ikaroa Rawhiti",0.182505513,0.321095583452983,0.274787029415502,0.369894755337563,0.068
"276","DAVIDSON, Marama","Green Party",2017,"Tamaki Makaurau",0.159322034,0.294817795152649,0.251262462842596,0.342681155731339,0.0446
"277","HENARE, Peeni","Labour Party",2017,"Tamaki Makaurau",0.382733051,0.361265287868744,0.314711649725712,0.409784254931642,0.6292
"278","TAURIAMA, Shane","Maori Party",2017,"Tamaki Makaurau",0.308474576,0.342729534786488,0.299234738184743,0.388736987513087,0.3262
"279","McDONALD, Jack Tautokai","Green Party",2017,"Te Tai Hauauru",0.153496245,0.288976014570228,0.245522939093274,0.337703719380877,0.0348
"280","RURAWHE, Adrian","Labour Party",2017,"Te Tai Hauauru",0.413413731,0.363999938536461,0.316871837875055,0.414048680865751,0.6288
"281","McKENZIE, Chris","Maori Party",2017,"Te Tai Hauauru",0.333968052,0.345558398526481,0.300409749374091,0.39398501322571,0.3364
"282","RUDOLF, Godfrey","Green Party",2017,"Te Tai Tokerau",NA,0.307223199740083,0.269110927626232,0.345424103405542,0.0612
"283","DAVIS, Kelvin","Labour Party",2017,"Te Tai Tokerau",0.447304568,0.34875884464335,0.300964095776124,0.397543420237225,0.5014
"284","HARAWIRA, Hone","Mana",2017,"Te Tai Tokerau",0.413018251,0.343677109313467,0.298108900601547,0.390520107495516,0.4374
"285","TURIE, Metiria","Green Party",2017,"Te Tai Tonga",0.161293721,0.296816094951907,0.253597649994385,0.34435044345904,0.0454
"286","TIRIKATENE, Rino","Labour Party",2017,"Te Tai Tonga",0.42920354,0.3730063394476,0.323676563345434,0.424654627056366,0.7872
"287","REEDY-TAARE, Mei","Maori Party",2017,"Te Tai Tonga",0.248525074,0.328180204238391,0.284368527785467,0.374656506075517,0.1674
"288","COFFEY, Tamati","Labour Party",2017,"Waiariki",0.273452256,0.469985027214117,0.409897428337553,0.530554244604877,0.1972
"289","FLAVELL, Te Ururoa James","Maori Party",2017,"Waiariki",0.455613851,0.530014972785883,0.469444212340504,0.590001219071989,0.8028
