"","Party","2014 Percent","median","lowr","upr"
"1","ACT",0.0069,0.000918804346081883,2.12204670451097e-05,0.00609640118577742
"2","Conservative Party",0.0399,0.0039607404018335,5.07334505261266e-05,0.098373931759248
"3","Green Party",0.107,0.111805659120926,0.0843308098802581,0.13871956560165
"4","Labour Party",0.2513,0.254084017423572,0.19279975785199,0.309647340982489
"5","Mana",0.0142,0.00115008150261492,2.31125106821897e-05,0.0251562758549291
"6","Maori Party",0.0132,0.0144543980061952,0.0063712308176181,0.0310955273744698
"7","National Party",0.4704,0.482350300890579,0.376274002939287,0.564889409779744
"8","New Zealand First Party",0.0866,0.0588142529971594,0.015784171512109,0.18612599257821
"9","United Future",0.0022,0.00274900026149768,0.000131489778036634,0.0736899539430654
