"","Candidate","Party","Year","Electorate","2014 Vote","median","lowr","upr","% Win"
"1","VAN VELDEN, Brooke","ACT",2017,"Auckland Central",0.007048823,0.00163324986328353,0.000284871713692372,0.00559487533070113,0
"2","ROCHE, Denise","Green Party",2017,"Auckland Central",0.0763,0.117711908300593,0.105016775673319,0.130934508475855,0
"3","WHITE, Helen","Labour Party",2017,"Auckland Central",0.436301441,0.321774398365384,0.289104709845642,0.350169975173747,0
"4","KAYE, Nikki","National Party",2017,"Auckland Central",0.458380844,0.504820608553443,0.457763315349053,0.536036187646784,1
"5","CARLEY, Bruce","ACT",2017,"Bay of Plenty",NA,0.00128630509132591,0.00058515220203555,0.00658038324273371,0
"6","WARREN-CLARK, Angie","Labour Party",2017,"Bay of Plenty",0.185374846,0.188487714856006,0.163602343165699,0.225246395560386,0
"7","MULLER, Todd","National Party",2017,"Bay of Plenty",0.606923392,0.559810053203897,0.519594827319704,0.595734907424351,0.999
"8","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Bay of Plenty",0.069346838,0.145537923551398,0.0512956055845339,0.283317252736743,0.001
"9","RICKARD, Ben","United Future",2017,"Bay of Plenty",0.003789431,0.00403722154520026,0.0003431203307293,0.0232606233175544,0
"10","ZHU, Julie","Green Party",2017,"Botany",NA,0.0395541809810246,0.0307357325458363,0.0587945163875439,0
"11","MAMEDOV, Tofik","Labour Party",2017,"Botany",0.233632193,0.260307404008591,0.231835956489552,0.287182891217809,0
"12","ROSS, Jami-Lee","National Party",2017,"Botany",0.651271893,0.584408808833504,0.544211374531997,0.618484004850011,1
"13","LIGHT, Damian","United Future",2017,"Botany",0.004613492,0.00394920813208377,0.00026406757248493,0.0217365783878206,0
"14","GENERIC GREEN PARTY CANDIDATE","Green Party",2017,"Christchurch Central",0.084359797,0.106983380636996,0.0962615321288997,0.117556943397231,0
"15","WEB, Duncan","Labour Party",2017,"Christchurch Central",0.389297174,0.337539711266426,0.303798636138213,0.364326274693921,0
"16","WAGNER, Nicky","National Party",2017,"Christchurch Central",0.462167477,0.50501455623712,0.456890465895331,0.537919738861356,0.9978
"17","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Christchurch Central",0.126792298,0.0898580238685473,0.0286645615209974,0.250427200704593,0.0022
"18","SEVERIN, Toni","ACT",2017,"Christchurch East",0.003622813,0.000426090803887586,9.02922098551972e-05,0.002177119517651,0
"19","SWEET, Cathy","Green Party",2017,"Christchurch East",0.10132976,0.104849270838938,0.0942976879226389,0.115418430662453,0
"20","WILLIAMS, Poto","Labour Party",2017,"Christchurch East",0.48087826,0.401769038436399,0.363238836860082,0.429268131991632,0.7904
"21","HAYES, Jo","National Party",2017,"Christchurch East",0.352128647,0.379518347769063,0.338887444393546,0.408895120645453,0.2096
"22","GOLDSMITH, Rachael","Green Party",2017,"Clutha-Southland",0.071217223,0.0763084727537783,0.0671672669887423,0.0857184824329938,0
"23","CHAPMAN, Cherie","Labour Party",2017,"Clutha-Southland",0.198347107,0.202540860533268,0.178000614873776,0.231346994879416,0
"24","BARCLAY, Todd","National Party",2017,"Clutha-Southland",0.640648913,0.599326022579565,0.56004244667084,0.629542967022634,1
"25","PATTERSON, Mark","New Zealand First Party",2017,"Clutha-Southland",NA,0.0380630809954559,0.0152798939995192,0.0878456862188601,0
"26","SHIRIWASTOW, Vineet","ACT",2017,"Coromandel",0.004278729,0.000496953129006524,9.82731987194322e-05,0.00272039249000246,0
"27","SUMMERFIELD, Scott","Green Party",2017,"Coromandel",0.164221679,0.114141258489803,0.101294287111656,0.128034404163827,0
"28","BLOMFIELD, Nathaniel","Labour Party",2017,"Coromandel",0.113386308,0.170563376709829,0.149208541424405,0.197843412833947,0
"29","SIMPSON, Scott","National Party",2017,"Coromandel",0.587306438,0.608640176980107,0.561792978590861,0.648625438255677,0.9994
"30","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Coromandel",0.082964488,0.138613728294506,0.0480019817021182,0.285397943287431,6e-04
"31","PURCHAS, Sam","ACT",2017,"Dunedin North",NA,0.00158308175673315,0.000606434768225294,0.00665951734749091,2e-04
"32","BOULD, Niki","Green Party",2017,"Dunedin North",0.173691193,0.161659233355027,0.144241261838437,0.180756267845074,0
"33","CLARK, David","Labour Party",2017,"Dunedin North",0.473925911,0.450834291491578,0.407240560016961,0.480346005909963,0.9996
"34","WOODHOUSE, Michael","National Party",2017,"Dunedin North",0.30207164,0.322097056155838,0.277868059972603,0.351822669252546,2e-04
"35","VOIGHT, Warren","New Zealand First Party",2017,"Dunedin North",NA,0.0400715222811349,0.0162121767633058,0.0952880645447639,0
"36","DOUGHTY, Dan","ACT",2017,"Dunedin South",0.003875574,0.000445916333149882,8.89624944796944e-05,0.00222301909041223,0
"37","GALLAGHER, Shane","Green Party",2017,"Dunedin South",0.075879653,0.0931236927184619,0.0840470566482665,0.102052276744074,0
"38","CURRAN, Clare","Labour Party",2017,"Dunedin South",0.490668027,0.465750623144827,0.423004628891043,0.495421060066607,0.988
"39","GREGORY, Matt","National Party",2017,"Dunedin South",0.38663947,0.393194180873746,0.3511603888249,0.422131855937806,0.012
"40","RUSHTON, Kerry","New Zealand First Party",2017,"Dunedin South",NA,0.0488267854359626,0.0211734177089924,0.100415488532194,0
"41","HUGHES, Gareth","Green Party",2017,"East Coast",0.07762604,0.0842093402632152,0.0745440777682713,0.0937038623036377,0
"42","ALLAN, Kiri","Labour Party",2017,"East Coast",0.293870007,0.285691634666961,0.255232105147482,0.316321430142547,0
"43","TOLLEY, Anne","National Party",2017,"East Coast",0.523873088,0.552036025653642,0.504156503345537,0.590384376618016,0.9996
"44","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"East Coast",0.028818737,0.0874805986472078,0.030404007064972,0.185844816897486,4e-04
"45","TURNER, Judy","United Future",2017,"East Coast",NA,0.00622158308995314,0.000924863179176999,0.0351397679088502,0
"46","BERRY, Stephen","ACT",2017,"East Coast Bays",0.01690896,0.00336092034780624,0.000615770706609131,0.0109030709770205,0
"47","MAYNE, Nicholas","Green Party",2017,"East Coast Bays",0.099446381,0.0887067428465846,0.0784211996032595,0.101267784791994,0
"48","CHEN, Naisi","Labour Party",2017,"East Coast Bays",0.12148862,0.157530210913114,0.135127365521759,0.188480648085651,0
"49","STANFORD, Erica","National Party",2017,"East Coast Bays",0.619233135,0.591484141457738,0.553134637620484,0.627473959201541,1
"50","SEYMOUR, David","ACT",2017,"Epsom",0.43413235,0.254143231689412,0.0981913858455431,0.449843951735972,0.6282
"51","COATES, Barry","Green Party",2017,"Epsom",0.082155296,0.081789844171291,0.0705277842718682,0.0950953394807959,0.003
"52","DAVID, Parker","Labour Party",2017,"Epsom",0.094345421,0.0891975343444192,0.0770816633634004,0.109869872737887,0.0162
"53","GOLDSMITH, Paul","National Party",2017,"Epsom",0.318582258,0.13411315467064,0.0036651200403783,1.16401998454118,0.3506
"54","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Epsom",0.021714404,0.0404228582711625,0.0217132067062821,0.0704949320241828,0.002
"55","McDOWALL, James","ACT",2017,"Hamilton East",0.004133512,0.000895643264217614,0.000152280228202585,0.00355912586913263,0
"56","TAYLOR, Sam","Green Party",2017,"Hamilton East",0.071923117,0.0878805467376055,0.0787069567115448,0.0971050184508805,0
"57","STRANGE, Jamie","Labour Party",2017,"Hamilton East",0.271985119,0.283808250932045,0.253897767463099,0.311945535463961,0
"58","BENNETT, David","National Party",2017,"Hamilton East",0.573628191,0.579434021190981,0.530745705434861,0.617671789170382,0.9954
