"","Electoral District","Year","Party","2014 Percent","median","lowr","upr"
"1","Auckland Central",2017,"ACT",0.0117,0.00418249084842351,0.000862720333711582,0.0140339310806151
"2","Auckland Central",2017,"Conservative Party",0.0173,5e-04,5e-04,0.00734103634019411
"3","Auckland Central",2017,"Green Party",0.2217,0.223227464882192,0.180235886011974,0.242499862832547
"4","Auckland Central",2017,"Labour Party",0.2167,0.227300904707417,0.182763482508958,0.270425314011436
"5","Auckland Central",2017,"Mana",0.0196,0.00476237414119935,5e-04,0.0405636274494405
"6","Auckland Central",2017,"Maori Party",0.0056,0.00584205417596436,0.00273173582135975,0.017714192028902
"7","Auckland Central",2017,"National Party",0.4493,0.429740409340702,0.351361688052981,0.484568250916762
"8","Auckland Central",2017,"New Zealand First Party",0.0518,0.064455005177458,0.02378341354756,0.182278267123129
"9","Auckland Central",2017,"United Future",0.0019,0.00710352587668518,0.000914039983959884,0.0544448658575595
"10","Bay of Plenty",2017,"ACT",0.0025,0.000893694625731519,5e-04,0.00582516813431678
"11","Bay of Plenty",2017,"Conservative Party",0.0566,0.00146911999908097,5e-04,0.0240174946158952
"12","Bay of Plenty",2017,"Green Party",0.0723,0.0745018505527132,0.0578176065636025,0.103933466608843
"13","Bay of Plenty",2017,"Labour Party",0.1307,0.145420929258027,0.110231597433875,0.209023553890939
"14","Bay of Plenty",2017,"Mana",0.0051,0.00123918918980187,5e-04,0.0361068816208504
"15","Bay of Plenty",2017,"Maori Party",0.0057,0.00601498458397109,0.00278051681816975,0.0218483758812891
"16","Bay of Plenty",2017,"National Party",0.5766,0.557040409340702,0.478661688052981,0.63127538129439
"17","Bay of Plenty",2017,"New Zealand First Party",0.1394,0.155399740987785,0.0640040125198815,0.272343604102719
"18","Bay of Plenty",2017,"United Future",0.0021,0.00909542463697359,0.00101025471911356,0.0666165008292979
"19","Botany",2017,"ACT",0.0241,0.00861521619205184,0.00177705641388454,0.0268034488063156
"20","Botany",2017,"Conservative Party",0.0453,0.00117581512293936,5e-04,0.0192224824399302
"21","Botany",2017,"Green Party",0.0435,0.0456352534466722,0.0347865267706322,0.0716215129967736
"22","Botany",2017,"Labour Party",0.2227,0.236466915694475,0.187823846583963,0.288571331402185
"23","Botany",2017,"Mana",0.0061,0.00148216746231204,5e-04,0.0348181058751474
"24","Botany",2017,"Maori Party",0.0021,0.00239565716621828,0.00102440093300991,0.016711611199029
"25","Botany",2017,"National Party",0.5965,0.576940409340702,0.498561688052981,0.643054825877482
"26","Botany",2017,"New Zealand First Party",0.0544,0.0711137876535027,0.0249771756175147,0.193034172839308
"27","Botany",2017,"United Future",0.0015,0.00808352289457188,0.00072161051365254,0.0618753642154882
"28","Christchurch Central",2017,"ACT",0.0049,0.00175164146643378,5e-04,0.00746467900400348
"29","Christchurch Central",2017,"Conservative Party",0.0311,0.000807237313982653,5e-04,0.0131968919179212
"30","Christchurch Central",2017,"Green Party",0.1582,0.15987925062518,0.126511000807219,0.180962565177739
"31","Christchurch Central",2017,"Labour Party",0.2625,0.273739514002637,0.221390928281502,0.319572389456367
"32","Christchurch Central",2017,"Mana",0.0103,0.00250267620685476,5e-04,0.0334033683077701
"33","Christchurch Central",2017,"Maori Party",0.0046,0.00485486159195115,0.0022439258532598,0.0173083904909367
"34","Christchurch Central",2017,"National Party",0.4466,0.427040409340702,0.348661688052981,0.485927793839558
"35","Christchurch Central",2017,"New Zealand First Party",0.0719,0.0849224280470421,0.0330121126268255,0.20249755661485
"36","Christchurch Central",2017,"United Future",0.0023,0.00787157554298156,0.00110646945426723,0.0564080656761192
"37","Christchurch East",2017,"ACT",0.0033,0.0011796769059656,5e-04,0.00595581134016341
"38","Christchurch East",2017,"Conservative Party",0.0326,0.000846171589576672,5e-04,0.0138333979589785
"39","Christchurch East",2017,"Green Party",0.1266,0.128317961097764,0.101240788256599,0.150795824952303
"40","Christchurch East",2017,"Labour Party",0.3216,0.332917766751453,0.271486084000307,0.380765969163766
"41","Christchurch East",2017,"Mana",0.0088,0.0021382087980895,5e-04,0.0328780748309867
"42","Christchurch East",2017,"Maori Party",0.004,0.0042617309883169,0.00195123987239982,0.0170402117100712
"43","Christchurch East",2017,"National Party",0.3979,0.378340409340702,0.299961688052981,0.441145805185871
"44","Christchurch East",2017,"New Zealand First Party",0.0945,0.107553886622138,0.0433886598502783,0.224845069000832
"45","Christchurch East",2017,"United Future",0.0023,0.00804878315629125,0.00110646945426723,0.0582315198503745
"46","Clutha-Southland",2017,"ACT",0.0036,0.00128692026105339,5e-04,0.00648628895537489
"47","Clutha-Southland",2017,"Conservative Party",0.0504,0.00130819165995903,5e-04,0.021386602979525
"48","Clutha-Southland",2017,"Green Party",0.0773,0.0791978957520536,0.0618160579165488,0.102977386076563
"49","Clutha-Southland",2017,"Labour Party",0.1471,0.159848878259526,0.124063259238891,0.210029072266669
"50","Clutha-Southland",2017,"Mana",0.0046,0.00111770005354679,5e-04,0.0308591052609594
"51","Clutha-Southland",2017,"Maori Party",0.0033,0.00357372086605097,0.00160977289472986,0.0169358563270095
"52","Clutha-Southland",2017,"National Party",0.6338,0.614240409340702,0.535861688052981,0.676308368636177
"53","Clutha-Southland",2017,"New Zealand First Party",0.0624,0.0774599394454545,0.0286502896789139,0.191570004486182
"54","Clutha-Southland",2017,"United Future",0.002,0.00804072282963799,0.00096214735153672,0.0584295094737869
"55","Coromandel",2017,"ACT",0.0037,0.00132266804608265,5e-04,0.00689920084743159
"56","Coromandel",2017,"Conservative Party",0.0528,0.00137048650090946,5e-04,0.0224050126452167
"57","Coromandel",2017,"Green Party",0.0982,0.100332096957263,0.078529584571864,0.128415995303628
"58","Coromandel",2017,"Labour Party",0.1571,0.171635627341249,0.132497199363901,0.232098611780571
"59","Coromandel",2017,"Mana",0.0068,0.00165225225306916,5e-04,0.0368893182981307
"60","Coromandel",2017,"Maori Party",0.0049,0.00520763587165547,0.00239026884368978,0.0207182903518075
"61","Coromandel",2017,"National Party",0.5417,0.522140409340702,0.443761688052981,0.595511203906859
"62","Coromandel",2017,"New Zealand First Party",0.125,0.141054984279972,0.0573924072093629,0.259511183992406
"63","Coromandel",2017,"United Future",0.0017,0.00859937595318775,0.000817825248806212,0.0653354337288367
"64","Dunedin North",2017,"ACT",0.0032,0.00114392912093634,5e-04,0.00585341363861991
"65","Dunedin North",2017,"Conservative Party",0.0273,0.000708603815811139,5e-04,0.0115844099472427
