Candidate,Party,Year,Electorate,Candidate.Vote,Party.Vote.Electorate,Vote.to.Use,Candidate Previous Vote,Previous Candidate Vote electorate,Same Candidate,Same Electorate,Same Party,Incumbent,No Candidate Run Last Election,Mixer
"CALLISTER, Murray",United Future,1999,Northcote,0.005560882,0.0062,0.058187987,NA,0.058187987,FALSE,NA,NA,FALSE,FALSE,FALSE
"GILLON, Grant",Jim Anderton's Progressive,2002,Northcote,0.082869309,0.0243,0.205081496,0.205081496,0.205081496,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"HARTLEY, Ann",Labour Party,2002,Northcote,0.407959384,0.3878,0.32217961,0.32217961,0.32217961,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"DAWSON, Dianne Cathrine",ACT,2002,Northcote,0.041107108,0.1018,0.068392458,NA,0.068392458,FALSE,NA,NA,FALSE,FALSE,FALSE
"SOUTHWOOD, Douglas",Alliance,2002,Northcote,0.006059613,0.0107,0.205081496,NA,0.205081496,FALSE,NA,NA,FALSE,FALSE,FALSE
"MACKINTOSH, Rachel",Green Party,2002,Northcote,0.04238454,0.0639,0.039117929,NA,0.039117929,FALSE,NA,NA,FALSE,FALSE,FALSE
"SOLE, Jeremy",National Party,2002,Northcote,0.322011137,0.2154,0.313294982,NA,0.313294982,FALSE,NA,NA,FALSE,FALSE,FALSE
"RILEY, John",New Zealand First Party,2002,Northcote,0.050049132,0.0989,0.019590924,NA,0.019590924,FALSE,NA,NA,FALSE,FALSE,FALSE
"ADAMS, Sharee",United Future,2002,Northcote,0.037307566,0.0735,0.005560882,NA,0.005560882,FALSE,NA,NA,FALSE,FALSE,FALSE
"GILLON, Grant",Jim Anderton's Progressive,2005,Northcote,0.018174308,0.0123,0.082869309,0.082869309,0.082869309,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"HARTLEY, Ann",Labour Party,2005,Northcote,0.429264767,0.3911,0.407959384,0.407959384,0.407959384,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"WAAKA, Frances ",Maori Party,2005,Northcote,0.006712102,0.0042,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"COLEMAN, Jonathan ",National Party,2005,Northcote,0.5,0.4301,0.322011137,NA,0.322011137,FALSE,NA,NA,FALSE,FALSE,FALSE
"MANNING, Paul Trevor ",New Zealand First Party,2005,Northcote,0.024679884,0.05,0.050049132,NA,0.050049132,FALSE,NA,NA,FALSE,FALSE,FALSE
"STONE, Beth ",United Future,2005,Northcote,0.011565469,0.0238,0.037307566,NA,0.037307566,FALSE,NA,NA,FALSE,FALSE,FALSE
"DROMGOOL, Steven ",United Future,2008,Northcote,0.004078303,0.0098,NA,0.01126615,0.011565469,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"HILL, Brenda ",Jim Anderton's Progressive,2008,Northcote,0.005709625,0.0085,NA,0.012337999,0.018174308,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"ELLEY, Jeanette",Green Party,2008,Northcote,0.058829527,0.067,NA,0.035658915,0.04238454,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"McCRACKEN, Hamish",Labour Party,2008,Northcote,0.309645188,0.2974,NA,0.275245478,0.429264767,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"COLEMAN, Jonathan ",National Party,2008,Northcote,0.578711256,0.5041,0.5,0.5,0.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"KEARNEY, Nick ",ACT,2008,Northcote,0.019066069,0.0531,0.041107108,NA,0.041107108,FALSE,NA,NA,FALSE,FALSE,FALSE
"DROMGOOL, Steven ",United Future,2011,Northcote,0.003490043,0.0058,0.004078303,0.004078303,0.004078303,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"KRONFELD, Tim ",ACT,2011,Northcote,0.005748306,0.0147,NA,0.035922033,0.019066069,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"COLEMAN, Jonathan ",National Party,2011,Northcote,0.584582221,0.5226,0.578711256,0.578711256,0.578711256,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"WEBSTER, Matthew James ",Conservative Party,2011,Northcote,0.018374051,0.0249,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"TAVA, Vernon ",Green Party,2011,Northcote,0.058406898,0.1094,0.058829527,NA,0.058829527,FALSE,NA,NA,FALSE,FALSE,FALSE
"GILLON, Paula ",Labour Party,2011,Northcote,0.294600698,0.2502,0.309645188,NA,0.309645188,FALSE,NA,NA,FALSE,FALSE,FALSE
"JELLEY, Dion Clifford ",New Zealand First Party,2011,Northcote,0.022582632,0.0565,0.024679884,NA,0.024679884,FALSE,NA,NA,FALSE,FALSE,FALSE
"LIGHT, Damian ",United Future,2014,Northcote,0.004613492,0.0034,NA,0.004724733,0.003490043,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"KRONFELD, Tim ",ACT,2014,Northcote,0.011072381,0.0162,0.005748306,0.005748306,0.005748306,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"WEBSTER, Matthew James ",Conservative Party,2014,Northcote,0.028193562,0.0431,0.018374051,0.018374051,0.018374051,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"HILLS, Richard ",Labour Party,2014,Northcote,0.290444946,0.2211,NA,0.16763305,0.294600698,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"COLEMAN, Jonathan ",National Party,2014,Northcote,0.570125077,0.5071,0.584582221,0.584582221,0.584582221,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"HO, Gil ",Mana,2014,Northcote,0.007791675,0.0095,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"SMITHSON, Anne-Elise ",Green Party,2014,Northcote,0.087758868,0.1161,0.058406898,NA,0.058406898,FALSE,NA,NA,FALSE,FALSE,FALSE
"CARTER, John",National Party,1999,Northland,0.407063136,0.3024,0.447792476,0.447792476,0.447792476,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"McVEAGH, Janine",Green Party,1999,Northland,0.087749157,0.0789,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"GRAY-LOCK, Ria",ACT,1999,Northland,0.023401957,0.0875,0.020237073,NA,0.020237073,FALSE,NA,NA,FALSE,FALSE,FALSE
"WILSON, David",Alliance,1999,Northland,0.059241318,0.0677,0.120769627,NA,0.120769627,FALSE,NA,NA,FALSE,FALSE,FALSE
"ROBERTSON, Les",Labour Party,1999,Northland,0.228553661,0.3131,0.09706236,NA,0.09706236,FALSE,NA,NA,FALSE,FALSE,FALSE
"WALKER, Ian",New Zealand First Party,1999,Northland,0.119824567,0.0819,0.244528432,NA,0.244528432,FALSE,NA,NA,FALSE,FALSE,FALSE
"MCVEAGH, Janine",Green Party,2002,Northland,0.088951278,0.093,0.087749157,0.087749157,0.087749157,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"CARTER, John",National Party,2002,Northland,0.464124525,0.2287,0.407063136,0.407063136,0.407063136,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"KANE, Peter David",Jim Anderton's Progressive,2002,Northland,0.011976261,0.0149,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"MITCALFE, Henry Percy Michael",United Future,2002,Northland,0.028394755,0.0581,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"WOOD, Alan Leonard",ACT,2002,Northland,0.02164256,0.0739,0.023401957,NA,0.023401957,FALSE,NA,NA,FALSE,FALSE,FALSE
"DONOGHUE, John",Alliance,2002,Northland,0.005970361,0.0081,0.059241318,NA,0.059241318,FALSE,NA,NA,FALSE,FALSE,FALSE
"ROSE, Rachel",Labour Party,2002,Northland,0.195529337,0.2961,0.228553661,NA,0.228553661,FALSE,NA,NA,FALSE,FALSE,FALSE
"PETERS, James Leonard",New Zealand First Party,2002,Northland,0.155691389,0.1903,0.119824567,NA,0.119824567,FALSE,NA,NA,FALSE,FALSE,FALSE
"BRADFORD, Sue",Green Party,2005,Northland,0.090927729,0.0644,NA,0.096998912,0.088951278,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"CARTER, John",National Party,2005,Northland,0.54515633,0.4569,0.464124525,0.464124525,0.464124525,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"PERI, Malcolm M ",Maori Party,2005,Northland,0.01804203,0.0156,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"JONES, Shane ",Labour Party,2005,Northland,0.240082009,0.3023,0.195529337,NA,0.195529337,FALSE,NA,NA,FALSE,FALSE,FALSE
"PETERS, Jim ",New Zealand First Party,2005,Northland,0.083751922,0.1019,0.155691389,NA,0.155691389,FALSE,NA,NA,FALSE,FALSE,FALSE
"JOHNSON, Phil ",United Future,2005,Northland,0.010353665,0.0199,0.028394755,NA,0.028394755,FALSE,NA,NA,FALSE,FALSE,FALSE
"JOHNSON, Phil ",United Future,2008,Northland,0.004803761,0.0067,0.010353665,0.010353665,0.010353665,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"JONES, Shane ",Labour Party,2008,Northland,0.29241619,0.2504,0.240082009,0.240082009,0.240082009,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"CARTER, John",National Party,2008,Northland,0.591373671,0.517,0.54515633,0.54515633,0.54515633,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"LEIDING, Martin ",Green Party,2008,Northland,0.068683565,0.0734,0.090927729,NA,0.090927729,FALSE,NA,NA,FALSE,FALSE,FALSE
"TAYLOR, Mel ",Conservative Party,2011,Northland,0.050813856,0.0525,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"HEREWINI, Ngawai ",Mana,2011,Northland,0.019303005,0.0129,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"BRILL, Barry ",ACT,2011,Northland,0.008242905,0.0164,0.02164256,NA,0.02164256,FALSE,NA,NA,FALSE,FALSE,FALSE
"EVANS, Pauline ",Green Party,2011,Northland,0.120930718,0.1178,0.068683565,NA,0.068683565,FALSE,NA,NA,FALSE,FALSE,FALSE
"STEWART, Lynette ",Labour Party,2011,Northland,0.215984975,0.176,0.29241619,NA,0.29241619,FALSE,NA,NA,FALSE,FALSE,FALSE
"PEITA, Josie ",Maori Party,2011,Northland,0.00918197,0.0079,0.01804203,NA,0.01804203,FALSE,NA,NA,FALSE,FALSE,FALSE
"SABIN, Mike ",National Party,2011,Northland,0.575542571,0.5015,0.591373671,NA,0.591373671,FALSE,NA,NA,FALSE,FALSE,FALSE
"TAYLOR, Mel ",Conservative Party,2014,Northland,0.044849985,0.0631,0.050813856,0.050813856,0.050813856,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"CLENDON, David",Green Party,2014,Northland,0.105062378,0.1084,NA,0.094907407,0.120930718,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"SABIN, Mike ",National Party,2014,Northland,0.527477059,0.4897,0.575542571,0.575542571,0.575542571,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"NELSON, Craig ",ACT,2014,Northland,0.005773791,0.0046,0.008242905,NA,0.008242905,FALSE,NA,NA,FALSE,FALSE,FALSE
"PRIME, Willow-Jean ",Labour Party,2014,Northland,0.258995773,0.1663,0.215984975,NA,0.215984975,FALSE,NA,NA,FALSE,FALSE,FALSE
"DUNNE, Peter",United Future,1999,Ohariu,0.573956443,0.0281,0.489903343,0.489903343,0.489903343,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"ZILLWOOD, Caron",Green Party,1999,Ohariu,0.040721416,0.0462,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"ASARE, Kathryn",ACT,1999,Ohariu,0.066952132,0.0886,0.05944099,NA,0.05944099,FALSE,NA,NA,FALSE,FALSE,FALSE
"MATTHEWS, Rebecca",Alliance,1999,Ohariu,0.038055808,0.053,0.122083359,NA,0.122083359,FALSE,NA,NA,FALSE,FALSE,FALSE
"BEST, Derek",Labour Party,1999,Ohariu,0.217870917,0.3122,0.227851998,NA,0.227851998,FALSE,NA,NA,FALSE,FALSE,FALSE
"FARLAND, Bruce",New Zealand First Party,1999,Ohariu,0.012845962,0.0197,0.044573047,NA,0.044573047,FALSE,NA,NA,FALSE,FALSE,FALSE
"STEPHENS, Dale ",National Party,2002,Ohariu,0.132946073,0.2438,NA,0.020710548,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"MATTHEWS, Rebecca",Alliance,2002,Ohariu,0.006647304,0.0124,0.038055808,0.038055808,0.038055808,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"DUNNE, Peter",United Future,2002,Ohariu,0.579543073,0.1301,0.573956443,0.573956443,0.573956443,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"KERR, Christine Paula ",Jim Anderton's Progressive,2002,Ohariu,0.00628799,0.0117,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"ROY, Heather ",ACT,2002,Ohariu,0.024642932,0.1015,0.066952132,NA,0.066952132,FALSE,NA,NA,FALSE,FALSE,FALSE
"BODLE, Gareth",Green Party,2002,Ohariu,0.030182352,0.0646,0.040721416,NA,0.040721416,FALSE,NA,NA,FALSE,FALSE,FALSE
"BODDY-GREER, Gillian Brooker",Labour Party,2002,Ohariu,0.204239902,0.3664,0.217870917,NA,0.217870917,FALSE,NA,NA,FALSE,FALSE,FALSE
"DUNNE, Peter",United Future,2005,Ohariu,0.468532919,0.0555,0.579543073,0.579543073,0.579543073,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"SAPSFORD, Roland ",Green Party,2005,Ohariu,0.052255054,0.0584,0.030182352,NA,0.030182352,FALSE,NA,NA,FALSE,FALSE,FALSE
"SANDYS, Elspeth ",Jim Anderton's Progressive,2005,Ohariu,0.006739243,0.0064,0.00628799,NA,0.00628799,FALSE,NA,NA,FALSE,FALSE,FALSE
"CHAUVEL, Charles ",Labour Party,2005,Ohariu,0.254328668,0.3957,0.204239902,NA,0.204239902,FALSE,NA,NA,FALSE,FALSE,FALSE
"SHANKS, Katrina ",National Party,2005,Ohariu,0.203836185,0.4313,0.132946073,NA,0.132946073,FALSE,NA,NA,FALSE,FALSE,FALSE
"MANU, Timothy ",New Zealand First Party,2005,Ohariu,0.012026957,0.0275,0.012845962,NA,0.012845962,FALSE,NA,NA,FALSE,FALSE,FALSE
"BUCHANAN, Kelly ",Alliance,2008,Ohariu,0.002942967,0.0014,NA,0.003206454,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"SHANKS, Katrina ",National Party,2008,Ohariu,0.265374467,0.4627,0.203836185,0.203836185,0.203836185,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CHAUVEL, Charles ",Labour Party,2008,Ohariu,0.299472296,0.3333,0.254328668,0.254328668,0.254328668,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"DUNNE, Peter",United Future,2008,Ohariu,0.326161965,0.0221,0.468532919,0.468532919,0.468532919,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"du PLESSIS, Colin ",ACT,2008,Ohariu,0.012888167,0.0341,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"HUGHES, Gareth ",Green Party,2008,Ohariu,0.070631216,0.0913,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"HUGHES, Gareth ",Green Party,2011,Ohariu,0.058043456,0.1442,0.070631216,0.070631216,0.070631216,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"SHANKS, Katrina ",National Party,2011,Ohariu,0.185555442,0.496,0.265374467,0.265374467,0.265374467,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"CHAUVEL, Charles ",Labour Party,2011,Ohariu,0.348362746,0.2653,0.299472296,0.299472296,0.299472296,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"DUNNE, Peter",United Future,2011,Ohariu,0.385800265,0.0178,0.326161965,0.326161965,0.326161965,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"WOODNUTT, Stephen ",Conservative Party,2011,Ohariu,0.010200959,0.0168,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"BARR, Hugh ",New Zealand First Party,2011,Ohariu,0.009078853,0.0391,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"WOODLEY, Tane ",Green Party,2014,Ohariu,0.075076297,0.1507,NA,0.059819296,0.058043456,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"DUNNE, Peter",United Future,2014,Ohariu,0.368565615,0.0073,0.385800265,0.385800265,0.385800265,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"FITZPATRICK, Sean Daniel Thomas ",ACT,2014,Ohariu,0.005696846,0.0067,0.012888167,NA,0.012888167,FALSE,NA,NA,FALSE,FALSE,FALSE
"BRUNNER, Michael ",Conservative Party,2014,Ohariu,0.028179044,0.03,0.010200959,NA,0.010200959,FALSE,NA,NA,FALSE,FALSE,FALSE
"ANDERSEN, Virginia ",Labour Party,2014,Ohariu,0.349338759,0.235,0.348362746,NA,0.348362746,FALSE,NA,NA,FALSE,FALSE,FALSE
"HUDSON, Brett ",National Party,2014,Ohariu,0.166225839,0.504,0.185555442,NA,0.185555442,FALSE,NA,NA,FALSE,FALSE,FALSE
"PERKINS, Stan",New Zealand First Party,1999,Otago,0.013611784,0.021,0.07607123,0.07607123,0.07607123,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"HERLIHY, Gavan ",National Party,1999,Otago,0.419385916,0.337,0.379604897,0.379604897,0.379604897,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"DIREEN, Pip",Green Party,1999,Otago,0.058176394,0.0571,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"ECKHOFF, Gerrard",ACT,1999,Otago,0.051246193,0.0758,0.032331664,NA,0.032331664,FALSE,NA,NA,FALSE,FALSE,FALSE
"HOLVEY, Bill",Alliance,1999,Otago,0.06125303,0.0777,0.088313856,NA,0.088313856,FALSE,NA,NA,FALSE,FALSE,FALSE
"DEARMAN, Val",Labour Party,1999,Otago,0.345826341,0.3656,0.184696717,NA,0.184696717,FALSE,NA,NA,FALSE,FALSE,FALSE
"ECKHOFF, Gerrard",ACT,2002,Otago,0.041244342,0.0601,0.051246193,0.051246193,0.051246193,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"HERLIHY, Gavan ",National Party,2002,Otago,0.428029579,0.2651,0.419385916,0.419385916,0.419385916,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"VAN WIEREN, Hessel",Jim Anderton's Progressive,2002,Otago,0.013960604,0.0165,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"HUGGARD, Samuel",Alliance,2002,Otago,0.014056225,0.0081,0.06125303,NA,0.06125303,FALSE,NA,NA,FALSE,FALSE,FALSE
"PARKER, David ",Labour Party,2002,Otago,0.44983107,0.4051,0.345826341,NA,0.345826341,FALSE,NA,NA,FALSE,FALSE,FALSE
"SMELLIE, Allan",United Future,2002,Otago,0.035538981,0.0557,0.00442404,NA,0.00442404,FALSE,NA,NA,FALSE,FALSE,FALSE
"PARKER, David ",Labour Party,2005,Otago,0.433645833,0.3959,0.44983107,0.44983107,0.44983107,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"PEARCE, Jane ",Green Party,2005,Otago,0.045,0.0611,0.058176394,NA,0.058176394,FALSE,NA,NA,FALSE,FALSE,FALSE
"SILCOCK, Barry John ",Jim Anderton's Progressive,2005,Otago,0.007604167,0.0106,0.013960604,NA,0.013960604,FALSE,NA,NA,FALSE,FALSE,FALSE
"DEAN, Jacqui ",National Party,2005,Otago,0.49,0.4437,0.428029579,NA,0.428029579,FALSE,NA,NA,FALSE,FALSE,FALSE
"TELFORD, Gerald ",United Future,2005,Otago,0.0175,0.0213,0.035538981,NA,0.035538981,FALSE,NA,NA,FALSE,FALSE,FALSE
"SOWRY, Roger",National Party,1999,Otaki,0.31649766,0.2935,0.377474539,0.377474539,0.377474539,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"KEALL, Judy",Labour Party,1999,Otaki,0.518470025,0.4173,0.405738643,0.405738643,0.405738643,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"WILLIAMS, Gary",Green Party,1999,Otaki,0.032566303,0.0401,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"AMBLER, Brett",ACT,1999,Otaki,0.021673724,0.0464,0.008839684,NA,0.008839684,FALSE,NA,NA,FALSE,FALSE,FALSE
"FRANKLIN, Russell",Alliance,1999,Otaki,0.049782706,0.0936,0.094146928,NA,0.094146928,FALSE,NA,NA,FALSE,FALSE,FALSE
"HAYWARD, David Lionel",New Zealand First Party,1999,Otaki,0.021367283,0.0389,0.079299691,NA,0.079299691,FALSE,NA,NA,FALSE,FALSE,FALSE
"FRANKLIN, Russell",Jim Anderton's Progressive,2002,Otaki,0.014033887,0.0203,0.049782706,0.049782706,0.049782706,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"SOWRY, Roger",National Party,2002,Otaki,0.309658281,0.2065,0.31649766,0.31649766,0.31649766,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"SAGE, Ian Robert",ACT,2002,Otaki,0.022248845,0.0468,0.021673724,NA,0.021673724,FALSE,NA,NA,FALSE,FALSE,FALSE
"JEUNE, Margaret",Alliance,2002,Otaki,0.009954932,0.0118,0.049782706,NA,0.049782706,FALSE,NA,NA,FALSE,FALSE,FALSE
"GREIG, Caroline",Green Party,2002,Otaki,0.047007816,0.0553,0.032566303,NA,0.032566303,FALSE,NA,NA,FALSE,FALSE,FALSE
"HUGHES, Darren ",Labour Party,2002,Otaki,0.530321182,0.4417,0.518470025,NA,0.518470025,FALSE,NA,NA,FALSE,FALSE,FALSE
"JEUNE, Margaret",Alliance,2005,Otaki,0.002541425,0.002,0.009954932,0.009954932,0.009954932,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"FRANKLIN, Russell",Jim Anderton's Progressive,2005,Otaki,0.007929247,0.0159,0.014033887,0.014033887,0.014033887,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"FISHER, Nick",Green Party,2005,Otaki,0.026735793,0.0455,NA,0.05089697,0.047007816,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"HUGHES, Darren ",Labour Party,2005,Otaki,0.459489682,0.4167,0.530321182,0.530321182,0.530321182,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"ORZECKI, Richard E ",Maori Party,2005,Otaki,0.009250788,0.0074,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"BROWN, Diane ",United Future,2005,Otaki,0.01596015,0.0335,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"GUY, Nathan ",National Party,2005,Otaki,0.449527295,0.392,0.309658281,NA,0.309658281,FALSE,NA,NA,FALSE,FALSE,FALSE
"PERRY, Chris ",New Zealand First Party,2005,Otaki,0.027345735,0.0679,0.021367283,NA,0.021367283,FALSE,NA,NA,FALSE,FALSE,FALSE
"BROWN, Diane ",United Future,2008,Otaki,0.003846154,0.0101,0.01596015,0.01596015,0.01596015,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"GUY, Nathan ",National Party,2008,Otaki,0.486740891,0.4477,0.449527295,0.449527295,0.449527295,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"HUGHES, Darren ",Labour Party,2008,Otaki,0.451821862,0.3695,0.459489682,0.459489682,0.459489682,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"McCAFFREY, Peter ",ACT,2008,Otaki,0.005364372,0.0259,0.022248845,NA,0.022248845,FALSE,NA,NA,FALSE,FALSE,FALSE
"KEBBELL, Jim ",Green Party,2008,Otaki,0.026518219,0.0564,0.026735793,NA,0.026735793,FALSE,NA,NA,FALSE,FALSE,FALSE
"PAGANI, Josie ",Jim Anderton's Progressive,2008,Otaki,0.005668016,0.0116,0.007929247,NA,0.007929247,FALSE,NA,NA,FALSE,FALSE,FALSE
"SCOTT, David ",New Zealand First Party,2008,Otaki,0.020040486,0.055,0.027345735,NA,0.027345735,FALSE,NA,NA,FALSE,FALSE,FALSE
"BROWN, Diane ",United Future,2011,Otaki,0.002961601,0.0071,0.003846154,0.003846154,0.003846154,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"McCAFFREY, Peter ",ACT,2011,Otaki,0.003063725,0.0067,0.005364372,0.005364372,0.005364372,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"SCOTT, David ",New Zealand First Party,2011,Otaki,0.030228758,0.0812,0.020040486,0.020040486,0.020040486,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"GILCHRIST, Michael ",Green Party,2011,Otaki,0.047079248,0.096,NA,0.067156563,0.026518219,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"GUY, Nathan ",National Party,2011,Otaki,0.515727124,0.4679,0.486740891,0.486740891,0.486740891,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"RYERSSON, John Stephen ",Conservative Party,2011,Otaki,0.017361111,0.0319,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"FOSTER, Peter ",Labour Party,2011,Otaki,0.374795752,0.2959,0.451821862,NA,0.451821862,FALSE,NA,NA,FALSE,FALSE,FALSE
"GUY, Nathan ",National Party,2014,Otaki,0.554022284,0.4908,0.515727124,0.515727124,0.515727124,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"LOVELOCK, Anne ",Conservative Party,2014,Otaki,0.02412348,0.0441,0.017361111,NA,0.017361111,FALSE,NA,NA,FALSE,FALSE,FALSE
"DREW, Maddy ",Green Party,2014,Otaki,0.065010733,0.0946,0.047079248,NA,0.047079248,FALSE,NA,NA,FALSE,FALSE,FALSE
"McCANN, Rob ",Labour Party,2014,Otaki,0.348461617,0.2484,0.374795752,NA,0.374795752,FALSE,NA,NA,FALSE,FALSE,FALSE
"BARNARD, Trevor",Alliance,1999,Pakuranga,0.04789971,0.0493,0.079753152,0.079753152,0.079753152,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"WILLIAMSON, Maurice",National Party,1999,Pakuranga,0.444475629,0.4053,0.566539699,0.566539699,0.566539699,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"ROSE, David",Green Party,1999,Pakuranga,0.038076527,0.0346,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"QUAX, Dick",ACT,1999,Pakuranga,0.125113045,0.129,0.047007411,NA,0.047007411,FALSE,NA,NA,FALSE,FALSE,FALSE
"HINE, Patrick",Labour Party,1999,Pakuranga,0.278760096,0.2904,0.138276198,NA,0.138276198,FALSE,NA,NA,FALSE,FALSE,FALSE
"PARAONE, Pita",New Zealand First Party,1999,Pakuranga,0.029126516,0.0387,0.11793191,NA,0.11793191,FALSE,NA,NA,FALSE,FALSE,FALSE
"PARAONE, Pita",New Zealand First Party,2002,Pakuranga,0.062750878,0.1189,0.029126516,0.029126516,0.029126516,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"ROSE, David",Green Party,2002,Pakuranga,0.03261415,0.0361,0.038076527,0.038076527,0.038076527,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"WILLIAMSON, Maurice",National Party,2002,Pakuranga,0.439350226,0.2609,0.444475629,0.444475629,0.444475629,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"LY, Jeffrey ",Jim Anderton's Progressive,2002,Pakuranga,0.014989965,0.0122,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"MCINNES, Ian",United Future,2002,Pakuranga,0.045816608,0.0783,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
