Candidate,Party,Year,Electorate,Candidate.Vote,Party.Vote.Electorate,Vote.to.Use,Candidate Previous Vote,Previous Candidate Vote electorate,Same Candidate,Same Electorate,Same Party,Incumbent,No Candidate Run Last Election,Mixer
"STEENEVELD, Mike",ACT,1999,Albany,0.070787637,0.1228,NA,0.034837855,0.052721532,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"McCONACHY, Heather Ann",Alliance,1999,Albany,0.11069732,0.0571,0.133860549,0.133860549,0.133860549,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"McCULLY, Murray",National Party,1999,Albany,0.401765292,0.3941,0.510964341,0.510964341,0.510964341,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"MacCLEMENT, Bera",Green Party,1999,Albany,0.046478212,0.0444,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"McCRACKEN, Hamish",Labour Party,1999,Albany,0.256671163,0.298,0.079748559,NA,0.079748559,FALSE,NA,NA,FALSE,FALSE,FALSE
"BRETT, Joy",New Zealand First Party,1999,Albany,0.022022169,0.03,0.173575505,NA,0.173575505,FALSE,NA,NA,FALSE,FALSE,FALSE
"RICHARDSON, Dean",ACT,1999,Aoraki,0.019422355,0.0498,NA,0.02135284,0.016090422,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"SUTTON, Jim",Labour Party,1999,Aoraki,0.514825435,0.4236,0.410229993,0.410229993,0.410229993,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"MUSGRAVE, David",Green Party,1999,Aoraki,0.031365477,0.0442,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"SIMMONS, Lynley",Alliance,1999,Aoraki,0.060040796,0.0847,0.091542681,NA,0.091542681,FALSE,NA,NA,FALSE,FALSE,FALSE
"MARRIOTT, Wayne",National Party,1999,Aoraki,0.303781003,0.3055,0.3213842,NA,0.3213842,FALSE,NA,NA,FALSE,FALSE,FALSE
"GOULD, Albert John",New Zealand First Party,1999,Aoraki,0.02084134,0.0292,0.139238205,NA,0.139238205,FALSE,NA,NA,FALSE,FALSE,FALSE
"MUSGRAVE, David",Green Party,2002,Aoraki,0.042843767,0.0515,0.031365477,0.031365477,0.031365477,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"SIMMONS, Lynley",Jim Anderton's Progressive,2002,Aoraki,0.014399638,0.0205,0.060040796,0.060040796,0.060040796,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"MARRIOTT, Wayne",National Party,2002,Aoraki,0.31843864,0.2412,0.303781003,0.303781003,0.303781003,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"SUTTON, Jim",Labour Party,2002,Aoraki,0.52678139,0.4456,0.514825435,0.514825435,0.514825435,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BUNTING, Antony",United Future,2002,Aoraki,0.037968553,0.06,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"MURRAY, Kevin ",ACT,2002,Aoraki,0.018693701,0.044,0.019422355,NA,0.019422355,FALSE,NA,NA,FALSE,FALSE,FALSE
"BUCHANAN, Andrew",Alliance,2002,Aoraki,0.006360378,0.0108,0.060040796,NA,0.060040796,FALSE,NA,NA,FALSE,FALSE,FALSE
"SUTTON, Jim",Labour Party,2005,Aoraki,0.33706493,0.3996,0.52678139,0.52678139,0.52678139,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"ELSEN, Kate ",Green Party,2005,Aoraki,0.060757175,0.0448,0.042843767,NA,0.042843767,FALSE,NA,NA,FALSE,FALSE,FALSE
"MAIN, Claire ",Jim Anderton's Progressive,2005,Aoraki,0.009566456,0.0154,0.014399638,NA,0.014399638,FALSE,NA,NA,FALSE,FALSE,FALSE
"GOODHEW, Jo ",National Party,2005,Aoraki,0.543659678,0.4306,0.31843864,NA,0.31843864,FALSE,NA,NA,FALSE,FALSE,FALSE
"LUNDY, Kerry ",New Zealand First Party,2005,Aoraki,0.035823326,0.0602,0.02084134,NA,0.02084134,FALSE,NA,NA,FALSE,FALSE,FALSE
"ROGERS, Mark ",United Future,2005,Aoraki,0.010177081,0.0258,0.037968553,NA,0.037968553,FALSE,NA,NA,FALSE,FALSE,FALSE
"LEE, Sandra",Alliance,1999,Auckland Central,0.187775735,0.0706,0.265337882,0.265337882,0.265337882,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"TIZARD, Judith ",Labour Party,1999,Auckland Central,0.387408088,0.415,0.365685042,0.365685042,0.365685042,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"TÁNCZOS, Nándor",Green Party,1999,Auckland Central,0.093658088,0.1288,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"HUATA, Donna Awatere",ACT,1999,Auckland Central,0.070496324,0.0891,0.055306159,NA,0.055306159,FALSE,NA,NA,FALSE,FALSE,FALSE
"POULSEN, Martin",National Party,1999,Auckland Central,0.225490196,0.2356,0.223319567,NA,0.223319567,FALSE,NA,NA,FALSE,FALSE,FALSE
"RUPA, Dilip",New Zealand First Party,1999,Auckland Central,0.011642157,0.0204,0.046836655,NA,0.046836655,FALSE,NA,NA,FALSE,FALSE,FALSE
"BELTOWSKI, Lech",ACT,2002,Auckland Central,0.039847517,0.1063,NA,0.032795438,0.070496324,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"TREEN, Michael",Alliance,2002,Auckland Central,0.01189235,0.0162,NA,0.064973736,0.187775735,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"TÁNCZOS, Nándor",Green Party,2002,Auckland Central,0.202398019,0.158,0.093658088,0.093658088,0.093658088,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"TIZARD, Judith ",Labour Party,2002,Auckland Central,0.433272514,0.441,0.387408088,0.387408088,0.387408088,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"SHEPHERD, Viv ",Jim Anderton's Progressive,2002,Auckland Central,0.010849733,0.0148,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"TAYLOR, Steve ",United Future,2002,Auckland Central,0.025087971,0.0401,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"WONG, Pansy",National Party,2002,Auckland Central,0.263684348,0.1503,0.225490196,NA,0.225490196,FALSE,NA,NA,FALSE,FALSE,FALSE
"TAYLOR, Steve ",United Future,2005,Auckland Central,0.013016766,0.013,0.025087971,0.025087971,0.025087971,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"TÁNCZOS, Nándor",Green Party,2005,Auckland Central,0.150369676,0.1298,0.202398019,0.202398019,0.202398019,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"WONG, Pansy",National Party,2005,Auckland Central,0.336144955,0.3372,0.263684348,0.263684348,0.263684348,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"TIZARD, Judith ",Labour Party,2005,Auckland Central,0.445798188,0.4524,0.433272514,0.433272514,0.433272514,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"YATES, Bronwyn ",Maori Party,2005,Auckland Central,0.009267937,0.0061,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"TOWNSEND, Petronella ",Jim Anderton's Progressive,2005,Auckland Central,0.007497657,0.0081,0.010849733,NA,0.010849733,FALSE,NA,NA,FALSE,FALSE,FALSE
"BARAGWANATH, Susan ",New Zealand First Party,2005,Auckland Central,0.028116214,0.0284,0.011642157,NA,0.011642157,FALSE,NA,NA,FALSE,FALSE,FALSE
"TIZARD, Judith ",Labour Party,2008,Auckland Central,0.385322048,0.3455,0.445798188,0.445798188,0.445798188,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"UREN, Scott ",ACT,2008,Auckland Central,0.017031379,0.0414,0.039847517,NA,0.039847517,FALSE,NA,NA,FALSE,FALSE,FALSE
"DIVIS, Sarita ",Alliance,2008,Auckland Central,0.001135425,0.0003,0.01189235,NA,0.01189235,FALSE,NA,NA,FALSE,FALSE,FALSE
"ROCHE, Denise ",Green Party,2008,Auckland Central,0.134289843,0.1547,0.150369676,NA,0.150369676,FALSE,NA,NA,FALSE,FALSE,FALSE
"ROBSON, Justin ",Jim Anderton's Progressive,2008,Auckland Central,0.008051197,0.0064,0.007497657,NA,0.007497657,FALSE,NA,NA,FALSE,FALSE,FALSE
"KAYE, Nikki ",National Party,2008,Auckland Central,0.429087531,0.4008,0.336144955,NA,0.336144955,FALSE,NA,NA,FALSE,FALSE,FALSE
"GALEY-YOUNG, Aaron ",United Future,2008,Auckland Central,0.003715937,0.0048,0.013016766,NA,0.013016766,FALSE,NA,NA,FALSE,FALSE,FALSE
"ROCHE, Denise ",Green Party,2011,Auckland Central,0.087664696,0.2279,0.134289843,0.134289843,0.134289843,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"ARDERN, Jacinda ",Labour Party,2011,Auckland Central,0.432306256,0.2511,NA,0.22926232,0.385322048,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"KAYE, Nikki ",National Party,2011,Auckland Central,0.453885258,0.4224,0.429087531,0.429087531,0.429087531,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"GREENFIELD, Stephen ",Conservative Party,2011,Auckland Central,0.007158419,0.0082,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"SEYMOUR, David ",ACT,2011,Auckland Central,0.004461044,0.0118,0.017031379,NA,0.017031379,FALSE,NA,NA,FALSE,FALSE,FALSE
"DAVIES, Allen ",New Zealand First Party,2011,Auckland Central,0.012449424,0.041,0.028116214,NA,0.028116214,FALSE,NA,NA,FALSE,FALSE,FALSE
"ROCHE, Denise ",Green Party,2014,Auckland Central,0.076293148,0.2217,0.087664696,0.087664696,0.087664696,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"ARDERN, Jacinda ",Labour Party,2014,Auckland Central,0.436301441,0.2167,0.432306256,0.432306256,0.432306256,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"KAYE, Nikki ",National Party,2014,Auckland Central,0.458380844,0.4493,0.453885258,0.453885258,0.453885258,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"PIERARD, Miriam ",Mana,2014,Auckland Central,0.00995128,0.0196,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"KOVALENKO, Dasha ",ACT,2014,Auckland Central,0.007048823,0.0117,0.004461044,NA,0.004461044,FALSE,NA,NA,FALSE,FALSE,FALSE
"MONAHAN, Regan ",Conservative Party,2014,Auckland Central,0.009432984,0.0173,0.007158419,NA,0.007158419,FALSE,NA,NA,FALSE,FALSE,FALSE
"DONALD, Rod",Green Party,1999,Banks Peninsula,0.102784986,0.073,0.189611343,0.189611343,0.189611343,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"DYSON, Ruth",Labour Party,1999,Banks Peninsula,0.414002515,0.3735,0.296564195,0.296564195,0.296564195,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"CARTER, David",National Party,1999,Banks Peninsula,0.375076915,0.3369,0.411300679,0.411300679,0.411300679,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"KING, Paul",ACT,1999,Banks Peninsula,0.018834105,0.0674,0.014964489,NA,0.014964489,FALSE,NA,NA,FALSE,FALSE,FALSE
"WATSON, Maevis",Alliance,1999,Banks Peninsula,0.039433907,0.0758,0.189611343,NA,0.189611343,FALSE,NA,NA,FALSE,FALSE,FALSE
"CROFTS, Charlie",New Zealand First Party,1999,Banks Peninsula,0.013644025,0.021,0.046701785,NA,0.046701785,FALSE,NA,NA,FALSE,FALSE,FALSE
"KING, Paul",ACT,2002,Banks Peninsula,0.023098654,0.0751,0.018834105,0.018834105,0.018834105,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"DONALD, Rod",Green Party,2002,Banks Peninsula,0.11696117,0.1023,0.102784986,0.102784986,0.102784986,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"CARTER, David",National Party,2002,Banks Peninsula,0.337229269,0.2159,0.375076915,0.375076915,0.375076915,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"DYSON, Ruth",Labour Party,2002,Banks Peninsula,0.449592865,0.4023,0.414002515,0.414002515,0.414002515,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"CLEARWATER, Phil ",Jim Anderton's Progressive,2002,Banks Peninsula,0.017891763,0.026,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"MCEWIN, Stephanie",United Future,2002,Banks Peninsula,0.035561956,0.0743,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"MCCLIMONT, Francis",Alliance,2002,Banks Peninsula,0.006480917,0.0128,0.039433907,NA,0.039433907,FALSE,NA,NA,FALSE,FALSE,FALSE
"CLEARWATER, Phil ",Jim Anderton's Progressive,2005,Banks Peninsula,0.022547914,0.0198,0.017891763,0.017891763,0.017891763,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"DONALD, Rod",Green Party,2005,Banks Peninsula,0.113866967,0.1043,0.11696117,0.11696117,0.11696117,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"CARTER, David",National Party,2005,Banks Peninsula,0.393871067,0.3848,0.337229269,0.337229269,0.337229269,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"DYSON, Ruth",Labour Party,2005,Banks Peninsula,0.442041611,0.401,0.449592865,0.449592865,0.449592865,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"McKENZIE, Andrew ",Alliance,2005,Banks Peninsula,0.002972225,0.001,0.006480917,NA,0.006480917,FALSE,NA,NA,FALSE,FALSE,FALSE
"LOOMES, Robin ",United Future,2005,Banks Peninsula,0.024700215,0.0352,0.035561956,NA,0.035561956,FALSE,NA,NA,FALSE,FALSE,FALSE
"HUGHES, Terry",Labour Party,1999,Bay of Plenty,0.252973068,0.3289,NA,0.170885191,0.163921377,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"BROWN, Peter",New Zealand First Party,1999,Bay of Plenty,0.121983211,0.0922,0.268507746,0.268507746,0.268507746,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"RYALL, Tony",National Party,1999,Bay of Plenty,0.45998018,0.3291,0.426275182,0.426275182,0.426275182,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"COLLINS, Wendy Margaret (Meg)",Green Party,1999,Bay of Plenty,0.052903113,0.0536,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"COOK, Lynne",ACT,1999,Bay of Plenty,0.015156815,0.062,0.010991366,NA,0.010991366,FALSE,NA,NA,FALSE,FALSE,FALSE
"NEILL, John",Alliance,1999,Bay of Plenty,0.03899965,0.0513,0.079878758,NA,0.079878758,FALSE,NA,NA,FALSE,FALSE,FALSE
"NEILL, John",Jim Anderton's Progressive,2002,Bay of Plenty,0.008241758,0.0078,0.03899965,0.03899965,0.03899965,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"BROWN, Peter",New Zealand First Party,2002,Bay of Plenty,0.2442076,0.2253,0.121983211,0.121983211,0.121983211,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"RYALL, Tony",National Party,2002,Bay of Plenty,0.429465113,0.2329,0.45998018,0.45998018,0.45998018,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"CASSIDY, John",United Future,2002,Bay of Plenty,0.040745399,0.0819,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"STEENSON, Graham Douglas",ACT,2002,Bay of Plenty,0.012279889,0.0476,0.015156815,NA,0.015156815,FALSE,NA,NA,FALSE,FALSE,FALSE
"TE KEETI, Te Ruruanga",Green Party,2002,Bay of Plenty,0.036343175,0.0552,0.052903113,NA,0.052903113,FALSE,NA,NA,FALSE,FALSE,FALSE
"TAARE, Mei Matere",Labour Party,2002,Bay of Plenty,0.214947703,0.3089,0.252973068,NA,0.252973068,FALSE,NA,NA,FALSE,FALSE,FALSE
"BROWN, Peter",New Zealand First Party,2005,Bay of Plenty,0.137526981,0.1205,0.2442076,0.2442076,0.2442076,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"RYALL, Tony",National Party,2005,Bay of Plenty,0.587521842,0.4912,0.429465113,0.429465113,0.429465113,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"PAUL, Te Orohi ",Maori Party,2005,Bay of Plenty,0.008839552,0.0062,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"STEPHENS, Ian D ",Green Party,2005,Bay of Plenty,0.033096927,0.0332,0.036343175,NA,0.036343175,FALSE,NA,NA,FALSE,FALSE,FALSE
"STEWART-WARD, Ronnie ",Jim Anderton's Progressive,2005,Bay of Plenty,0.006064344,0.0087,0.008241758,NA,0.008241758,FALSE,NA,NA,FALSE,FALSE,FALSE
"SCOTT, Pauline ",Labour Party,2005,Bay of Plenty,0.206393257,0.2808,0.214947703,NA,0.214947703,FALSE,NA,NA,FALSE,FALSE,FALSE
"LEIGH, Jeff ",United Future,2005,Bay of Plenty,0.019837599,0.0389,0.040745399,NA,0.040745399,FALSE,NA,NA,FALSE,FALSE,FALSE
"BROWN, Peter",New Zealand First Party,2008,Bay of Plenty,0.113309536,0.0826,0.137526981,0.137526981,0.137526981,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"RYALL, Tony",National Party,2008,Bay of Plenty,0.648750637,0.587,0.587521842,0.587521842,0.587521842,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"DENZ, Frances ",ACT,2008,Bay of Plenty,0.009586945,0.0291,0.012279889,NA,0.012279889,FALSE,NA,NA,FALSE,FALSE,FALSE
"DEVOY-HEENA, Carol ",Labour Party,2008,Bay of Plenty,0.160734319,0.2019,0.206393257,NA,0.206393257,FALSE,NA,NA,FALSE,FALSE,FALSE
"CARTER, Brian ",United Future,2008,Bay of Plenty,0.00499745,0.007,0.019837599,NA,0.019837599,FALSE,NA,NA,FALSE,FALSE,FALSE
"CARTER, Brian ",United Future,2011,Bay of Plenty,0.006113356,0.0057,0.00499745,0.00499745,0.00499745,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"DEVOY-HEENA, Carol ",Labour Party,2011,Bay of Plenty,0.16930888,0.1372,0.160734319,0.160734319,0.160734319,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"RYALL, Tony",National Party,2011,Bay of Plenty,0.674852347,0.5764,0.648750637,0.648750637,0.648750637,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"REDMAN, Peter ",Conservative Party,2011,Bay of Plenty,0.037198218,0.041,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"STEVENS, Sharon ",Mana,2011,Bay of Plenty,0.007149518,0.0025,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"DOLMAN, Raymond ",New Zealand First Party,2011,Bay of Plenty,0.105377681,0.1263,0.113309536,NA,0.113309536,FALSE,NA,NA,FALSE,FALSE,FALSE
"DOLMAN, Raymond ",New Zealand First Party,2014,Bay of Plenty,0.126792298,0.1394,0.105377681,0.105377681,0.105377681,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"CUNLIFFE, Deborah ",Conservative Party,2014,Bay of Plenty,0.036870135,0.0566,0.037198218,NA,0.037198218,FALSE,NA,NA,FALSE,FALSE,FALSE
"WILSON, Clare ",Labour Party,2014,Bay of Plenty,0.185374846,0.1307,0.16930888,NA,0.16930888,FALSE,NA,NA,FALSE,FALSE,FALSE
"MULLER, Todd ",National Party,2014,Bay of Plenty,0.606923392,0.5766,0.674852347,NA,0.674852347,FALSE,NA,NA,FALSE,FALSE,FALSE
"RICKARD, Ben ",United Future,2014,Bay of Plenty,0.003789431,0.0021,0.006113356,NA,0.006113356,FALSE,NA,NA,FALSE,FALSE,FALSE
"WONG, Pansy",National Party,2008,Botany,0.56224982,0.6125,NA,0.336144955,0.468853884,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"WANG, Kenneth ",ACT,2008,Botany,0.152519758,0.0484,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"COOPER, Peter ",Green Party,2008,Botany,0.039618187,0.0239,0.018020152,NA,0.018020152,FALSE,NA,NA,FALSE,FALSE,FALSE
"CHEAM, Racheal ",Jim Anderton's Progressive,2008,Botany,0.009853228,0.0069,0.011159301,NA,0.011159301,FALSE,NA,NA,FALSE,FALSE,FALSE
"TAWA, Koro ",Labour Party,2008,Botany,0.21051011,0.2518,0.388410889,NA,0.388410889,FALSE,NA,NA,FALSE,FALSE,FALSE
"CARTER, Judy ",United Future,2008,Botany,0.013856102,0.007,0.018300568,NA,0.018300568,FALSE,NA,NA,FALSE,FALSE,FALSE
"MURPHY, Lyn ",ACT,2011,Botany,0.022767998,0.0165,NA,0.026529108,0.152519758,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"YOUNG, Paul ",Conservative Party,2011,Botany,0.076841994,0.0268,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"WU, Chao-Fu ",Labour Party,2011,Botany,0.253504796,0.2449,0.21051011,NA,0.21051011,FALSE,NA,NA,FALSE,FALSE,FALSE
"ROSS, Jami-Lee ",National Party,2011,Botany,0.640244545,0.6113,0.56224982,NA,0.56224982,FALSE,NA,NA,FALSE,FALSE,FALSE
"PARKASH, Ram",United Future,2011,Botany,0.006640666,0.0032,0.013856102,NA,0.013856102,FALSE,NA,NA,FALSE,FALSE,FALSE
"YOUNG, Paul ",Conservative Party,2014,Botany,0.094453711,0.0453,0.076841994,0.076841994,0.076841994,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"ROSS, Jami-Lee ",National Party,2014,Botany,0.651271893,0.5965,0.640244545,0.640244545,0.640244545,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"MAMEDOV, Tofik ",Labour Party,2014,Botany,0.233632193,0.2227,0.253504796,NA,0.253504796,FALSE,NA,NA,FALSE,FALSE,FALSE
"GORDON, Liz",Alliance,1999,Christchurch Central,0.08243442,0.1023,0.212460436,0.212460436,0.212460436,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"BARNETT, Tim",Labour Party,1999,Christchurch Central,0.527978671,0.4073,0.322805264,0.322805264,0.322805264,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"PENNELL, Diana",Green Party,1999,Christchurch Central,0.050809022,0.0735,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"SILLARS, Katharine",ACT,1999,Christchurch Central,0.029143172,0.0526,0.031750791,NA,0.031750791,FALSE,NA,NA,FALSE,FALSE,FALSE
"STRINGER, John",National Party,1999,Christchurch Central,0.239795293,0.27,0.301049475,NA,0.301049475,FALSE,NA,NA,FALSE,FALSE,FALSE
"BALLANTYNE, John",New Zealand First Party,1999,Christchurch Central,0.019643295,0.0267,0.102182242,NA,0.102182242,FALSE,NA,NA,FALSE,FALSE,FALSE
"BARNETT, Tim",Labour Party,2002,Christchurch Central,0.56216888,0.4421,0.527978671,0.527978671,0.527978671,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"CHURTON, Fleur",Jim Anderton's Progressive,2002,Christchurch Central,0.024887174,0.0297,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"WATSON, Anthony Francis",ACT,2002,Christchurch Central,0.024919877,0.0589,0.029143172,NA,0.029143172,FALSE,NA,NA,FALSE,FALSE,FALSE
"GORDON, Elizabeth",Alliance,2002,Christchurch Central,0.020766564,0.0191,0.08243442,NA,0.08243442,FALSE,NA,NA,FALSE,FALSE,FALSE
"MORRIS, Matthew",Green Party,2002,Christchurch Central,0.058571522,0.111,0.050809022,NA,0.050809022,FALSE,NA,NA,FALSE,FALSE,FALSE
"WAGNER, Nicky ",National Party,2002,Christchurch Central,0.223592125,0.1704,0.239795293,NA,0.239795293,FALSE,NA,NA,FALSE,FALSE,FALSE
"RUSSELL, Stephen",United Future,2002,Christchurch Central,0.037935771,0.0676,0.007462935,NA,0.007462935,FALSE,NA,NA,FALSE,FALSE,FALSE
"WAGNER, Nicky ",National Party,2005,Christchurch Central,0.295721869,0.3051,0.223592125,0.223592125,0.223592125,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"BARNETT, Tim",Labour Party,2005,Christchurch Central,0.531071094,0.4831,0.56216888,0.56216888,0.56216888,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"GREGORY, Daryl ",Maori Party,2005,Christchurch Central,0.005620901,0.0034,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"CUTLER-WELSH, Natalie ",Green Party,2005,Christchurch Central,0.067138545,0.097,0.058571522,NA,0.058571522,FALSE,NA,NA,FALSE,FALSE,FALSE
"WOODS, Megan ",Jim Anderton's Progressive,2005,Christchurch Central,0.032372229,0.0187,0.024887174,NA,0.024887174,FALSE,NA,NA,FALSE,FALSE,FALSE
"GARDENER, Kevin ",New Zealand First Party,2005,Christchurch Central,0.030706776,0.0404,0.019643295,NA,0.019643295,FALSE,NA,NA,FALSE,FALSE,FALSE
"van BUREN, John ",United Future,2005,Christchurch Central,0.022899969,0.0304,0.037935771,NA,0.037935771,FALSE,NA,NA,FALSE,FALSE,FALSE
"KLEIS, Greg ",Alliance,2008,Christchurch Central,0.003199174,0.0012,NA,0.001841998,0.020766564,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"WAGNER, Nicky ",National Party,2008,Christchurch Central,0.409287926,0.3758,0.295721869,0.295721869,0.295721869,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"BURNS, Brendon",Labour Party,2008,Christchurch Central,0.438390093,0.3936,NA,0.383749488,0.531071094,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"SEVERIN, Toni ",ACT,2008,Christchurch Central,0.01496388,0.0272,0.024919877,NA,0.024919877,FALSE,NA,NA,FALSE,FALSE,FALSE
"McLAUCHLAN, Jan ",Green Party,2008,Christchurch Central,0.084313725,0.1117,0.067138545,NA,0.067138545,FALSE,NA,NA,FALSE,FALSE,FALSE
"BAGCHI, Somnath ",Jim Anderton's Progressive,2008,Christchurch Central,0.018575851,0.0211,0.032372229,NA,0.032372229,FALSE,NA,NA,FALSE,FALSE,FALSE
"SEVERIN, Toni ",ACT,2011,Christchurch Central,0.004068858,0.0078,0.01496388,0.01496388,0.01496388,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"WAGNER, Nicky ",National Party,2011,Christchurch Central,0.445383412,0.4463,0.409287926,0.409287926,0.409287926,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"BURNS, Brendon",Labour Party,2011,Christchurch Central,0.443609807,0.294,0.438390093,0.438390093,0.438390093,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"COOKE, Michael ",Conservative Party,2011,Christchurch Central,0.016171101,0.0174,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"MOORHOUSE, David ",Green Party,2011,Christchurch Central,0.085654669,0.1626,0.084313725,NA,0.084313725,FALSE,NA,NA,FALSE,FALSE,FALSE
"SEVERIN, Toni ",ACT,2014,Christchurch Central,0.003622813,0.0049,0.004068858,0.004068858,0.004068858,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"COOKE, Michael ",Conservative Party,2014,Christchurch Central,0.018010558,0.0311,0.016171101,0.016171101,0.016171101,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"MOORHOUSE, David ",Green Party,2014,Christchurch Central,0.084359797,0.1582,0.085654669,0.085654669,0.085654669,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"WAGNER, Nicky ",National Party,2014,Christchurch Central,0.462167477,0.4466,0.445383412,0.445383412,0.445383412,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"MILNE, Tony",Labour Party,2014,Christchurch Central,0.389297174,0.2625,0.443609807,NA,0.443609807,FALSE,NA,NA,FALSE,FALSE,FALSE
