"","Candidate","Party","Year","Electorate","2014 Vote","median","lowr","upr","% Win"
"1","VAN VELDEN, Brooke","ACT",2017,"Auckland Central",0.007048823,0.00215803044253029,0.000473920785211697,0.00633051223173348,0
"2","ROCHE, Denise","Green Party",2017,"Auckland Central",0.0763,0.118323079824676,0.106337024019029,0.131864668091772,0
"3","WHITE, Helen","Labour Party",2017,"Auckland Central",0.436301441,0.354702121573073,0.325426631212958,0.382921741298053,0
"4","KAYE, Nikki","National Party",2017,"Auckland Central",0.458380844,0.481683553925624,0.445900899300556,0.514854136483612,1
"5","CARLEY, Bruce","ACT",2017,"Bay of Plenty",NA,0.0016378363002708,0.000641267342788637,0.00796735386592356,0
"6","WARREN-CLARK, Angie","Labour Party",2017,"Bay of Plenty",0.185374846,0.223328413122027,0.19307363575099,0.253552635140618,0
"7","MULLER, Todd","National Party",2017,"Bay of Plenty",0.606923392,0.540599900084968,0.510191136748207,0.570217292320418,1
"8","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Bay of Plenty",0.069346838,0.145170752743813,0.0658693360835981,0.251398311736317,0
"9","RICKARD, Ben","United Future",2017,"Bay of Plenty",0.003789431,0.00131568720320882,0.000121257741546995,0.0068261625433649,0
"10","ZHU, Julie","Green Party",2017,"Botany",NA,0.0404398097867165,0.0324686652561408,0.0546716021814392,0
"11","MAMEDOV, Tofik","Labour Party",2017,"Botany",0.233632193,0.289299887219235,0.26418835705419,0.313022030837154,0
"12","ROSS, Jami-Lee","National Party",2017,"Botany",0.651271893,0.565026148684287,0.533296814640724,0.595393063300216,1
"13","LIGHT, Damian","United Future",2017,"Botany",0.004613492,0.00112039968983233,0.000111498855185341,0.00697716187808431,0
"14","GENERIC GREEN PARTY CANDIDATE","Green Party",2017,"Christchurch Central",0.084359797,0.107493304030178,0.0980753988368293,0.117257099384146,0
"15","WEB, Duncan","Labour Party",2017,"Christchurch Central",0.389297174,0.366542887333185,0.341431316091568,0.3930550698783,0
"16","WAGNER, Nicky","National Party",2017,"Christchurch Central",0.462167477,0.481534499576896,0.445233378899725,0.515289999319163,0.9998
"17","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Christchurch Central",0.126792298,0.0895858714677643,0.0374166461235866,0.198574768543902,2e-04
"18","SEVERIN, Toni","ACT",2017,"Christchurch East",0.003622813,0.000551627026849723,0.000117491395524011,0.0025669278531323,0
"19","SWEET, Cathy","Green Party",2017,"Christchurch East",0.10132976,0.105432864805373,0.0965814233436923,0.114224815263502,0
"20","WILLIAMS, Poto","Labour Party",2017,"Christchurch East",0.48087826,0.430425023745911,0.404519255959671,0.457893067367481,0.9972
"21","HAYES, Jo","National Party",2017,"Christchurch East",0.352128647,0.359815658400994,0.328657891614814,0.388154646839212,0.0028
"22","GOLDSMITH, Rachael","Green Party",2017,"Clutha-Southland",0.071217223,0.0767234684288466,0.0690965811855998,0.0848000326178237,0
"23","CHAPMAN, Cherie","Labour Party",2017,"Clutha-Southland",0.198347107,0.234052760767238,0.207039205365072,0.2592674130762,0
"24","BARCLAY, Todd","National Party",2017,"Clutha-Southland",0.640648913,0.58007437461529,0.550310246250739,0.609189678758367,1
"25","PATTERSON, Mark","New Zealand First Party",2017,"Clutha-Southland",NA,0.0377565571983305,0.018270927347122,0.0781608707036174,0
"26","SHIRIWASTOW, Vineet","ACT",2017,"Coromandel",0.004278729,0.000645509377087443,0.00013029631051253,0.00295562210671658,0
"27","SUMMERFIELD, Scott","Green Party",2017,"Coromandel",0.164221679,0.114677763879852,0.104174835088692,0.12612774573617,0
"28","BLOMFIELD, Nathaniel","Labour Party",2017,"Coromandel",0.113386308,0.196865586234161,0.173180680530018,0.220729544912139,0
"29","SIMPSON, Scott","National Party",2017,"Coromandel",0.587306438,0.585634111887382,0.550499819101809,0.618651689025832,1
"30","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Coromandel",0.082964488,0.137677835078051,0.0611050472559276,0.245454152301137,0
"31","PURCHAS, Sam","ACT",2017,"Dunedin North",NA,0.00202827395264585,0.000704801024425784,0.00789316261490603,2e-04
"32","BOULD, Niki","Green Party",2017,"Dunedin North",0.173691193,0.162513523049042,0.146549169290366,0.181581050539311,0
"33","CLARK, David","Labour Party",2017,"Dunedin North",0.473925911,0.484059947599865,0.454858028482792,0.51373416262667,0.9998
"34","WOODHOUSE, Michael","National Party",2017,"Dunedin North",0.30207164,0.301062992598563,0.267167187094583,0.331020537667373,0
"35","VOIGHT, Warren","New Zealand First Party",2017,"Dunedin North",NA,0.0393605674688807,0.0194987985818577,0.0775440283785929,0
"36","DOUGHTY, Dan","ACT",2017,"Dunedin South",0.003875574,0.000547824848851543,0.00011872660445594,0.00263098649909874,0
"37","GALLAGHER, Shane","Green Party",2017,"Dunedin South",0.075879653,0.0935630545977537,0.0858033464384392,0.101402153237559,0
"38","CURRAN, Clare","Labour Party",2017,"Dunedin South",0.490668027,0.497142841034055,0.469635955329434,0.527459741292114,1
"39","GREGORY, Matt","National Party",2017,"Dunedin South",0.38663947,0.372708452328205,0.340906898595304,0.402291833250006,0
"40","RUSHTON, Kerry","New Zealand First Party",2017,"Dunedin South",NA,0.0488382163739758,0.0256200135941767,0.0867227300311553,0
"41","HUGHES, Gareth","Green Party",2017,"East Coast",0.07762604,0.084689889884333,0.0768875255946878,0.0926836990825042,0
"42","ALLAN, Kiri","Labour Party",2017,"East Coast",0.293870007,0.316329208295315,0.289487150380403,0.343912473805548,0
"43","TOLLEY, Anne","National Party",2017,"East Coast",0.523873088,0.528698339542029,0.493427188803935,0.562831328363723,1
"44","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"East Coast",0.028818737,0.086935465490542,0.0392035071132708,0.156762872151825,0
"45","TURNER, Judy","United Future",2017,"East Coast",NA,0.00225934871709328,0.000506664052198862,0.00960524972048587,0
"46","BERRY, Stephen","ACT",2017,"East Coast Bays",0.01690896,0.00426512519285523,0.000992410486452244,0.0117688919053474,0
"47","MAYNE, Nicholas","Green Party",2017,"East Coast Bays",0.099446381,0.0892478673088793,0.0801305142227514,0.0990045460326072,0
"48","CHEN, Naisi","Labour Party",2017,"East Coast Bays",0.12148862,0.190223494931542,0.161931117522007,0.213982927785704,0
"49","STANFORD, Erica","National Party",2017,"East Coast Bays",0.619233135,0.573083601310938,0.543337947743654,0.602758640137471,1
"50","SEYMOUR, David","ACT",2017,"Epsom",0.43413235,0.298788745220528,0.129449260587916,0.460035697157593,0.9228
"51","COATES, Barry","Green Party",2017,"Epsom",0.082155296,0.0822567079118346,0.0722586024644895,0.094874245958421,0.0016
"52","DAVID, Parker","Labour Party",2017,"Epsom",0.094345421,0.100035708428306,0.0809091334883773,0.129265342375624,0.0176
"53","GOLDSMITH, Paul","National Party",2017,"Epsom",0.318582258,0.0259004516331087,0.00108815110202806,0.271558585520234,0.058
