"","Electoral District","Year","Party","2014 Percent","median","lowr","upr"
"1","Auckland Central",2017,"ACT",0.0117,0.00570620670204501,0.00151898278422683,0.0152670693862133
"2","Auckland Central",2017,"Conservative Party",0.0173,0.000682468694622133,5e-04,0.00542194783627815
"3","Auckland Central",2017,"Green Party",0.2217,0.224514273239193,0.193022290392415,0.240720088847327
"4","Auckland Central",2017,"Labour Party",0.2167,0.27753474663185,0.234649825252567,0.324888123260637
"5","Auckland Central",2017,"Mana",0.0196,0.0019061338579261,5e-04,0.0145807297867007
"6","Auckland Central",2017,"Maori Party",0.0056,0.00701286398821749,0.00334626664599724,0.0161809158038094
"7","Auckland Central",2017,"National Party",0.4493,0.390788976200958,0.333954170150045,0.447755785067963
"8","Auckland Central",2017,"New Zealand First Party",0.0518,0.0648293310402968,0.0295933004971747,0.148104287392947
"9","Auckland Central",2017,"United Future",0.0019,0.00232943253091178,5e-04,0.0124909054408209
"10","Bay of Plenty",2017,"ACT",0.0025,0.0012192749363344,5e-04,0.00731479297991682
"11","Bay of Plenty",2017,"Conservative Party",0.0566,0.00223281665408166,5e-04,0.0177388582389216
"12","Bay of Plenty",2017,"Green Party",0.0723,0.0760036844556982,0.0622835825863363,0.0971097334833856
"13","Bay of Plenty",2017,"Labour Party",0.1307,0.206000779816408,0.152988333112502,0.266489705899647
"14","Bay of Plenty",2017,"Mana",0.0051,5e-04,5e-04,0.00379396540368234
"15","Bay of Plenty",2017,"Maori Party",0.0057,0.00745348482205274,0.0034060214075329,0.0191874033178568
"16","Bay of Plenty",2017,"National Party",0.5766,0.518088976200958,0.461254170150045,0.575055785067963
"17","Bay of Plenty",2017,"New Zealand First Party",0.1394,0.154995208419112,0.0796391136931689,0.243031132389483
"18","Bay of Plenty",2017,"United Future",0.0021,0.00266149534861533,5e-04,0.0149900618380798
"19","Botany",2017,"ACT",0.0241,0.0117538103862637,0.00312884488033048,0.0280613438147609
"20","Botany",2017,"Conservative Party",0.0453,0.00178704230441518,5e-04,0.0141973547389249
"21","Botany",2017,"Green Party",0.0435,0.046986473144471,0.037473524792609,0.0661181292225577
"22","Botany",2017,"Labour Party",0.2227,0.294108225674378,0.2446082878506,0.344153842869907
"23","Botany",2017,"Mana",0.0061,0.000593235537415775,5e-04,0.00453788018871809
"24","Botany",2017,"Maori Party",0.0021,0.00377866163368085,0.00125484999224896,0.0145789932307771
"25","Botany",2017,"National Party",0.5965,0.537988976200958,0.481154170150045,0.594955785067963
"26","Botany",2017,"New Zealand First Party",0.0544,0.0699976134540397,0.0310786785144074,0.157954263118905
"27","Botany",2017,"United Future",0.0015,0.00201840522797636,5e-04,0.0135671175472226
"28","Christchurch Central",2017,"ACT",0.0049,0.00238977887521543,0.000636155183137733,0.00873337263080945
"29","Christchurch Central",2017,"Conservative Party",0.0311,0.00122686568802014,5e-04,0.00974696980972545
"30","Christchurch Central",2017,"Green Party",0.1582,0.161153327180168,0.136283025797488,0.178244968105598
"31","Christchurch Central",2017,"Labour Party",0.2625,0.324699279226532,0.280883860818604,0.373347680063228
"32","Christchurch Central",2017,"Mana",0.0103,0.00100169279268565,5e-04,0.00766232228586825
"33","Christchurch Central",2017,"Maori Party",0.0046,0.00605698708788524,0.00274871903064059,0.0156897107821281
"34","Christchurch Central",2017,"National Party",0.4466,0.388088976200958,0.331254170150045,0.445055785067963
"35","Christchurch Central",2017,"New Zealand First Party",0.0719,0.0849922514252396,0.0410764151688583,0.166749255691186
