"","Electorate","Party","2014 Vote","MEPVSim$Pred","median","lowr","upr"
"25","Tamaki Makaurau","National Party",0.0763,0.077342307305856,0.0778827421713302,0.0300635343053587,0.1274187473214
"26","Tamaki Makaurau","New Zealand First Party",0.1412,0.256957172761623,0.147943066276734,0.00371659871028576,0.273950380723247
"27","Tamaki Makaurau","United Future",8e-04,0.0045785514520064,0.00297028064926295,0.000275453686523046,0.0112961928861482
"28","Te Tai Hauauru","ACT",0.0013,0.00117207346003128,0.00376386830357146,0.000421786868345412,0.0186676381699688
"29","Te Tai Hauauru","Conservative Party",0.0057,0.0106934086838089,0.00829397875357925,0.000566493007708659,0.0450266299839913
"30","Te Tai Hauauru","Green Party",0.1193,0.137881473934466,0.126957328733708,0.0707520794638103,0.187478066099869
"31","Te Tai Hauauru","Labour Party",0.4223,0.431376923565302,0.44495073959097,0.356377172746894,0.547056397584822
"32","Te Tai Hauauru","Mana",0.0682,0.0799115496429464,0.0542412886877241,0.0073763408997501,0.10205953415553
"33","Te Tai Hauauru","Maori Party",0.1764,0.127245683782374,0.14768487132372,0.0797939757945399,0.216085247900047
"34","Te Tai Hauauru","National Party",0.0711,0.0745267271384583,0.0737512418927916,0.0271387304745271,0.121172078011973
"35","Te Tai Hauauru","New Zealand First Party",0.1179,0.126847230804011,0.124409585409107,0.00331620106894795,0.242131745318165
"36","Te Tai Hauauru","United Future",7e-04,0.0103449289886015,0.00291980768341198,0.000298845575566989,0.0102177740243358
"37","Te Tai Tokerau","ACT",0.0016,0.0107332006853136,0.00378635251199222,0.000375454518984812,0.0200321839916877
"38","Te Tai Tokerau","Conservative Party",0.0068,0.0157767159497239,0.0099619404388396,0.000608781351453308,0.0489639205119258
"39","Te Tai Tokerau","Green Party",0.1006,0.0935700070541001,0.108961756308439,0.0551497974515954,0.166419952476429
"40","Te Tai Tokerau","Labour Party",0.3547,0.366136836217044,0.375541419265656,0.291217653540241,0.475460046949274
"41","Te Tai Tokerau","Mana",0.1875,0.196383364663683,0.17274003548549,0.105669256501002,0.244707989823308
"42","Te Tai Tokerau","Maori Party",0.1015,0.0800459690891228,0.0737834333638603,0.0163078788427921,0.130029553717571
"43","Te Tai Tokerau","National Party",0.0856,0.0538349577608992,0.0878275625119817,0.0387556223189122,0.140551024213679
"44","Te Tai Tokerau","New Zealand First Party",0.1455,0.170003161984073,0.153200511530588,0.00413320637854991,0.277734228455753
"45","Te Tai Tokerau","United Future",8e-04,0.0135157865960403,0.00297509349582275,0.000296563906440194,0.0111186664714955
"46","Te Tai Tonga","ACT",0.0017,0.00932158420038792,0.0039845496328284,0.000398798073163744,0.0211263478315348
"47","Te Tai Tonga","Conservative Party",0.0074,0.0367890698609443,0.00962271451131442,0.000543687333979932,0.0505956828664729
"48","Te Tai Tonga","Green Party",0.1651,0.204606174103815,0.172381932484486,0.110005093173748,0.244900284491894
"49","Te Tai Tonga","Labour Party",0.3692,0.359435894940861,0.393076547236721,0.307186949950228,0.49133273550996
"50","Te Tai Tonga","Mana",0.0496,0.0101510686240777,0.036495373712056,0.00257940252117664,0.0773269314709176
"51","Te Tai Tonga","Maori Party",0.1125,0.0543485772686916,0.0859757851422985,0.0270870888728348,0.145302748737775
"52","Te Tai Tonga","National Party",0.1445,0.105794717726258,0.146337453877228,0.0845242462187575,0.211932297807673
"53","Te Tai Tonga","New Zealand First Party",0.1289,0.214776933710784,0.136582008918976,0.00334051250415636,0.256943429824289
"54","Te Tai Tonga","United Future",9e-04,0.00477597956418138,0.0030843595448578,0.000330054499757901,0.0122065722700728
"55","Waiariki","ACT",8e-04,0.0158283396587605,0.00338448880615889,0.000332644265273265,0.015070381142728
"56","Waiariki","Conservative Party",0.0035,0.00450005245312873,0.00632102719863126,0.000506235781145754,0.0343819451085079
"57","Waiariki","Green Party",0.0806,0.0466238647577398,0.089119732531019,0.0391857344333031,0.139889738352244
"58","Waiariki","Labour Party",0.3877,0.42953736173266,0.409691614480364,0.32293009551337,0.508432822177989
"59","Waiariki","Mana",0.1139,0.132282370425248,0.0996657805974818,0.0443711851345158,0.158872349778166
"60","Waiariki","Maori Party",0.2201,0.111074966126149,0.191952302412235,0.119300066409208,0.265722661560667
"61","Waiariki","National Party",0.0505,0.0756754520027249,0.0527481806290547,0.0124419026917855,0.0937666857602149
"62","Waiariki","New Zealand First Party",0.1267,0.18432902795781,0.136374658503375,0.00354783676015736,0.255479945349807
"63","Waiariki","United Future",5e-04,0.000148564885779073,0.00276082489455349,0.000250267164379509,0.00811715476708336
