"","Candidate","Party","Year","Electorate","2014 Vote","median","lowr","upr","% Win"
"1","VAN VELDEN, Brooke","ACT",2017,"Auckland Central",0.007048823,0.000922843313471812,0.000127197275301474,0.00455596880169615,0
"2","ROCHE, Denise","Green Party",2017,"Auckland Central",0.0763,0.119178378519097,0.105486817918695,0.133111764611206,0
"3","WHITE, Helen","Labour Party",2017,"Auckland Central",0.436301441,0.313976249968092,0.27338446040399,0.346286350654132,0
"4","KAYE, Nikki","National Party",2017,"Auckland Central",0.458380844,0.524924712999197,0.471408765122085,0.560531929662066,1
"5","CARLEY, Bruce","ACT",2017,"Bay of Plenty",NA,0.000936547613563018,0.000521899321088249,0.00348925476884943,0
"6","WARREN-CLARK, Angie","Labour Party",2017,"Bay of Plenty",0.185374846,0.179783932248792,0.155893362935796,0.222205375813545,0
"7","MULLER, Todd","National Party",2017,"Bay of Plenty",0.606923392,0.580411621668366,0.530827775066814,0.625701858710617,0.9984
"8","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Bay of Plenty",0.069346838,0.101551065854606,0.0227388162576332,0.251721047986028,0.0016
"9","RICKARD, Ben","United Future",2017,"Bay of Plenty",0.003789431,0.000929271505956315,8.51052338646348e-05,0.00997195444080106,0
"10","ZHU, Julie","Green Party",2017,"Botany",NA,0.0441354711466545,0.0310953682232796,0.0684791027505298,0
"11","MAMEDOV, Tofik","Labour Party",2017,"Botany",0.233632193,0.252384234936529,0.220159844739841,0.283509650443948,0
"12","ROSS, Jami-Lee","National Party",2017,"Botany",0.651271893,0.604189562862887,0.555805497174115,0.641007398086838,1
"13","LIGHT, Damian","United Future",2017,"Botany",0.004613492,0.000800143234555991,7.86903131154464e-05,0.0095000942392555,0
"14","GENERIC GREEN PARTY CANDIDATE","Green Party",2017,"Christchurch Central",0.084359797,0.108646149989812,0.0969929247848229,0.120408911295961,0
"15","WEB, Duncan","Labour Party",2017,"Christchurch Central",0.389297174,0.330098934577498,0.288069339538641,0.360316927335371,0
"16","WAGNER, Nicky","National Party",2017,"Christchurch Central",0.462167477,0.525683161740784,0.471230022932289,0.565166705626004,0.9946
"17","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Christchurch Central",0.126792298,0.0587493272690484,0.0128495231747332,0.222491496917762,0.0054
"18","SEVERIN, Toni","ACT",2017,"Christchurch East",0.003622813,0.000296519200370885,6.67614888520116e-05,0.00160691072472773,0
"19","SWEET, Cathy","Green Party",2017,"Christchurch East",0.10132976,0.107017925764138,0.0954299330232288,0.119529722846439,0
"20","WILLIAMS, Poto","Labour Party",2017,"Christchurch East",0.48087826,0.393956223467985,0.344169739088121,0.426068684655785,0.4482
"21","HAYES, Jo","National Party",2017,"Christchurch East",0.352128647,0.397498472953954,0.35064995896817,0.435007356864229,0.5518
"22","GOLDSMITH, Rachael","Green Party",2017,"Clutha-Southland",0.071217223,0.0782055788080965,0.0683460844940019,0.089123492153331,0
"23","CHAPMAN, Cherie","Labour Party",2017,"Clutha-Southland",0.198347107,0.194794308544812,0.169500763681009,0.226918202537685,0
"24","BARCLAY, Todd","National Party",2017,"Clutha-Southland",0.640648913,0.616591582201691,0.57071185475461,0.648459511487428,1
"25","PATTERSON, Mark","New Zealand First Party",2017,"Clutha-Southland",NA,0.0266772543387164,0.00840384560639894,0.0790434596452344,0
"26","SHIRIWASTOW, Vineet","ACT",2017,"Coromandel",0.004278729,0.000330507566136542,7.34148260181023e-05,0.00188851303023085,0
"27","SUMMERFIELD, Scott","Green Party",2017,"Coromandel",0.164221679,0.116890207901507,0.102452108746569,0.134252276834764,0
"28","BLOMFIELD, Nathaniel","Labour Party",2017,"Coromandel",0.113386308,0.163721926641637,0.141859791085189,0.195648792265763,0
"29","SIMPSON, Scott","National Party",2017,"Coromandel",0.587306438,0.63174436404497,0.57514509521553,0.680694961672392,0.9986
"30","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Coromandel",0.082964488,0.0953775669472728,0.0213344125211043,0.253302430082955,0.0014
"31","PURCHAS, Sam","ACT",2017,"Dunedin North",NA,0.00102487127434176,0.000534341931060374,0.00429799660207025,0
"32","BOULD, Niki","Green Party",2017,"Dunedin North",0.173691193,0.163926087075841,0.144796389016081,0.184483936606981,0
