"","Party","2014 Percent","median","lowr","upr"
"1","ACT",0.0069,0.00129504427493269,5.20953691578762e-05,0.00699956320894731
"2","Conservative Party",0.0399,0.00179599807934373,2.00843305173375e-05,0.04061423285467
"3","Green Party",0.107,0.114599742087538,0.0879872132680979,0.144045161519711
"4","Labour Party",0.2513,0.250632829516388,0.195187800695417,0.304927892111333
"5","Mana",0.0142,0.00140345500528722,3.36711794240557e-05,0.0258658513883141
"6","Maori Party",0.0132,0.0124384089923547,0.00508940148240549,0.0271733610791156
"7","National Party",0.4704,0.490546213713061,0.399145318585031,0.5751966697194
"8","New Zealand First Party",0.0866,0.0711950654118201,0.0204099701857998,0.203152569734863
"9","United Future",0.0022,0.00172214850148952,0.000145523683263334,0.0212400981782965
