"","Electoral District","Year","Party","2014 Percent","median","lowr","upr"
"1","Auckland Central",2017,"ACT",0.0117,0.00994946714862912,0.00483187211732565,0.014743915855671
"2","Auckland Central",2017,"Conservative Party",0.0173,5e-04,5e-04,0.000656060937838529
"3","Auckland Central",2017,"Green Party",0.2217,0.226349200467345,0.212482156230383,0.235060785024865
"4","Auckland Central",2017,"Labour Party",0.2167,0.209103198289365,0.192854656858121,0.224857044815495
"5","Auckland Central",2017,"Mana",0.0196,0.00154814343971342,0.000612636282039069,0.00639424069965382
"6","Auckland Central",2017,"Maori Party",0.0056,0.0057964033771821,0.00407318032334645,0.00940274464563854
"7","Auckland Central",2017,"National Party",0.4493,0.431038280672872,0.412366595427933,0.449438305637335
"8","Auckland Central",2017,"New Zealand First Party",0.0518,0.103182872677912,0.0830201692193822,0.125877046491861
"9","Auckland Central",2017,"United Future",0.0019,0.00221291082233401,0.000659352449401818,0.00607937190348221
"10","Bay of Plenty",2017,"ACT",0.0025,0.00212595451893785,0.00103245130712086,0.00657039155469804
"11","Bay of Plenty",2017,"Conservative Party",0.0566,0.000907724877513096,5e-04,0.00214641902206132
"12","Bay of Plenty",2017,"Green Party",0.0723,0.0785018503592049,0.0690804342775686,0.0898819688156935
"13","Bay of Plenty",2017,"Labour Party",0.1307,0.126118080371112,0.116317967934271,0.142104568962238
"14","Bay of Plenty",2017,"Mana",0.0051,5e-04,5e-04,0.00166380752899155
"15","Bay of Plenty",2017,"Maori Party",0.0057,0.00596006284396627,0.00414591568626335,0.0107150084218119
"16","Bay of Plenty",2017,"National Party",0.5766,0.558338280672872,0.539666595427933,0.576793971695717
"17","Bay of Plenty",2017,"New Zealand First Party",0.1394,0.207144201531618,0.183653981742447,0.229906503602052
"18","Bay of Plenty",2017,"United Future",0.0021,0.0025091318463996,0.000728757970391483,0.00755984930625399
"19","Botany",2017,"ACT",0.0241,0.0204942015625608,0.00995283060064514,0.0278738709772792
"20","Botany",2017,"Conservative Party",0.0453,0.000726500652850591,5e-04,0.00171789366960031
"21","Botany",2017,"Green Party",0.0435,0.0495104947956912,0.0415629168889936,0.0606307535854308
"22","Botany",2017,"Labour Party",0.2227,0.214892857679011,0.198194425852809,0.233138691115634
"23","Botany",2017,"Mana",0.0061,5e-04,5e-04,0.00199004429938206
"24","Botany",2017,"Maori Party",0.0021,0.00235060551027118,0.00152744262125492,0.00692638025247714
"25","Botany",2017,"National Party",0.5965,0.578238280672872,0.559566595427933,0.596706962765032
"26","Botany",2017,"New Zealand First Party",0.0544,0.119435699888594,0.0956443893427947,0.144837202886254
"27","Botany",2017,"United Future",0.0015,0.00189296320395429,0.000520541407422488,0.00676869191935128
"28","Christchurch Central",2017,"ACT",0.0049,0.00416687085711818,0.00202360456195689,0.00828028630957321
"29","Christchurch Central",2017,"Conservative Party",0.0311,5e-04,5e-04,0.00117939278420684
"30","Christchurch Central",2017,"Green Party",0.1582,0.163306816713999,0.151155251766409,0.172735212228702
"31","Christchurch Central",2017,"Labour Party",0.2625,0.253297598296993,0.233614893517567,0.27118390776778
"32","Christchurch Central",2017,"Mana",0.0103,0.000813565174951437,5e-04,0.00336023873502216
"33","Christchurch Central",2017,"Maori Party",0.0046,0.00481365040375776,0.00334582669417744,0.00876719057069091
"34","Christchurch Central",2017,"National Party",0.4466,0.428338280672872,0.409666595427933,0.446759850646277
"35","Christchurch Central",2017,"New Zealand First Party",0.0719,0.12777729724688,0.106115677348912,0.152185226393088
"36","Christchurch Central",2017,"United Future",0.0023,0.00263847494631229,0.000798163491381148,0.00681275277093324
"37","Christchurch East",2017,"ACT",0.0033,0.00280625996499796,0.00136283572539954,0.00676835684981897
"38","Christchurch East",2017,"Conservative Party",0.0326,0.000522823869380337,5e-04,0.00123627668055122
"39","Christchurch East",2017,"Green Party",0.1266,0.131853561384774,0.120962420187278,0.14166930010543
"40","Christchurch East",2017,"Labour Party",0.3216,0.310381834114429,0.286387679716653,0.330265353886784
"41","Christchurch East",2017,"Mana",0.0088,0.000695084809667248,5e-04,0.00287088357943641
"42","Christchurch East",2017,"Maori Party",0.004,0.00422032881038398,0.00290941451667603,0.00829700032101276
"43","Christchurch East",2017,"National Party",0.3979,0.379638280672872,0.360966595427933,0.39806878224079
"44","Christchurch East",2017,"New Zealand First Party",0.0945,0.151749737978111,0.129061601782734,0.178228628488856
"45","Christchurch East",2017,"United Future",0.0023,0.00264195732190569,0.000798163491381148,0.00693261417885158
"46","Clutha-Southland",2017,"ACT",0.0036,0.0030613745072705,0.00148672988225404,0.00741415496808517
"47","Clutha-Southland",2017,"Conservative Party",0.0504,0.0008082921170788,5e-04,0.00191129891717121
"48","Clutha-Southland",2017,"Green Party",0.0773,0.0830848731695878,0.0738577810464185,0.093702780475623
"49","Clutha-Southland",2017,"Labour Party",0.1471,0.141943149369477,0.130913336519749,0.157567212791612
"50","Clutha-Southland",2017,"Mana",0.0046,5e-04,5e-04,0.0015006891437963
"51","Clutha-Southland",2017,"Maori Party",0.0033,0.00354203899947008,0.00240026697625773,0.00797695818418593
"52","Clutha-Southland",2017,"National Party",0.6338,0.615538280672872,0.596866595427933,0.633978461820292
"53","Clutha-Southland",2017,"New Zealand First Party",0.0624,0.125388898285422,0.10315841878797,0.147952699549504
"54","Clutha-Southland",2017,"United Future",0.002,0.00238341492996313,0.000694055209896651,0.00706156390505513
"55","Coromandel",2017,"ACT",0.0037,0.00314641268802801,0.00152802793453888,0.00773930531193599
"56","Coromandel",2017,"Conservative Party",0.0528,0.000846782217892077,5e-04,0.00200231315132222
"57","Coromandel",2017,"Green Party",0.0982,0.10433800717011,0.0938270905402108,0.11561940128856
"58","Coromandel",2017,"Labour Party",0.1571,0.151592581685553,0.139812951510895,0.168216980973074
"59","Coromandel",2017,"Mana",0.0068,0.000537110989288328,5e-04,0.00221841003865541
"60","Coromandel",2017,"Maori Party",0.0049,0.005158508394039,0.00356403278292814,0.00986370377596525
"61","Coromandel",2017,"National Party",0.5417,0.523438280672872,0.504766595427933,0.541891231976474
"62","Coromandel",2017,"New Zealand First Party",0.125,0.191962227264468,0.168530861309627,0.215278728288448
"63","Coromandel",2017,"United Future",0.0017,0.0021043847108205,0.000589946928412153,0.00710382011567994
"64","Dunedin North",2017,"ACT",0.0032,0.00272122178424044,0.00132153767311471,0.00680076769540296
"65","Dunedin North",2017,"Conservative Party",0.0273,5e-04,5e-04,0.00103528691346774
"66","Dunedin North",2017,"Green Party",0.2294,0.234834846881196,0.220182156230383,0.244899962708816
"67","Dunedin North",2017,"Labour Party",0.3182,0.307044936297536,0.283185749018247,0.327180347058812
"68","Dunedin North",2017,"Mana",0.0172,0.00135857485525871,0.000537619594442446,0.00561127245071662
"69","Dunedin North",2017,"Maori Party",0.0035,0.00372860904993972,0.00254573770209153,0.00791973147304541
"70","Dunedin North",2017,"National Party",0.3226,0.304338280672872,0.285666595427933,0.322774036795554
"71","Dunedin North",2017,"New Zealand First Party",0.0675,0.126810189086222,0.103585391014106,0.153403776722952
"72","Dunedin North",2017,"United Future",0.0025,0.00285823558802983,0.000867569012370813,0.00728042944256734
"73","Dunedin South",2017,"ACT",0.0033,0.00280625996499796,0.00136283572539954,0.00656827995157935
"74","Dunedin South",2017,"Conservative Party",0.0293,5e-04,5e-04,0.00111113210859358
"75","Dunedin South",2017,"Green Party",0.1229,0.127853191118847,0.117427183578329,0.13718471140294
"76","Dunedin South",2017,"Labour Party",0.3327,0.321481834114429,0.297487679716653,0.340815634878507
"77","Dunedin South",2017,"Mana",0.0082,0.000647692663553572,5e-04,0.00267514151720211
"78","Dunedin South",2017,"Maori Party",0.0025,0.0027082255650656,0.00181838407292252,0.00655023392327222
"79","Dunedin South",2017,"National Party",0.3987,0.380438280672872,0.361766595427933,0.398859171857914
"80","Dunedin South",2017,"New Zealand First Party",0.0911,0.145073995901839,0.123247989803552,0.171112781733456
"81","Dunedin South",2017,"United Future",0.0017,0.00202402150221708,0.000589946928412153,0.00610288656927484
"82","East Coast",2017,"ACT",0.0023,0.00195587815742282,0.000949855202551196,0.00612200170012295
"83","East Coast",2017,"Conservative Party",0.0408,0.000654331713825694,5e-04,0.00154724198056717
"84","East Coast",2017,"Green Party",0.0921,0.0979165591367449,0.087998727482214,0.108479664692118
"85","East Coast",2017,"Labour Party",0.2274,0.219428090867566,0.202377244898647,0.237488792652946
"86","East Coast",2017,"Mana",0.0117,0.000924146849216682,5e-04,0.00381697021356886
"87","East Coast",2017,"Maori Party",0.0095,0.00974016758862254,0.00690985947710558,0.0141627663234574
"88","East Coast",2017,"National Party",0.4862,0.467938280672872,0.449266595427933,0.486378252940708
"89","East Coast",2017,"New Zealand First Party",0.1184,0.181431677124494,0.158862646636181,0.205512953889382
"90","East Coast",2017,"United Future",0.0022,0.00258246509528335,0.000763460730886316,0.00730990969011105
"91","East Coast Bays",2017,"ACT",0.0176,0.0149667198133224,0.00726845720213089,0.0222115729521078
"92","East Coast Bays",2017,"Conservative Party",0.067,0.00107451531437063,5e-04,0.00254081403671569
"93","East Coast Bays",2017,"Green Party",0.0823,0.0895473028314275,0.0786351278152683,0.103005427282583
"94","East Coast Bays",2017,"Labour Party",0.1215,0.117240602640322,0.108130322142417,0.134893057807549
"95","East Coast Bays",2017,"Mana",0.0067,0.000529212298269382,5e-04,0.00218578636161636
"96","East Coast Bays",2017,"Maori Party",0.0038,0.00410351894912492,0.00276394379084223,0.00964743083853936
"97","East Coast Bays",2017,"National Party",0.6338,0.615538280672872,0.596866595427933,0.634048000075151
"98","East Coast Bays",2017,"New Zealand First Party",0.0596,0.138756571303916,0.112184774514928,0.163982398057639
"99","East Coast Bays",2017,"United Future",0.0021,0.00257857088621327,0.000728757970391483,0.0085222791458382
"100","Epsom",2017,"ACT",0.0272,0.0231303851660438,0.011233070221475,0.0299187556353254
"101","Epsom",2017,"Conservative Party",0.0248,5e-04,5e-04,0.000940480419560435
"102","Epsom",2017,"Green Party",0.1252,0.129612190462972,0.119624763092,0.138156672638063
"103","Epsom",2017,"Labour Party",0.1342,0.129495381681739,0.119432833181172,0.142262185555788
"104","Epsom",2017,"Mana",0.0083,0.000655591354572518,5e-04,0.00270776519424116
"105","Epsom",2017,"Maori Party",0.0046,0.00478321805044536,0.00334582669417744,0.00820632616672107
"106","Epsom",2017,"National Party",0.636,0.617738280672872,0.599066595427933,0.636145974791406
"107","Epsom",2017,"New Zealand First Party",0.0348,0.0837585190924284,0.0639965606506896,0.105604524343544
"108","Epsom",2017,"United Future",0.0016,0.00189171512110301,0.000555244167917321,0.00554135786006615
"109","Hamilton East",2017,"ACT",0.0072,0.006122749014541,0.00297345976450809,0.0113331782919683
"110","Hamilton East",2017,"Conservative Party",0.0481,0.000771405770466076,5e-04,0.00182407694277649
"111","Hamilton East",2017,"Green Party",0.1102,0.116528596484931,0.10529272278545,0.128103071847928
"112","Hamilton East",2017,"Labour Party",0.2377,0.229367006153125,0.211543848339527,0.248706194219535
"113","Hamilton East",2017,"Mana",0.01,0.0007898691018946,5e-04,0.00326236770390501
"114","Hamilton East",2017,"Maori Party",0.0064,0.00666508266649895,0.00465506322668165,0.0115005128045717
"115","Hamilton East",2017,"National Party",0.5003,0.482038280672872,0.463366595427933,0.500499637102299
"116","Hamilton East",2017,"New Zealand First Party",0.0714,0.140046411079618,0.115703219535541,0.165589828558269
"117","Hamilton East",2017,"United Future",0.003,0.00341533234988046,0.00104108281484498,0.00856279738748673
"118","Hamilton West",2017,"ACT",0.0048,0.00408183267636067,0.00198230650967206,0.00877681298155716
"119","Hamilton West",2017,"Conservative Party",0.0467,0.000748953211658333,5e-04,0.0017709853061884
"120","Hamilton West",2017,"Green Party",0.0821,0.0881755892073292,0.0784440339445143,0.099213535401354
"121","Hamilton West",2017,"Labour Party",0.2569,0.24789391619999,0.228631109122526,0.267262901325156
"122","Hamilton West",2017,"Mana",0.0072,0.000568705753364112,5e-04,0.00234890474681161
"123","Hamilton West",2017,"Maori Party",0.0056,0.0058473573778057,0.00407318032334645,0.0104671952260646
"124","Hamilton West",2017,"National Party",0.4773,0.459038280672872,0.440366595427933,0.477490414453587
"125","Hamilton West",2017,"New Zealand First Party",0.1082,0.173759478006659,0.150051637984668,0.199113172577349
"126","Hamilton West",2017,"United Future",0.0026,0.00299763299407419,0.000902271772865646,0.00788488549172763
"127","Helensville",2017,"ACT",0.0074,0.00629282537605603,0.00305605586907776,0.0112879587300134
"128","Helensville",2017,"Conservative Party",0.0478,0.000766594507864416,5e-04,0.00181270016350762
"129","Helensville",2017,"Green Party",0.1358,0.141722812048263,0.129752738241962,0.152627271866935
"130","Helensville",2017,"Labour Party",0.1253,0.120907386920431,0.111512175839052,0.136188371853938
"131","Helensville",2017,"Mana",0.0096,0.000758274337818816,5e-04,0.00313187299574881
"132","Helensville",2017,"Maori Party",0.0054,0.00564650376278581,0.00392770959751264,0.0101977333269639
"133","Helensville",2017,"National Party",0.5851,0.566838280672872,0.548166595427933,0.585283657932903
"134","Helensville",2017,"New Zealand First Party",0.0738,0.138720391363014,0.115995264887778,0.161278072025481
"135","Helensville",2017,"United Future",0.0026,0.00298913310026629,0.000902271772865646,0.00780934921353067
"136","Hunua",2017,"ACT",0.0087,0.00739832172590371,0.00359293054878061,0.0124778529216976
"137","Hunua",2017,"Conservative Party",0.0504,0.0008082921170788,5e-04,0.00191129891717121
"138","Hunua",2017,"Green Party",0.0579,0.0637083172992801,0.0553216755832811,0.0744218118854999
"139","Hunua",2017,"Labour Party",0.131,0.126407563340595,0.116584956384005,0.141591048893487
"140","Hunua",2017,"Mana",0.0046,5e-04,5e-04,0.0015006891437963
"141","Hunua",2017,"Maori Party",0.004,0.00424203829296551,0.00290941451667603,0.00868389735064245
"142","Hunua",2017,"National Party",0.6391,0.620838280672872,0.602166595427933,0.6392842384333
"143","Hunua",2017,"New Zealand First Party",0.0958,0.159087377167038,0.136705222080465,0.181473334421643
"144","Hunua",2017,"United Future",0.0023,0.00268410067218195,0.000798163491381148,0.00741032168157245
"145","Hutt South",2017,"ACT",0.0066,0.00561251992999592,0.00272567145079908,0.0101034428253089
"146","Hutt South",2017,"Conservative Party",0.0357,0.000572540249597485,5e-04,0.00135383673299627
