"","Electorate","Party","2014 Vote","MEPVSim$Pred","median","lowr","upr"
"1","Hauraki-Waikato","ACT",0.0021,0.00198445092319087,0.00408660398859802,0.000420819789205212,0.0234824196594186
"2","Hauraki-Waikato","Conservative Party",0.0076,0.00137177830514333,0.01024356121693,0.000612926801811837,0.0501486469322567
"3","Hauraki-Waikato","Green Party",0.0977,0.122097971670293,0.105690174473384,0.0520773272282474,0.16318025398704
"4","Hauraki-Waikato","Labour Party",0.465,0.411678225583859,0.483559929258956,0.394270954833101,0.596585859943829
"5","Hauraki-Waikato","Mana",0.0808,0.101374146767554,0.0673918099353583,0.0177877737199746,0.117290826404225
"6","Hauraki-Waikato","Maori Party",0.1197,0.0841480661469212,0.0923713674926591,0.0314876792248969,0.150176482366027
"7","Hauraki-Waikato","National Party",0.0757,0.082361154660377,0.0775011516997257,0.0301486252885405,0.12777330978674
"8","Hauraki-Waikato","New Zealand First Party",0.1337,0.193668796054644,0.14276486989775,0.00368959868286578,0.264055175689705
"9","Hauraki-Waikato","United Future",7e-04,0.0013154098880173,0.00299234037513989,0.000296637511051576,0.0104975575357876
"10","Ikaroa Rawhiti","ACT",0.0011,0.00387632751944876,0.00364649873965011,0.00038037187206684,0.0173659402895516
"11","Ikaroa Rawhiti","Conservative Party",0.006,0.00303096101431765,0.00837444495503308,0.000656192569673555,0.0447740539421827
"12","Ikaroa Rawhiti","Green Party",0.1043,0.129641848413017,0.112472754028447,0.0581034428341949,0.168382345551161
"13","Ikaroa Rawhiti","Labour Party",0.4809,0.485235839988313,0.500870979946245,0.411122839460496,0.607667888522831
"14","Ikaroa Rawhiti","Mana",0.0987,0.0984868031155853,0.0859093234327849,0.0327381801273367,0.138004934876013
"15","Ikaroa Rawhiti","Maori Party",0.1237,0.117446097880138,0.0958162000848289,0.0363452827418108,0.15652236437605
"16","Ikaroa Rawhiti","National Party",0.0545,0.0547927204372752,0.0568034164296411,0.0161879077938847,0.0981507102029172
"17","Ikaroa Rawhiti","New Zealand First Party",0.1142,0.106264271164485,0.123119755609958,0.00338352054273342,0.241982469740705
"18","Ikaroa Rawhiti","United Future",3e-04,0.00122513046742071,0.00246512379126236,0.000224803882681574,0.00573625371097124
"19","Tamaki Makaurau","ACT",0.0019,0.0155312260748183,0.00404163790435861,0.000407273917784823,0.0227214927340355
"20","Tamaki Makaurau","Conservative Party",0.0062,0.00334010559017845,0.00888713960520063,0.000579008226513498,0.0462395551710267
"21","Tamaki Makaurau","Green Party",0.1181,0.164529696223843,0.12507624176627,0.0706202907908482,0.183129820743915
"22","Tamaki Makaurau","Labour Party",0.4084,0.485659486386064,0.428490627165396,0.341068097018626,0.535141034450275
"23","Tamaki Makaurau","Mana",0.1082,0.0663025352048484,0.0932899581266153,0.0382023700580951,0.150849866071291
"24","Tamaki Makaurau","Maori Party",0.1284,0.117615522729953,0.0998371305620707,0.041168958707797,0.160664730061072
"25","Tamaki Makaurau","National Party",0.0763,0.132302269339534,0.0783024381445592,0.0310523416465581,0.127951053163184
"26","Tamaki Makaurau","New Zealand First Party",0.1412,0.0141172041831821,0.145683021349173,0.00386432599682342,0.270229693689259
"27","Tamaki Makaurau","United Future",8e-04,0.0006019542675791,0.00292196440284263,0.000286309163064077,0.0106850681233077
"28","Te Tai Hauauru","ACT",0.0013,0.00323348173256255,0.00381503406939702,0.000365667319510353,0.0189760359503104
"29","Te Tai Hauauru","Conservative Party",0.0057,0.00121483324734942,0.00747468583375532,0.00061281626769207,0.0447094694460074
"30","Te Tai Hauauru","Green Party",0.1193,0.124145352883119,0.127133339888848,0.0719792459900159,0.186584102958846
"31","Te Tai Hauauru","Labour Party",0.4223,0.467930610058275,0.443986186718503,0.357439220393826,0.546488686369092
"32","Te Tai Hauauru","Mana",0.0682,0.0660716738482721,0.0540596705965623,0.0067465848036297,0.102623433020132
"33","Te Tai Hauauru","Maori Party",0.1764,0.0838405702631675,0.148215706119909,0.0786176525340033,0.215852194514416
"34","Te Tai Hauauru","National Party",0.0711,0.118403749689054,0.0730624070830686,0.0277777526486856,0.12166701847909
"35","Te Tai Hauauru","New Zealand First Party",0.1179,0.128506228052677,0.127280264275137,0.00319008610402043,0.246656756413983
"36","Te Tai Hauauru","United Future",7e-04,0.00665350022552338,0.00290668192455939,0.000275004606053663,0.00983099315660957
"37","Te Tai Tokerau","ACT",0.0016,0.00593627808319333,0.00400107616673382,0.000357589138932632,0.0209254887197
"38","Te Tai Tokerau","Conservative Party",0.0068,0.00128930938111329,0.00953570590767737,0.000582471696876071,0.0480430325415802
"39","Te Tai Tokerau","Green Party",0.1006,0.0474463710461485,0.109551219860916,0.0542577716539421,0.16570803506615
