"","Electorate","Party","2014 Vote","MEPVSim$Pred","median","lowr","upr"
"1","Hauraki-Waikato","ACT",0.0021,0.00404293287743678,0.00407923481935761,0.000474143648026933,0.0237227209417455
"2","Hauraki-Waikato","Conservative Party",0.0076,0.0315975331973292,0.0106030625672481,0.000667125125036442,0.0498762754354802
"3","Hauraki-Waikato","Green Party",0.0977,0.0644274613493862,0.105811395412773,0.052156346435213,0.160600804387647
"4","Hauraki-Waikato","Labour Party",0.465,0.504744551990934,0.485703973166166,0.393058925850462,0.597138270316928
"5","Hauraki-Waikato","Mana",0.0808,0.0710993172371481,0.0666501109873187,0.0163892637258475,0.117127218730283
"6","Hauraki-Waikato","Maori Party",0.1197,0.0459053431714476,0.0912407575266076,0.0324837053480436,0.150837767924244
"7","Hauraki-Waikato","National Party",0.0757,0.0419972149538928,0.0781133608338987,0.0309335956225078,0.127247145466916
"8","Hauraki-Waikato","New Zealand First Party",0.1337,0.233741350343123,0.14265829283793,0.00407583209280211,0.266403530266172
"9","Hauraki-Waikato","United Future",7e-04,0.00244429487930208,0.0029188397575478,0.000256281662089371,0.0105854179652131
"10","Ikaroa Rawhiti","ACT",0.0011,0.00110620105206844,0.00357264703859712,0.000358241480594027,0.0166495369097859
"11","Ikaroa Rawhiti","Conservative Party",0.006,0.00460240628554024,0.00806054901978418,0.000568636468216541,0.0455000042354258
"12","Ikaroa Rawhiti","Green Party",0.1043,0.196619535524668,0.112493893793764,0.0584153013841667,0.168753112550901
"13","Ikaroa Rawhiti","Labour Party",0.4809,0.471935983859052,0.501280792141293,0.411841131942759,0.608579909502246
"14","Ikaroa Rawhiti","Mana",0.0987,0.0897796790035523,0.0853947400411743,0.0291145269167758,0.138184427540283
"15","Ikaroa Rawhiti","Maori Party",0.1237,0.0997419778022011,0.0975145854641895,0.0377189797491563,0.154467698345392
"16","Ikaroa Rawhiti","National Party",0.0545,0.0716834365901573,0.0567269589366999,0.0156578865631309,0.0989186410360148
"17","Ikaroa Rawhiti","New Zealand First Party",0.1142,0.0622101050715498,0.121420289587,0.00298885574569441,0.239412917354662
"18","Ikaroa Rawhiti","United Future",3e-04,0.00232067481121084,0.00251987103333563,0.000235582511051356,0.00580708517495655
"19","Tamaki Makaurau","ACT",0.0019,0.00877454601241901,0.00398749616413334,0.000405909923256488,0.0223444222684253
"20","Tamaki Makaurau","Conservative Party",0.0062,0.0259077377934504,0.00916742779575411,0.000559576577241218,0.0461789765476441
"21","Tamaki Makaurau","Green Party",0.1181,0.101130365024709,0.124147995164502,0.0683111774996335,0.184589929571058
"22","Tamaki Makaurau","Labour Party",0.4084,0.471892836251876,0.426417359676308,0.340213165569195,0.528742313695367
"23","Tamaki Makaurau","Mana",0.1082,0.0306894866845783,0.093673063615522,0.0378543111128642,0.152347242473706
"24","Tamaki Makaurau","Maori Party",0.1284,0.0478562386270787,0.100249828532869,0.0394727909830824,0.164532173553565
"25","Tamaki Makaurau","National Party",0.0763,0.137290494632568,0.0780283091560659,0.0309998899390955,0.126870336242041
"26","Tamaki Makaurau","New Zealand First Party",0.1412,0.171454961399108,0.149684057010254,0.00454983041190367,0.272151816923446
"27","Tamaki Makaurau","United Future",8e-04,0.00500333357421239,0.00290512789840734,0.000309468170074818,0.0111917217035187
"28","Te Tai Hauauru","ACT",0.0013,0.00180791970235378,0.00376376620581424,0.000340044941223251,0.0185671334925525
"29","Te Tai Hauauru","Conservative Party",0.0057,0.00209828775255694,0.00860472851111285,0.000549650835437845,0.0447581786354206
"30","Te Tai Hauauru","Green Party",0.1193,0.125757714597788,0.126665514809849,0.0695028142002848,0.186883971093463
"31","Te Tai Hauauru","Labour Party",0.4223,0.390543155466725,0.443429157289657,0.352515874791894,0.542028159155169
"32","Te Tai Hauauru","Mana",0.0682,0.0638905359868798,0.0547964686718808,0.00847801461873101,0.100269546607633
"33","Te Tai Hauauru","Maori Party",0.1764,0.0928592495112102,0.148839770867297,0.0815642547887962,0.21605238143579
"34","Te Tai Hauauru","National Party",0.0711,0.0914400723113102,0.0737931278191613,0.0267469307034177,0.120501923215111
"35","Te Tai Hauauru","New Zealand First Party",0.1179,0.227976838199833,0.126206153591351,0.00349022950942448,0.247192538195412
"36","Te Tai Hauauru","United Future",7e-04,0.00362622647134255,0.00293997250983275,0.000292340756641642,0.0108363928978435
"37","Te Tai Tokerau","ACT",0.0016,0.0046746842193241,0.00404365123875245,0.000352584654366964,0.0206142567212397
"38","Te Tai Tokerau","Conservative Party",0.0068,0.0220227900568425,0.0101298197553878,0.000610468789305599,0.047550913812879
"39","Te Tai Tokerau","Green Party",0.1006,0.113262443854781,0.109165683945721,0.0562409101651857,0.166906179579263
"40","Te Tai Tokerau","Labour Party",0.3547,0.375873143474084,0.3769537785985,0.292094840008468,0.477076179136097
"41","Te Tai Tokerau","Mana",0.1875,0.1746732840037,0.172414560606922,0.104045825947216,0.24629165998159
"42","Te Tai Tokerau","Maori Party",0.1015,0.0713264397985056,0.0747029168290607,0.0164001577623268,0.130855323694633
"43","Te Tai Tokerau","National Party",0.0856,0.0680070908453596,0.0882965053401092,0.037438432851556,0.141873411205249
"44","Te Tai Tokerau","New Zealand First Party",0.1455,0.165604601743347,0.15140795381383,0.00464398805156846,0.273327163835322
"45","Te Tai Tokerau","United Future",8e-04,0.00455552200405542,0.00293525284514271,0.000314231900711673,0.0112008156334819
"46","Te Tai Tonga","ACT",0.0017,0.000353057221133857,0.00395230206104766,0.00040227439410668,0.0209919655942397
"47","Te Tai Tonga","Conservative Party",0.0074,0.0381233923927999,0.00964454469064642,0.000553449277214914,0.052035712527672
"48","Te Tai Tonga","Green Party",0.1651,0.184084321019858,0.173100941067344,0.110294307082761,0.242516551271081
"49","Te Tai Tonga","Labour Party",0.3692,0.480149479752951,0.391807272568775,0.30537592802204,0.493745801006586
"50","Te Tai Tonga","Mana",0.0496,0.00328151475949635,0.0361579559954719,0.00272944942780672,0.07728483021725
"51","Te Tai Tonga","Maori Party",0.1125,0.00245726363121359,0.085744719237426,0.026425629489134,0.142164344810971
"52","Te Tai Tonga","National Party",0.1445,0.163069030244434,0.146002589397001,0.0841435147159371,0.212215204479363
"53","Te Tai Tonga","New Zealand First Party",0.1289,0.1264223091225,0.136831936856779,0.00356640424099884,0.259573912230627
"54","Te Tai Tonga","United Future",9e-04,0.0020596318556136,0.00305985542686117,0.000310718214357709,0.0119037351170267
"55","Waiariki","ACT",8e-04,0.000490701847092731,0.00342168750804507,0.000313383086831177,0.0146000883714788
"56","Waiariki","Conservative Party",0.0035,0.0022071861409056,0.00597777684843139,0.000536680492184141,0.0344622011819858
"57","Waiariki","Green Party",0.0806,0.125221675106538,0.0891268046517215,0.0416324474242014,0.13957758948472
"58","Waiariki","Labour Party",0.3877,0.380492390582938,0.407680411767343,0.320678183165037,0.50638042695863
"59","Waiariki","Mana",0.1139,0.116351112516863,0.0991082571858058,0.0438100118556019,0.157700995162846
"60","Waiariki","Maori Party",0.2201,0.187390674018561,0.191543442810575,0.118251698706987,0.266202957115525
"61","Waiariki","National Party",0.0505,0.0404603598273617,0.0528941771289972,0.0116519973117004,0.0939670395999106
"62","Waiariki","New Zealand First Party",0.1267,0.145512595920081,0.138271200247067,0.00393968541138363,0.255928369858376
"63","Waiariki","United Future",5e-04,0.00187330403965734,0.00271502534334743,0.000257326890351907,0.00836776504924892
