"","Candidate","Party","Year","Electorate","2014 Vote","median","lowr","upr","% Win"
"1","VAN VELDEN, Brooke","ACT",2017,"Auckland Central",0.007048823,0.00187950387931263,0.000449310183133304,0.00515373305087435,0
"2","ROCHE, Denise","Green Party",2017,"Auckland Central",0.0763,0.116939422275595,0.105747909320448,0.12976640295787,0
"3","WHITE, Helen","Labour Party",2017,"Auckland Central",0.436301441,0.347239318960581,0.323695498940641,0.370858724810654,0
"4","KAYE, Nikki","National Party",2017,"Auckland Central",0.458380844,0.490506446913371,0.460618655584053,0.518297033489148,1
"5","CARLEY, Bruce","ACT",2017,"Bay of Plenty",NA,0.00144795528647992,0.000613726684128236,0.00405454554313301,0
"6","WARREN-CLARK, Angie","Labour Party",2017,"Bay of Plenty",0.185374846,0.215381528961003,0.189696775138744,0.239670336252139,0
"7","MULLER, Todd","National Party",2017,"Bay of Plenty",0.606923392,0.547746371664596,0.521662350781702,0.573804399123581,0.9998
"8","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Bay of Plenty",0.069346838,0.166574668646843,0.0900896961187924,0.261327362311921,2e-04
"9","RICKARD, Ben","United Future",2017,"Bay of Plenty",0.003789431,0.00053559248483093,6.49597293287881e-05,0.00352353952640872,0
"10","ZHU, Julie","Green Party",2017,"Botany",NA,0.0378317249506613,0.031400981527682,0.0496748196466483,0
"11","MAMEDOV, Tofik","Labour Party",2017,"Botany",0.233632193,0.283035804533695,0.261829548895888,0.302981237416223,0
"12","ROSS, Jami-Lee","National Party",2017,"Botany",0.651271893,0.57227916771002,0.5460077491672,0.598057302627681,1
"13","LIGHT, Damian","United Future",2017,"Botany",0.004613492,0.000461785471263061,5.94195698033593e-05,0.00328568860130571,0
"14","GENERIC GREEN PARTY CANDIDATE","Green Party",2017,"Christchurch Central",0.084359797,0.106089782917387,0.0968551290237498,0.115284351954171,0
"15","WEB, Duncan","Labour Party",2017,"Christchurch Central",0.389297174,0.360199338759849,0.339072586162585,0.381753572759886,0
"16","WAGNER, Nicky","National Party",2017,"Christchurch Central",0.462167477,0.490346671732513,0.460362677796059,0.518586046657789,0.9998
"17","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Christchurch Central",0.126792298,0.11017587075366,0.0507213421465708,0.215618295023975,2e-04
"18","SEVERIN, Toni","ACT",2017,"Christchurch East",0.003622813,0.000485463426365629,0.000108578504777156,0.0018613078766345,0
"19","SWEET, Cathy","Green Party",2017,"Christchurch East",0.10132976,0.103845636528856,0.0952214900876921,0.112073807177067,0
"20","WILLIAMS, Poto","Labour Party",2017,"Christchurch East",0.48087826,0.42326341880487,0.402471540653717,0.445274984926619,0.9964
"21","HAYES, Jo","National Party",2017,"Christchurch East",0.352128647,0.367171470898084,0.34150642854412,0.391226189353909,0.0036
"22","GOLDSMITH, Rachael","Green Party",2017,"Clutha-Southland",0.071217223,0.0751189061390356,0.0677561658736485,0.0824182783926391,0
"23","CHAPMAN, Cherie","Labour Party",2017,"Clutha-Southland",0.198347107,0.227195779161863,0.204149439987398,0.24851306299426,0
"24","BARCLAY, Todd","National Party",2017,"Clutha-Southland",0.640648913,0.587117912925446,0.562280386901503,0.612883508409068,1
"25","PATTERSON, Mark","New Zealand First Party",2017,"Clutha-Southland",NA,0.0450568950694083,0.0232373211476096,0.0822797069345956,0
"26","SHIRIWASTOW, Vineet","ACT",2017,"Coromandel",0.004278729,0.000562417818483563,0.000124309241481257,0.00208196611141198,0
"27","SUMMERFIELD, Scott","Green Party",2017,"Coromandel",0.164221679,0.112556680435834,0.102218928494157,0.122557936682218,0
"28","BLOMFIELD, Nathaniel","Labour Party",2017,"Coromandel",0.113386308,0.190774349256269,0.171171820855597,0.209819951605866,0
"29","SIMPSON, Scott","National Party",2017,"Coromandel",0.587306438,0.59421346880554,0.564828683348695,0.622749873238791,0.9998
"30","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Coromandel",0.082964488,0.160251184528082,0.0842636921688032,0.261544258440234,2e-04
"31","PURCHAS, Sam","ACT",2017,"Dunedin North",NA,0.00178959521505747,0.00067175437268765,0.00482055724073198,0
"32","BOULD, Niki","Green Party",2017,"Dunedin North",0.173691193,0.160943937588333,0.144638211983055,0.17863593732308,0
"33","CLARK, David","Labour Party",2017,"Dunedin North",0.473925911,0.476642453624602,0.452845689625256,0.501010568802694,1
"34","WOODHOUSE, Michael","National Party",2017,"Dunedin North",0.30207164,0.309028975858492,0.280671675189545,0.334453225386041,0
"35","VOIGHT, Warren","New Zealand First Party",2017,"Dunedin North",NA,0.046369536984827,0.0246753954639201,0.0851110076040572,0
"36","DOUGHTY, Dan","ACT",2017,"Dunedin South",0.003875574,0.000487174788923854,9.91812376403841e-05,0.00178792806121891,0
"37","GALLAGHER, Shane","Green Party",2017,"Dunedin South",0.075879653,0.0923172450757044,0.0844664760512995,0.0993934025449287,0
"38","CURRAN, Clare","Labour Party",2017,"Dunedin South",0.490668027,0.488946777620832,0.467314690780134,0.512899965257278,1
"39","GREGORY, Matt","National Party",2017,"Dunedin South",0.38663947,0.380376316925549,0.353980705298612,0.404953373714742,0
"40","RUSHTON, Kerry","New Zealand First Party",2017,"Dunedin South",NA,0.0550097254009734,0.0317725578939384,0.0906262064924789,0
"41","HUGHES, Gareth","Green Party",2017,"East Coast",0.07762604,0.083179128370256,0.0752882733277321,0.0904066137983736,0
"42","ALLAN, Kiri","Labour Party",2017,"East Coast",0.293870007,0.308786033521797,0.286835399682634,0.330849532339153,0
"43","TOLLEY, Anne","National Party",2017,"East Coast",0.523873088,0.537668093774064,0.507763127880181,0.566427857506042,1
"44","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"East Coast",0.028818737,0.100672104652275,0.0530131131467371,0.165783470168349,0
"45","TURNER, Judy","United Future",2017,"East Coast",NA,0.000841844976918707,0.000373940052752252,0.00434968596558562,0
"46","BERRY, Stephen","ACT",2017,"East Coast Bays",0.01690896,0.00374761523011008,0.000920530833680349,0.0098210694141626,0
"47","MAYNE, Nicholas","Green Party",2017,"East Coast Bays",0.099446381,0.0873043877190771,0.0789566190144257,0.0965974238501537,0
"48","CHEN, Naisi","Labour Party",2017,"East Coast Bays",0.12148862,0.184275583105634,0.159021856409348,0.205199633684205,0
"49","STANFORD, Erica","National Party",2017,"East Coast Bays",0.619233135,0.579990373938873,0.554668677009446,0.606226098396158,1
"50","SEYMOUR, David","ACT",2017,"Epsom",0.43413235,0.27572837776556,0.12527372185805,0.436125146208613,0.8902
"51","COATES, Barry","Green Party",2017,"Epsom",0.082155296,0.0810339103038289,0.07113071078127,0.0924398486596948,6e-04
"52","DAVID, Parker","Labour Party",2017,"Epsom",0.094345421,0.098099517853169,0.0816448775275784,0.124073720919083,0.0162
"53","GOLDSMITH, Paul","National Party",2017,"Epsom",0.318582258,0.0477780884785739,0.00396402764098054,0.341029050888469,0.0926
"54","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Epsom",0.021714404,0.0439496846335867,0.0269258416794667,0.0699228265439288,4e-04
"55","McDOWALL, James","ACT",2017,"Hamilton East",0.004133512,0.000988594247439775,0.000225130615648041,0.00317433993032426,0
"56","TAYLOR, Sam","Green Party",2017,"Hamilton East",0.071923117,0.0867183260551473,0.0793464728633451,0.0939807791358241,0
"57","STRANGE, Jamie","Labour Party",2017,"Hamilton East",0.271985119,0.307526429581355,0.285566450515236,0.328222435452127,0
"58","BENNETT, David","National Party",2017,"Hamilton East",0.573628191,0.564243552568083,0.534230917703641,0.594087523895096,0.9992
"59","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Hamilton East",0.233549959,0.146082092151502,0.0628362455718113,0.286137421709091,8e-04
"60","WRIGLEY, Jo","Green Party",2017,"Hamilton West",NA,0.0654070531172711,0.0551570854617804,0.0770341605137645,0
"61","GAURAV, Sharma","Labour Party",2017,"Hamilton West",0.354278628,0.348047383998814,0.325303078622732,0.370774530046436,0
"62","MACINDOE, Tim","National Party",2017,"Hamilton West",0.531004547,0.535200869736737,0.50442671530797,0.56394459836611,1
"63","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Hamilton West",0.02618708,0.09046142139522,0.0465375488340365,0.154340156217827,0
"64","TODD, Quentin","United Future",2017,"Hamilton West",0.002170094,0.000473898030038123,5.35675957195571e-05,0.00309830311828383,0
"65","EVANS, Alex","ACT",2017,"Helensville",0.008691207,0.00132414867389791,0.000295058210034904,0.00402953227343666,0
"66","HOLT, Hayley","Green Party",2017,"Helensville",0.12791411,0.116830384930854,0.106448895656023,0.126500754908032,0
"67","TAOGAGA, Kurt","Labour Party",2017,"Helensville",0.127709611,0.184430178801207,0.162760683153611,0.204369074660796,0
"68","PENK, Chris","National Party",2017,"Helensville",0.655623722,0.568232879304234,0.54103960514026,0.594441867431296,1
"69","PETERSON, Helen","New Zealand First Party",2017,"Helensville",NA,0.0510133853299792,0.0266384582394134,0.0910203500347032,0
"70","SMITH, Anthony","ACT",2017,"Hunua",0.012146166,0.00174577363388385,0.000386241763826073,0.00525620809488938,0
"71","KAUR, Baljit","Labour Party",2017,"Hunua",0.17858981,0.210933803666107,0.186881302790375,0.23307678284985,0
"72","BAYLY, Andrew","National Party",2017,"Hunua",0.675553268,0.601284110865107,0.575712461960407,0.627862827247011,1
"73","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Hunua",0.052282242,0.105651825211527,0.0516735162065657,0.1841420492692,0
"74","PARKINS, Andy","ACT",2017,"Hutt South",0.004687182,0.000973703048822318,0.000217495909091988,0.00303975393571831,0
"75","RUTHVEN, Susanne","Green Party",2017,"Hutt South",0.083452211,0.0970649020707721,0.0887792641744571,0.104530673546704,0
"76","ANDERSEN, Ginny","Labour Party",2017,"Hutt South",0.438047687,0.386929790328703,0.364996521630241,0.409176360820534,0.0708
