"","Candidate","Party","Year","Electorate","2014 Vote","median","lowr","upr","% Win"
"1","VAN VELDEN, Brooke","ACT",2017,"Auckland Central",0.007048823,0.001726337105149,0.000362135788560451,0.00505601927741889,0
"2","ROCHE, Denise","Green Party",2017,"Auckland Central",0.0763,0.118414015185511,0.106820711665595,0.131577360753885,0
"3","WHITE, Helen","Labour Party",2017,"Auckland Central",0.436301441,0.350346704679934,0.324246262965998,0.377280732161926,0
"4","KAYE, Nikki","National Party",2017,"Auckland Central",0.458380844,0.47971101105552,0.444050258131948,0.513326534948468,1
"5","CARLEY, Bruce","ACT",2017,"Bay of Plenty",NA,0.0013417334997732,0.000582012856711972,0.00417852680172472,0
"6","WARREN-CLARK, Angie","Labour Party",2017,"Bay of Plenty",0.185374846,0.219168547822218,0.189883463812336,0.247592288333873,0
"7","MULLER, Todd","National Party",2017,"Bay of Plenty",0.606923392,0.538581570792453,0.507974646998424,0.568026949930579,0.9996
"8","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Bay of Plenty",0.069346838,0.161569171540754,0.0790401493379196,0.272101432905,4e-04
"9","RICKARD, Ben","United Future",2017,"Bay of Plenty",0.003789431,0.000452489601092158,5.56850480470505e-05,0.00332078375706406,0
"10","ZHU, Julie","Green Party",2017,"Botany",NA,0.0407974255863046,0.0330785455553194,0.0556623159317526,0
"11","MAMEDOV, Tofik","Labour Party",2017,"Botany",0.233632193,0.286868728540274,0.262221869335041,0.309870845171602,0
"12","ROSS, Jami-Lee","National Party",2017,"Botany",0.651271893,0.562817449858477,0.532287347993785,0.592720898073341,1
"13","LIGHT, Damian","United Future",2017,"Botany",0.004613492,0.000423532102477289,5.80867635617342e-05,0.0030677560502227,0
"14","GENERIC GREEN PARTY CANDIDATE","Green Party",2017,"Christchurch Central",0.084359797,0.107573666885125,0.0988131879257343,0.1175853054383,0
"15","WEB, Duncan","Labour Party",2017,"Christchurch Central",0.389297174,0.363340841915871,0.338950852728847,0.38823726365477,0
"16","WAGNER, Nicky","National Party",2017,"Christchurch Central",0.462167477,0.479094514673591,0.443591874675478,0.513556741873028,0.9988
"17","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Christchurch Central",0.126792298,0.104336789962319,0.0453234270369645,0.220860817902827,0.0012
"18","SEVERIN, Toni","ACT",2017,"Christchurch East",0.003622813,0.000434234181406086,9.50461552077957e-05,0.00180757493325243,0
"19","SWEET, Cathy","Green Party",2017,"Christchurch East",0.10132976,0.105546714035554,0.0972529572309475,0.114446550126705,0
"20","WILLIAMS, Poto","Labour Party",2017,"Christchurch East",0.48087826,0.426799720040365,0.403058718033122,0.452126074633523,0.9972
"21","HAYES, Jo","National Party",2017,"Christchurch East",0.352128647,0.358000283299558,0.326772893612635,0.386874670588928,0.0028
"22","GOLDSMITH, Rachael","Green Party",2017,"Clutha-Southland",0.071217223,0.0768496893399739,0.0693306927099883,0.0848258205475015,0
"23","CHAPMAN, Cherie","Labour Party",2017,"Clutha-Southland",0.198347107,0.231254157180516,0.204433134033718,0.255099961743961,0
"24","BARCLAY, Todd","National Party",2017,"Clutha-Southland",0.640648913,0.578280076426596,0.548955271508244,0.607413097142173,1
"25","PATTERSON, Mark","New Zealand First Party",2017,"Clutha-Southland",NA,0.043935020315705,0.0210539928617729,0.0845692435154027,0
"26","SHIRIWASTOW, Vineet","ACT",2017,"Coromandel",0.004278729,0.00050554548645159,0.000105843851666298,0.0019968284352256,0
"27","SUMMERFIELD, Scott","Green Party",2017,"Coromandel",0.164221679,0.114844648232221,0.104761712624943,0.125884608819988,0
"28","BLOMFIELD, Nathaniel","Labour Party",2017,"Coromandel",0.113386308,0.193557910399742,0.171351508927234,0.216179831539676,0
"29","SIMPSON, Scott","National Party",2017,"Coromandel",0.587306438,0.583166940432267,0.548862483229709,0.616719065802579,0.9998
"30","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Coromandel",0.082964488,0.154850717476312,0.0744008311339775,0.268234741853531,2e-04
"31","PURCHAS, Sam","ACT",2017,"Dunedin North",NA,0.00162358893895693,0.000637960820491163,0.00480469901264324,0
"32","BOULD, Niki","Green Party",2017,"Dunedin North",0.173691193,0.16311900102879,0.146556392526373,0.181226787057252,0
"33","CLARK, David","Labour Party",2017,"Dunedin North",0.473925911,0.479628505648233,0.453072286172643,0.507741071229318,1
"34","WOODHOUSE, Michael","National Party",2017,"Dunedin North",0.30207164,0.298856446324792,0.26505466047497,0.329524928733341,0
"35","VOIGHT, Warren","New Zealand First Party",2017,"Dunedin North",NA,0.0447945690956499,0.0224080472645728,0.0855949267655006,0
"36","DOUGHTY, Dan","ACT",2017,"Dunedin South",0.003875574,0.000452597462763465,9.81796968061544e-05,0.0018062241444697,0
"37","GALLAGHER, Shane","Green Party",2017,"Dunedin South",0.075879653,0.0936476291794231,0.0861017383082565,0.101557524350269,0
"38","CURRAN, Clare","Labour Party",2017,"Dunedin South",0.490668027,0.493487772131384,0.467738475181705,0.521407736418235,1
"39","GREGORY, Matt","National Party",2017,"Dunedin South",0.38663947,0.371002847473046,0.339102854062337,0.400568406836236,0
"40","RUSHTON, Kerry","New Zealand First Party",2017,"Dunedin South",NA,0.0541187963007356,0.0292755396579749,0.0937439903304922,0
"41","HUGHES, Gareth","Green Party",2017,"East Coast",0.07762604,0.0847935675018991,0.0774724824185428,0.0928860724978264,0
