"","Party","2014 Percent","median","lowr","upr"
"1","ACT",0.0069,0.00258348665659997,0.000669658370020863,0.00766504895675477
"2","Conservative Party",0.0399,0.00134161201784355,0.000107943424963462,0.0103921485945062
"3","Green Party",0.107,0.110420290857048,0.0941774908089234,0.127089110173662
"4","Labour Party",0.2513,0.309309642771261,0.26754160522173,0.353994175975343
"5","Mana",0.0142,0.00380114077328877,0.000429391160831911,0.025656167779364
"6","Maori Party",0.0132,0.0145759012317893,0.00810206265958996,0.0238955467077264
"7","National Party",0.4704,0.411935849953794,0.359471807099938,0.466042153849356
"8","New Zealand First Party",0.0866,0.1130863390129,0.0577807341677193,0.201552197736788
"9","United Future",0.0022,0.000654773321918174,6.06434769310016e-05,0.00489905355225235
