"","Party","2014 Percent","median","lowr","upr"
"1","ACT",0.0069,0.00212069700407021,0.000433968827692083,0.00816452458181827
"2","Conservative Party",0.0399,0.00200060191172737,7.76662235106667e-05,0.0235246339846164
"3","Green Party",0.107,0.114755830528155,0.0950941811158003,0.136404718244122
"4","Labour Party",0.2513,0.288765220678375,0.242788115865167,0.337658736387595
"5","Mana",0.0142,0.00243429606363442,0.000130951681513567,0.0249545932239132
"6","Maori Party",0.0132,0.015368180789152,0.00795938231697456,0.0296250463168238
"7","National Party",0.4704,0.444182093480702,0.383604366335044,0.50397915377891
"8","New Zealand First Party",0.0866,0.0754198430276841,0.0315903770832602,0.161609970612603
"9","United Future",0.0022,0.00597658189395433,0.000815155887778472,0.0447858201087079
