"","Electorate","Party","2014 Vote","MEPVSim$Pred","median","lowr","upr"
"1","Hauraki-Waikato","ACT",0.0021,0.00434555303568627,0.00404405261639749,0.000411573700642244,0.0237184833312996
"2","Hauraki-Waikato","Conservative Party",0.0076,0.0424425518849764,0.0102676019879564,0.000595597067121066,0.0514924464286062
"3","Hauraki-Waikato","Green Party",0.0977,0.140632438367585,0.105083249430352,0.0526994731561363,0.16131368566716
"4","Hauraki-Waikato","Labour Party",0.465,0.42188181067472,0.487847626315791,0.392445585489696,0.599310824625488
"5","Hauraki-Waikato","Mana",0.0808,0.0213769364426045,0.067179094722969,0.0170733303402251,0.116539813057716
"6","Hauraki-Waikato","Maori Party",0.1197,0.105268493109744,0.0926908441368878,0.0335432892979513,0.15018232296481
"7","Hauraki-Waikato","National Party",0.0757,0.0954986832948107,0.077356534914279,0.0296609747196376,0.12658055976485
"8","Hauraki-Waikato","New Zealand First Party",0.1337,0.168380714649394,0.142371132034645,0.00411234958334437,0.263526247645355
"9","Hauraki-Waikato","United Future",7e-04,0.00017281854047853,0.00285067095839587,0.000285886717447014,0.0100295742986979
"10","Ikaroa Rawhiti","ACT",0.0011,0.00169542389151295,0.00370354758083367,0.000395821213030092,0.0170235024500703
"11","Ikaroa Rawhiti","Conservative Party",0.006,0.0153544918352955,0.00864120647388879,0.000581498243171767,0.0448250398311045
"12","Ikaroa Rawhiti","Green Party",0.1043,0.133314188107047,0.112637935011233,0.0579305298679359,0.16772850391502
"13","Ikaroa Rawhiti","Labour Party",0.4809,0.489157896174541,0.502010232662219,0.409042759317129,0.606991149880809
"14","Ikaroa Rawhiti","Mana",0.0987,0.090089695159017,0.084252915919465,0.0303137602115126,0.139267048764512
"15","Ikaroa Rawhiti","Maori Party",0.1237,0.113451694437469,0.0969770116661055,0.0353711999062871,0.156015072357673
"16","Ikaroa Rawhiti","National Party",0.0545,0.058402942368467,0.0568693154254884,0.0146281905952497,0.099530791729511
"17","Ikaroa Rawhiti","New Zealand First Party",0.1142,0.094598496753957,0.122830925674886,0.00324496875282647,0.241183384210619
"18","Ikaroa Rawhiti","United Future",3e-04,0.00393517127269258,0.0024088990720828,0.00021659651896194,0.00581839048166066
"19","Tamaki Makaurau","ACT",0.0019,0.00831819176195729,0.00397990228819473,0.000414828718034194,0.0221951536979102
"20","Tamaki Makaurau","Conservative Party",0.0062,0.00327774979964781,0.00896665594022817,0.000533116962612409,0.0463805292162876
"21","Tamaki Makaurau","Green Party",0.1181,0.131666382122158,0.125341708680436,0.0694702041137731,0.183764747554653
"22","Tamaki Makaurau","Labour Party",0.4084,0.442978457250687,0.425537781578539,0.337975432041498,0.534123650399616
"23","Tamaki Makaurau","Mana",0.1082,0.0362518328061743,0.0933467164502986,0.0380718851815159,0.15375453358751
"24","Tamaki Makaurau","Maori Party",0.1284,0.10453699325787,0.100457202219789,0.040439296073286,0.160106464652372
"25","Tamaki Makaurau","National Party",0.0763,0.0823192498706726,0.0775769484425715,0.0314144890330533,0.127388646654008
"26","Tamaki Makaurau","New Zealand First Party",0.1412,0.190047830344643,0.150615080891895,0.00436606274711043,0.271469475999045
"27","Tamaki Makaurau","United Future",8e-04,0.000603312786191109,0.00296787556155542,0.000293150240594028,0.0108484015529788
"28","Te Tai Hauauru","ACT",0.0013,0.00349730682375618,0.00381129233117218,0.000382543843813996,0.0190643057893779
"29","Te Tai Hauauru","Conservative Party",0.0057,0.000749990200888861,0.00844723838480639,0.000539859322958571,0.044735452133684
"30","Te Tai Hauauru","Green Party",0.1193,0.0806654804598339,0.127580575800144,0.0700861153680282,0.186070226153618
"31","Te Tai Hauauru","Labour Party",0.4223,0.41640676367874,0.44336293934041,0.350820669942954,0.547869230875988
"32","Te Tai Hauauru","Mana",0.0682,0.018209308018301,0.054070002754698,0.00639138828090767,0.102006964268908
"33","Te Tai Hauauru","Maori Party",0.1764,0.159287977366048,0.148938357429483,0.0811653372676271,0.217696786210467
"34","Te Tai Hauauru","National Party",0.0711,0.0657829763812077,0.0736337341415812,0.0270904423692182,0.120669286824448
"35","Te Tai Hauauru","New Zealand First Party",0.1179,0.253453836957369,0.126882813267267,0.00309037472409729,0.248278865017223
"36","Te Tai Hauauru","United Future",7e-04,0.00194636011385578,0.00292294453441772,0.000292038193197193,0.0108023264072974
"37","Te Tai Tokerau","ACT",0.0016,0.00641866303378923,0.003917623935642,0.000384072994919443,0.0202482056256461
"38","Te Tai Tokerau","Conservative Party",0.0068,0.0254671076238983,0.00961004509846041,0.000527584904314195,0.0475932286134992
"39","Te Tai Tokerau","Green Party",0.1006,0.12938066539173,0.107999012071705,0.0557945592373308,0.163869498950644
"40","Te Tai Tokerau","Labour Party",0.3547,0.356330194728823,0.376660480299132,0.289542954829822,0.48008746632068
"41","Te Tai Tokerau","Mana",0.1875,0.117831121070258,0.172805349067852,0.104525229223943,0.243661778829197
"42","Te Tai Tokerau","Maori Party",0.1015,0.0675157701220941,0.0739771695474777,0.0183106379035381,0.129814772999886
"43","Te Tai Tokerau","National Party",0.0856,0.0869526534160677,0.0867488802998887,0.0358349505301242,0.140109264344077
"44","Te Tai Tokerau","New Zealand First Party",0.1455,0.207203796455857,0.153179004747079,0.00429459922984912,0.278048123971019
"45","Te Tai Tokerau","United Future",8e-04,0.00290002815748242,0.00300583198036639,0.000298473182433179,0.0117153391432121
"46","Te Tai Tonga","ACT",0.0017,0.00167283853054041,0.00396558632583213,0.000369605357331988,0.0217335385825991
"47","Te Tai Tonga","Conservative Party",0.0074,0.0341253541538702,0.00986674866099999,0.000615043123680993,0.0511065401627867
"48","Te Tai Tonga","Green Party",0.1651,0.101318870209337,0.172408058718966,0.109058854407652,0.243812448707269
"49","Te Tai Tonga","Labour Party",0.3692,0.413416861481184,0.390728293479994,0.307242878042915,0.490992758004923
"50","Te Tai Tonga","Mana",0.0496,0.0750676966373131,0.0358081298645415,0.00230434780466918,0.077514546528754
"51","Te Tai Tonga","Maori Party",0.1125,0.061083832337069,0.0846302547080812,0.0261851186953949,0.142098750599369
"52","Te Tai Tonga","National Party",0.1445,0.146847923570799,0.146288964628285,0.0837532599810919,0.210793680730149
"53","Te Tai Tonga","New Zealand First Party",0.1289,0.163371656091986,0.140923998241408,0.0034291779019565,0.262066753438067
"54","Te Tai Tonga","United Future",9e-04,0.00309496698790047,0.00309545524772968,0.00033803246330915,0.0121039752213698
"55","Waiariki","ACT",8e-04,0.00361200778343789,0.00339135849113643,0.000349127409238669,0.0146840025329077
"56","Waiariki","Conservative Party",0.0035,0.0246581693454955,0.00701101894422135,0.000593636627624146,0.0353597784716235
"57","Waiariki","Green Party",0.0806,0.0329512368885904,0.0892086289186861,0.0405454107954569,0.140009860053971
"58","Waiariki","Labour Party",0.3877,0.35336666653396,0.411642992209356,0.322598750878646,0.505513200034707
"59","Waiariki","Mana",0.1139,0.147345912100493,0.098991708700417,0.0441421084135322,0.158405904790179
"60","Waiariki","Maori Party",0.2201,0.147926438220457,0.191807640686522,0.121685886521014,0.26606007051404
"61","Waiariki","National Party",0.0505,0.0503371165556506,0.0526942548392748,0.0137961878098076,0.0944565152099328
"62","Waiariki","New Zealand First Party",0.1267,0.224347400092223,0.134527145338886,0.00347923149086816,0.252904396377443
"63","Waiariki","United Future",5e-04,0.0154550524796921,0.00280465952362554,0.000271656361241092,0.00857291075078685
