"","Candidate","Party","Year","Electorate","2014 Vote","median","lowr","upr","% Win"
"1","VAN VELDEN, Brooke","ACT",2017,"Auckland Central",0.007048823,0.00176194742893209,0.000223974219549518,0.00731165807760921,0
"2","ROCHE, Denise","Green Party",2017,"Auckland Central",0.0763,0.115624613716205,0.0974174649597876,0.131408519184831,0
"3","WHITE, Helen","Labour Party",2017,"Auckland Central",0.436301441,0.288666348080842,0.226061176034565,0.331771486436564,0
"4","KAYE, Nikki","National Party",2017,"Auckland Central",0.458380844,0.526823860074209,0.417662864423234,0.578423141610874,1
"5","CARLEY, Bruce","ACT",2017,"Bay of Plenty",NA,0.00136528569259648,0.000563709283330032,0.0118587028104512,0
"6","WARREN-CLARK, Angie","Labour Party",2017,"Bay of Plenty",0.185374846,0.164273850890899,0.129243086875477,0.204049001652796,0
"7","MULLER, Todd","National Party",2017,"Bay of Plenty",0.606923392,0.580618637768843,0.487220512841346,0.63670382418215,0.9938
"8","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Bay of Plenty",0.069346838,0.107999806388175,0.0175375779405634,0.292066763983836,0.006
"9","RICKARD, Ben","United Future",2017,"Bay of Plenty",0.003789431,0.00136684735997927,8.109562502527e-05,0.0417530372781037,2e-04
"10","ZHU, Julie","Green Party",2017,"Botany",NA,0.0372722659239423,0.024324304007144,0.0626237054976523,0
"11","MAMEDOV, Tofik","Labour Party",2017,"Botany",0.233632193,0.232201279832677,0.182770730072448,0.269022215022473,0
"12","ROSS, Jami-Lee","National Party",2017,"Botany",0.651271893,0.604898446492914,0.511146492450159,0.652849514136967,1
"13","LIGHT, Damian","United Future",2017,"Botany",0.004613492,0.00118245673483547,7.92242627267685e-05,0.0414973357433314,0
"14","GENERIC GREEN PARTY CANDIDATE","Green Party",2017,"Christchurch Central",0.084359797,0.105123609284377,0.0873871797259293,0.118512118364736,0
"15","WEB, Duncan","Labour Party",2017,"Christchurch Central",0.389297174,0.303473440965622,0.238755881449772,0.347232829095635,0
"16","WAGNER, Nicky","National Party",2017,"Christchurch Central",0.462167477,0.527886765680839,0.416609420835358,0.584839250541194,0.9838
"17","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Christchurch Central",0.126792298,0.0618982447129601,0.00967849995943678,0.301481015535697,0.0162
"18","SEVERIN, Toni","ACT",2017,"Christchurch East",0.003622813,0.000464568768221024,8.49579281036427e-05,0.00367451284031025,0
"19","SWEET, Cathy","Green Party",2017,"Christchurch East",0.10132976,0.103267204474689,0.0851565333281325,0.117304069504338,0
"20","WILLIAMS, Poto","Labour Party",2017,"Christchurch East",0.48087826,0.362573621234228,0.286562743151087,0.412780538711515,0.2434
"21","HAYES, Jo","National Party",2017,"Christchurch East",0.352128647,0.400054932313107,0.303425821607237,0.454337699184748,0.7566
"22","GOLDSMITH, Rachael","Green Party",2017,"Clutha-Southland",0.071217223,0.0747461337977389,0.0608429509137848,0.0864475953087148,0
"23","CHAPMAN, Cherie","Labour Party",2017,"Clutha-Southland",0.198347107,0.178395067366927,0.14042023223265,0.212502984967578,0
"24","BARCLAY, Todd","National Party",2017,"Clutha-Southland",0.640648913,0.617154488485702,0.52955854626834,0.658611899452595,1
"25","PATTERSON, Mark","New Zealand First Party",2017,"Clutha-Southland",NA,0.0275526602281387,0.00707701355995616,0.0910277630131334,0
"26","SHIRIWASTOW, Vineet","ACT",2017,"Coromandel",0.004278729,0.000563335271145527,9.62106023344948e-05,0.00396228562632042,0
"27","SUMMERFIELD, Scott","Green Party",2017,"Coromandel",0.164221679,0.111847244270242,0.0916657490909741,0.130163406624145,0
"28","BLOMFIELD, Nathaniel","Labour Party",2017,"Coromandel",0.113386308,0.149849978097354,0.117611809281081,0.18129337163804,0
"29","SIMPSON, Scott","National Party",2017,"Coromandel",0.587306438,0.632695413440855,0.523105673764639,0.693933476760905,0.994
"30","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Coromandel",0.082964488,0.100811072292248,0.0165967728574189,0.30165168707035,0.006
"31","PURCHAS, Sam","ACT",2017,"Dunedin North",NA,0.00165888186644563,0.000589057920327247,0.0123987504432505,0
