ACT,Green,Labour,National,NZF,Other
81.62552399,0.655399561,0.711956883,13.53383459,0.289440415,3.183844567
28.11002396,2.301317891,2.650758786,21.54053514,0.319488818,45.0778754
8.029487946,34.51218702,14.67091718,38.56677957,0.5678422,3.65278608
7.84716244,10.80060923,49.66558506,25.71352891,1.003244818,4.969869545
3.391587678,12.20379147,13.13191153,41.13842812,2.52764613,27.60663507
21.41115212,14.94199842,10.64460849,39.29936726,1.700500923,12.00237279
63.20478723,1.865026596,0.784574468,30.0731383,0.39893617,3.673537234
11.52192276,5.303019347,14.98305371,26.56063793,32.26,9.371366251
28.82666667,6.01,6.11,40.38333333,0,18.67
