"","Year","Electorate","ACT","Alliance","Conservative Party","Green Party","Jim Anderton's Progressive","Labour Party","Mana","Maori Party","National Party","New Zealand First Party","United Future"
"198",2005,"Hamilton East",NA,NA,NA,0.036587894,0.006633499,0.373237977,NA,0.008499171,0.518656716,0.038764511,0.015029022
"199",2005,"Hamilton West",NA,NA,NA,NA,0.006505576,0.46385791,NA,0.011462206,0.438971499,0.055658819,0.015695993
"200",2005,"Helensville",NA,NA,NA,NA,0.009382411,0.271883699,NA,0.010619652,0.648211156,0.041241365,0.01690896
"201",2005,"Hutt South",NA,NA,NA,0.054311774,NA,0.509328358,NA,0.010157546,0.328047264,0.022077114,0.060116086
"202",2005,"Ilam",NA,0.002410144,NA,0.058262601,0.019700304,0.320758671,NA,NA,0.545006811,NA,0.049145971
"203",2005,"Invercargill",NA,NA,NA,0.029155118,0.007391438,0.434760292,NA,0.005235602,0.500769941,NA,0.014577559
"204",2005,"Kaikoura",NA,0.001841998,NA,0.056590258,0.012586983,0.383749488,NA,0.00511666,0.520978305,NA,0.014121981
"205",2005,"Mana",NA,0.003206454,NA,0.053165081,0.009309061,0.539098055,NA,0.012929251,0.32250724,NA,0.038787753
"206",2005,"Mangere",NA,NA,NA,0.027824444,0.012389752,0.711675766,NA,0.018899622,0.130932381,0.030134397,0.020789584
"207",2005,"Manukau East",NA,0.002038845,NA,0.020924992,0.013198841,0.607897843,NA,0.009764996,0.288228351,NA,0.010838073
"208",2005,"Manurewa",NA,0.003717077,NA,NA,0.020815633,0.608432455,NA,0.028037383,0.208262532,0.063827528,0.032179269
"209",2005,"Maungakiekie",NA,NA,NA,0.031058525,0.019437989,0.544791887,NA,0.009085147,0.322628354,0.032960068,0.021339531
"210",2005,"Mt Albert",NA,NA,NA,0.048376897,0.007588533,0.681703204,NA,NA,0.200990725,0.024346543,0.017284992
