"","Candidate","Party","Year","Electorate","2014 Vote","median","lowr","upr","% Win"
"1","VAN VELDEN, Brooke","ACT",2017,"Auckland Central",0.007048823,0.00278604371748314,0.0011031173291593,0.00571905474987378,0
"2","ROCHE, Denise","Green Party",2017,"Auckland Central",0.0763,0.12210871263463,0.110565918812991,0.135139721102539,0
"3","WHITE, Helen","Labour Party",2017,"Auckland Central",0.436301441,0.305942651812346,0.293293288699059,0.31839539012756,0
"4","KAYE, Nikki","National Party",2017,"Auckland Central",0.458380844,0.505168290794222,0.494716431470464,0.515283536075997,1
"5","CARLEY, Bruce","ACT",2017,"Bay of Plenty",NA,0.00212549036171171,0.00103455272278454,0.00421608417670956,0
"6","WARREN-CLARK, Angie","Labour Party",2017,"Bay of Plenty",0.185374846,0.17442582901211,0.165797237744737,0.183405093845169,0
"7","MULLER, Todd","National Party",2017,"Bay of Plenty",0.606923392,0.560265140414677,0.549183976711393,0.571574622611653,1
"8","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Bay of Plenty",0.069346838,0.193335865171398,0.165412747240757,0.226866971110167,0
"9","RICKARD, Ben","United Future",2017,"Bay of Plenty",0.003789431,0.00135331977031356,0.000252993515389665,0.00466690107892956,0
"10","ZHU, Julie","Green Party",2017,"Botany",NA,0.0534207756086385,0.0454405849867948,0.0621339013045085,0
"11","MAMEDOV, Tofik","Labour Party",2017,"Botany",0.233632193,0.246109709502635,0.236201703578094,0.255915559504504,0
"12","ROSS, Jami-Lee","National Party",2017,"Botany",0.651271893,0.584967253007883,0.572648272097661,0.597394444558651,1
"13","LIGHT, Damian","United Future",2017,"Botany",0.004613492,0.00122671354174539,0.000194854365088882,0.00454996023241523,0
"14","GENERIC GREEN PARTY CANDIDATE","Green Party",2017,"Christchurch Central",0.084359797,0.111971948731056,0.103614979291818,0.121116865426134,0
"15","WEB, Duncan","Labour Party",2017,"Christchurch Central",0.389297174,0.322089168288947,0.309548710664811,0.333880578842906,0
"16","WAGNER, Nicky","National Party",2017,"Christchurch Central",0.462167477,0.504947709069486,0.494894962154048,0.515249058581212,1
"17","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Christchurch Central",0.126792298,0.136733786868064,0.109747854076828,0.168749193108836,0
"18","SEVERIN, Toni","ACT",2017,"Christchurch East",0.003622813,0.000693990678273798,0.000213549467560342,0.00200189326965706,0
"19","SWEET, Cathy","Green Party",2017,"Christchurch East",0.10132976,0.110599103341131,0.103364000987395,0.118518651704856,0
"20","WILLIAMS, Poto","Labour Party",2017,"Christchurch East",0.48087826,0.384688251062184,0.369639885875602,0.398073323991166,0.674
"21","HAYES, Jo","National Party",2017,"Christchurch East",0.352128647,0.379546512119409,0.371088260249149,0.388342455039285,0.326
"22","GOLDSMITH, Rachael","Green Party",2017,"Clutha-Southland",0.071217223,0.0824152141299913,0.0770005493775753,0.0881084418041997,0
"23","CHAPMAN, Cherie","Labour Party",2017,"Clutha-Southland",0.198347107,0.18938742867485,0.180999463637698,0.198737161413157,0
"24","BARCLAY, Todd","National Party",2017,"Clutha-Southland",0.640648913,0.599395770232734,0.587443162892624,0.612056962951714,1
"25","PATTERSON, Mark","New Zealand First Party",2017,"Clutha-Southland",NA,0.0547414151221137,0.0404641085447512,0.0750781554502171,0
"26","SHIRIWASTOW, Vineet","ACT",2017,"Coromandel",0.004278729,0.000821361506776647,0.00025523837025929,0.00230051914493713,0
"27","SUMMERFIELD, Scott","Green Party",2017,"Coromandel",0.164221679,0.121850226487579,0.114112452414703,0.13051640631411,0
"28","BLOMFIELD, Nathaniel","Labour Party",2017,"Coromandel",0.113386308,0.158972229153931,0.151528046996809,0.166991563628183,0
"29","SIMPSON, Scott","National Party",2017,"Coromandel",0.587306438,0.608635386631858,0.597763254793606,0.619004405665014,1
"30","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Coromandel",0.082964488,0.189108459757268,0.160158568212048,0.223348921321096,0
"31","PURCHAS, Sam","ACT",2017,"Dunedin North",NA,0.00265099887708354,0.00133825530293589,0.00493014780622868,0
"32","BOULD, Niki","Green Party",2017,"Dunedin North",0.173691193,0.16834604214283,0.151485475163437,0.186948239021564,0
"33","CLARK, David","Labour Party",2017,"Dunedin North",0.473925911,0.431498043644065,0.414835489222728,0.446569170730383,1
"34","WOODHOUSE, Michael","National Party",2017,"Dunedin North",0.30207164,0.322122996792252,0.31279250916078,0.331220069662475,0
"35","VOIGHT, Warren","New Zealand First Party",2017,"Dunedin North",NA,0.0564039778881596,0.041581160033854,0.0773752906198914,0
"36","DOUGHTY, Dan","ACT",2017,"Dunedin South",0.003875574,0.000724737137706495,0.00022177606490209,0.0019743852052038,0
"37","GALLAGHER, Shane","Green Party",2017,"Dunedin South",0.075879653,0.0981500855917795,0.0919567487825679,0.104968207770418,0
"38","CURRAN, Clare","Labour Party",2017,"Dunedin South",0.490668027,0.447220052426218,0.431096228761252,0.461692048114117,1
"39","GREGORY, Matt","National Party",2017,"Dunedin South",0.38663947,0.393451275447901,0.384353566709605,0.402601868762085,0
"40","RUSHTON, Kerry","New Zealand First Party",2017,"Dunedin South",NA,0.0640499299966356,0.0478083550804648,0.0872765309152726,0
"41","HUGHES, Gareth","Green Party",2017,"East Coast",0.07762604,0.0901929791995856,0.0846428841471568,0.0962132822353391,0
"42","ALLAN, Kiri","Labour Party",2017,"East Coast",0.293870007,0.270599138267531,0.259929617460936,0.281252172056181,0
"43","TOLLEY, Anne","National Party",2017,"East Coast",0.523873088,0.552367489820238,0.54205720700062,0.562683075936099,1
"44","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"East Coast",0.028818737,0.120328285165842,0.10130079581959,0.143248071981582,0
"45","TURNER, Judy","United Future",2017,"East Coast",NA,0.00252001976481757,0.000944367618602363,0.00545996024044019,0
"46","BERRY, Stephen","ACT",2017,"East Coast Bays",0.01690896,0.00544830281227907,0.00229610049888037,0.0103098129525029,0
"47","MAYNE, Nicholas","Green Party",2017,"East Coast Bays",0.099446381,0.0970244665924566,0.0905204138159565,0.104205461237669,0
"48","CHEN, Naisi","Labour Party",2017,"East Coast Bays",0.12148862,0.143886930965204,0.136660225883337,0.152257462486497,0
"49","STANFORD, Erica","National Party",2017,"East Coast Bays",0.619233135,0.592123198652845,0.580175411009357,0.60428742891592,1
