"","Electorate","Party","2014 Vote","MEPVSim$Pred","median","lowr","upr"
"1","Hauraki-Waikato","ACT",0.0021,0.00127922795726016,0.00405500798929576,0.000428483842007908,0.0229659880851096
"2","Hauraki-Waikato","Conservative Party",0.0076,0.0238327532600984,0.0101862916221369,0.000615528547188704,0.0507576893318426
"3","Hauraki-Waikato","Green Party",0.0977,0.123561498243464,0.105097613435774,0.0525237935829161,0.161989985724636
"4","Hauraki-Waikato","Labour Party",0.465,0.474670655798595,0.486313967973475,0.39414701246069,0.60094936765871
"5","Hauraki-Waikato","Mana",0.0808,0.0931066837563407,0.0665511528710536,0.0153832161031414,0.117501177688133
"6","Hauraki-Waikato","Maori Party",0.1197,0.131891896957242,0.0927822623336978,0.0335301887275809,0.1501605056029
"7","Hauraki-Waikato","National Party",0.0757,0.0213292170065678,0.0776451450021698,0.0296545376294892,0.127101518561862
"8","Hauraki-Waikato","New Zealand First Party",0.1337,0.128815170801383,0.141737699907265,0.00377253052828502,0.263529927665785
"9","Hauraki-Waikato","United Future",7e-04,0.00151289621904871,0.00286371821907216,0.000251282895876465,0.0101376191786584
"10","Ikaroa Rawhiti","ACT",0.0011,0.00388054045254804,0.00368558597033835,0.000350811563648563,0.017414198262338
"11","Ikaroa Rawhiti","Conservative Party",0.006,0.0050916961587935,0.00854405933326259,0.00059029601154885,0.0449428392114349
"12","Ikaroa Rawhiti","Green Party",0.1043,0.130567132253329,0.11204578997009,0.0576910121116759,0.169382710431799
"13","Ikaroa Rawhiti","Labour Party",0.4809,0.530660481841855,0.502083056755833,0.410543177906991,0.61264158189556
"14","Ikaroa Rawhiti","Mana",0.0987,0.1331277708797,0.0852603814962008,0.0308316649857258,0.139893152639412
"15","Ikaroa Rawhiti","Maori Party",0.1237,0.108354543389076,0.0962671477660609,0.0343846701424015,0.155902701900091
"16","Ikaroa Rawhiti","National Party",0.0545,0.00719486062788006,0.0563369045545008,0.0140524691874314,0.0989184521101875
"17","Ikaroa Rawhiti","New Zealand First Party",0.1142,0.0786779068995812,0.122934051052673,0.00317424840476398,0.240773299151892
"18","Ikaroa Rawhiti","United Future",3e-04,0.00244506749723692,0.00243877583705404,0.000235782175050535,0.00580420786632613
"19","Tamaki Makaurau","ACT",0.0019,0.00389764451235616,0.0039780113684363,0.000386841689614879,0.0221421714278194
"20","Tamaki Makaurau","Conservative Party",0.0062,0.0152418006763824,0.00976935692780023,0.00056952603718547,0.0457471297403666
"21","Tamaki Makaurau","Green Party",0.1181,0.0807488417554435,0.124820938627968,0.0677666943996372,0.186182074168727
"22","Tamaki Makaurau","Labour Party",0.4084,0.534306019351365,0.427864142980724,0.336958432040227,0.533373912634585
"23","Tamaki Makaurau","Mana",0.1082,0.137142857705916,0.0940856481515805,0.0374388291150864,0.152837274914452
"24","Tamaki Makaurau","Maori Party",0.1284,0.111442869153389,0.10054079108075,0.0414416873040012,0.161226939006129
"25","Tamaki Makaurau","National Party",0.0763,0.0200113446187193,0.0766744281858313,0.0290923069282078,0.1264201500829
"26","Tamaki Makaurau","New Zealand First Party",0.1412,0.0917300971358782,0.150487679617134,0.00383539192495217,0.271523390880123
"27","Tamaki Makaurau","United Future",8e-04,0.00547852509055044,0.00292118523258998,0.000329521711311018,0.0113636953430801
"28","Te Tai Hauauru","ACT",0.0013,0.0100297827538227,0.00382599336207148,0.000331234746627839,0.0190408924022017
"29","Te Tai Hauauru","Conservative Party",0.0057,0.0164517577171599,0.00847606844993566,0.000586342797755193,0.0447080944704614
"30","Te Tai Hauauru","Green Party",0.1193,0.129140747587825,0.127494092917005,0.0700542539579678,0.185872496673008
"31","Te Tai Hauauru","Labour Party",0.4223,0.42370897059497,0.442116724365559,0.353806640548443,0.545405349382632
"32","Te Tai Hauauru","Mana",0.0682,0.0594216660195764,0.0542243932391252,0.00768345939726421,0.102178072749546
"33","Te Tai Hauauru","Maori Party",0.1764,0.139799236285065,0.149129871456191,0.0806090228118751,0.214978737362753
"34","Te Tai Hauauru","National Party",0.0711,0.0803965425915895,0.0722539770273905,0.0276033963789883,0.121101909521783
"35","Te Tai Hauauru","New Zealand First Party",0.1179,0.137587869791625,0.126895166758817,0.00311129452838023,0.247468422058406
"36","Te Tai Hauauru","United Future",7e-04,0.00346342665836657,0.00290461400613112,0.00028069427905134,0.0106372043540347
"37","Te Tai Tokerau","ACT",0.0016,0.00333535788774066,0.00398195808495367,0.000415165119410326,0.0208449318224342
"38","Te Tai Tokerau","Conservative Party",0.0068,0.0127839566698117,0.00914835472819695,0.000521601993056503,0.048236277711129
"39","Te Tai Tokerau","Green Party",0.1006,0.133304853734255,0.108416597303701,0.055674185733013,0.164872978943772
"40","Te Tai Tokerau","Labour Party",0.3547,0.493975291844299,0.376383806040983,0.293077413528354,0.47673047567883
"41","Te Tai Tokerau","Mana",0.1875,0.157951078543044,0.172043751858363,0.104054839345545,0.245076090727696
"42","Te Tai Tokerau","Maori Party",0.1015,0.0914512950106965,0.0740092079502741,0.0157662325567924,0.130486975971045
"43","Te Tai Tokerau","National Party",0.0856,0.104915635752315,0.088765040365422,0.0366377263401498,0.141870201401865
"44","Te Tai Tokerau","New Zealand First Party",0.1455,0.000462305990393814,0.1534121722823,0.00431359938493955,0.278724896969173
"45","Te Tai Tokerau","United Future",8e-04,0.00182022456744383,0.00297357872008196,0.000327830387278127,0.0111877194031124
"46","Te Tai Tonga","ACT",0.0017,0.0031148349300202,0.00392577324948457,0.000397592958395296,0.0213168799709303
"47","Te Tai Tonga","Conservative Party",0.0074,0.0236074313751085,0.00965453561833619,0.000605346861682977,0.0522395622100757
"48","Te Tai Tonga","Green Party",0.1651,0.145087702198461,0.171821171202391,0.108174894729516,0.24225509721739
"49","Te Tai Tonga","Labour Party",0.3692,0.378012648407011,0.390834033703247,0.304554117361566,0.493514123874388
"50","Te Tai Tonga","Mana",0.0496,0.0463882281777505,0.0352321003653883,0.00221991727412708,0.0759941122982792
"51","Te Tai Tonga","Maori Party",0.1125,0.0918489968530482,0.0855616978276704,0.0282769339566813,0.143875251453102
"52","Te Tai Tonga","National Party",0.1445,0.145279854274998,0.146038602028585,0.0840453190966602,0.214793448734862
"53","Te Tai Tonga","New Zealand First Party",0.1289,0.162336149498787,0.137794198443898,0.00340739693667644,0.261269042443861
"54","Te Tai Tonga","United Future",9e-04,0.00432415428481407,0.00302214252743139,0.000333539561873475,0.0118219735639285
"55","Waiariki","ACT",8e-04,0.00230647073775677,0.0034334401055683,0.000318069663350996,0.0145761878556034
"56","Waiariki","Conservative Party",0.0035,0.000602052557341258,0.00615957113950007,0.000511629627172082,0.0348485206118307
"57","Waiariki","Green Party",0.0806,0.0992063391686551,0.0893002874033429,0.0409384140693057,0.140289024711872
"58","Waiariki","Labour Party",0.3877,0.340714327113198,0.409981536641786,0.324706372089889,0.510959562248783
"59","Waiariki","Mana",0.1139,0.0734145199959082,0.0993286485339387,0.0433198722842114,0.157635173024806
"60","Waiariki","Maori Party",0.2201,0.209152517634909,0.191747009182494,0.119063271936244,0.26822900327088
"61","Waiariki","National Party",0.0505,0.0496300928206018,0.0527988357064075,0.0122995755309276,0.0936622194026796
