"","Party","2014 Percent","median","lowr","upr"
"1","ACT",0.0069,0.00115414403478459,0.00056758231282367,0.00223463867077724
"2","Conservative Party",0.0399,0.00057420542935079,0.00027102033586014,0.00142359763621694
"3","Green Party",0.107,0.0522176870122504,0.0453226039487107,0.0597924627863824
"4","Labour Party",0.2513,0.401769357054465,0.385133976498953,0.418636259658609
"5","Mana",0.0142,0.000842021474341546,0.000365382476778802,0.00250121787565596
"6","Maori Party",0.0132,0.0120223930767412,0.00910529359087861,0.0155169507487148
"7","National Party",0.4704,0.403929696115639,0.389620372934207,0.418248699237602
"8","New Zealand First Party",0.0866,0.104089040044479,0.0836407513945981,0.127700212490544
"9","United Future",0.0022,0.00191016566736073,0.000706714395024205,0.00507937862482945
