"","Electoral District","Year","Party","2014 Percent","median","lowr","upr"
"1","Auckland Central",2017,"ACT",0.0117,0.00808974773855194,0.00318508525105969,0.013471587463521
"2","Auckland Central",2017,"Conservative Party",0.0173,5e-04,5e-04,0.000650219555874947
"3","Auckland Central",2017,"Green Party",0.2217,0.208049750857565,0.18918499076184,0.224497620744477
"4","Auckland Central",2017,"Labour Party",0.2167,0.24663327469315,0.231022785933397,0.264008485666405
"5","Auckland Central",2017,"Mana",0.0196,0.00222175955973903,0.000563304238593073,0.00833300295642702
"6","Auckland Central",2017,"Maori Party",0.0056,0.00284977825670394,0.00190972419788304,0.00429599375029093
"7","Auckland Central",2017,"National Party",0.4493,0.425476002748114,0.407931389027203,0.442956665383361
"8","Auckland Central",2017,"New Zealand First Party",0.0518,0.0912330303511624,0.0711786128084287,0.116069029768677
"9","Auckland Central",2017,"United Future",0.0019,0.00208860707720239,0.000776284876873972,0.00602962447687156
"10","Bay of Plenty",2017,"ACT",0.0025,0.00172857857661366,0.000680573771593951,0.00473722604018531
"11","Bay of Plenty",2017,"Conservative Party",0.0566,0.000746124552272617,5e-04,0.00212730791112844
"12","Bay of Plenty",2017,"Green Party",0.0723,0.0675323042850335,0.0609433083675413,0.0760410054332372
"13","Bay of Plenty",2017,"Labour Party",0.1307,0.166621129317553,0.14869620595918,0.184398325043441
"14","Bay of Plenty",2017,"Mana",0.0051,0.000578110905850461,5e-04,0.00216828138151928
"15","Bay of Plenty",2017,"Maori Party",0.0057,0.00290066715414509,0.00194382641570238,0.00437270792440326
"16","Bay of Plenty",2017,"National Party",0.5766,0.552776002748114,0.535231389027203,0.570256665383361
"17","Bay of Plenty",2017,"New Zealand First Party",0.1394,0.186853931942583,0.163363243741722,0.211318346417559
"18","Bay of Plenty",2017,"United Future",0.0021,0.00233040903084069,0.000857999074439653,0.0069900471497027
"19","Botany",2017,"ACT",0.0241,0.0166634974785557,0.00656073115816569,0.0260145625652439
"20","Botany",2017,"Conservative Party",0.0453,0.000597163290069782,5e-04,0.00170259802781128
"21","Botany",2017,"Green Party",0.0435,0.0406314693831114,0.036667135739807,0.0470079098010033
"22","Botany",2017,"Labour Party",0.2227,0.255788213954451,0.239102959862577,0.272718307690681
"23","Botany",2017,"Mana",0.0061,0.000691465985428982,5e-04,0.00259343459358188
"24","Botany",2017,"Maori Party",0.0021,0.00106866684626398,0.000716146574206139,0.0016109976563591
"25","Botany",2017,"National Party",0.5965,0.572676002748114,0.555131389027203,0.590156665383361
"26","Botany",2017,"New Zealand First Party",0.0544,0.0981090096825476,0.0763534172876063,0.121017839554131
"27","Botany",2017,"United Future",0.0015,0.00171271704545802,0.000612856481742609,0.00606572285818022
"28","Christchurch Central",2017,"ACT",0.0049,0.00338801401016278,0.00133392459232414,0.00677267126235936
"29","Christchurch Central",2017,"Conservative Party",0.0311,5e-04,5e-04,0.00116889180275785
"30","Christchurch Central",2017,"Green Party",0.1582,0.147767780607086,0.133350364920402,0.161134651623509
"31","Christchurch Central",2017,"Labour Party",0.2625,0.292595690140297,0.277052311201013,0.308771565469324
"32","Christchurch Central",2017,"Mana",0.0103,0.00116755731965877,5e-04,0.00437907808424481
"33","Christchurch Central",2017,"Maori Party",0.0046,0.00234088928229253,0.00156870201968964,0.00352885200916755
"34","Christchurch Central",2017,"National Party",0.4466,0.422776002748114,0.405231389027204,0.440256665383361
