"","Electorate","Party","2014 Vote","MEPVSim$Pred","median","lowr","upr"
"1","Hauraki-Waikato","ACT",0.0021,0.0221003967406117,0.0039611624501563,0.000385325841174007,0.0238928369205347
"2","Hauraki-Waikato","Conservative Party",0.0076,0.0083672836106717,0.0100453143290361,0.000586878063977898,0.0513196909139282
"3","Hauraki-Waikato","Green Party",0.0977,0.140539741210521,0.105859627346665,0.0532018048275567,0.161328900077053
"4","Hauraki-Waikato","Labour Party",0.465,0.476001169108968,0.484826649204422,0.392040735068092,0.596927121526836
"5","Hauraki-Waikato","Mana",0.0808,0.0618663034918395,0.0672135469912153,0.0168740012720822,0.117765203661303
"6","Hauraki-Waikato","Maori Party",0.1197,0.0501879157084056,0.0926960440844404,0.0347509280661887,0.15261539417883
"7","Hauraki-Waikato","National Party",0.0757,0.0853890835613469,0.078248451294476,0.0311723149994869,0.127052149788869
"8","Hauraki-Waikato","New Zealand First Party",0.1337,0.151499246630656,0.142786062447623,0.00352520885887186,0.26588221170726
"9","Hauraki-Waikato","United Future",7e-04,0.00404885993698014,0.00290693112136349,0.000277399759799345,0.0103229448086503
"10","Ikaroa Rawhiti","ACT",0.0011,0.00630009837902843,0.00376996588762226,0.0003778462213927,0.0171979372548502
"11","Ikaroa Rawhiti","Conservative Party",0.006,0.00506397564379731,0.00873594202109303,0.000544738561548558,0.045978461161434
"12","Ikaroa Rawhiti","Green Party",0.1043,0.141482923361905,0.111135575261284,0.0579073354073269,0.167400712664467
"13","Ikaroa Rawhiti","Labour Party",0.4809,0.471827714696681,0.502347565152741,0.409535168241803,0.607706641129767
"14","Ikaroa Rawhiti","Mana",0.0987,0.0495467885925584,0.0853470104118113,0.0310735404053973,0.139859096477921
"15","Ikaroa Rawhiti","Maori Party",0.1237,0.10771633192742,0.0949082864673818,0.0365448349745811,0.154204064113001
"16","Ikaroa Rawhiti","National Party",0.0545,0.0633422599158911,0.0576992882050648,0.0154981074049765,0.0996325236408356
"17","Ikaroa Rawhiti","New Zealand First Party",0.1142,0.154505002424576,0.122794950243531,0.00280670880942424,0.241349597771978
"18","Ikaroa Rawhiti","United Future",3e-04,0.000214905058144242,0.00249431328520807,0.000228295224474563,0.00579912403204515
"19","Tamaki Makaurau","ACT",0.0019,0.00305948487698054,0.00394907892346267,0.000374119090711445,0.0224988954364997
"20","Tamaki Makaurau","Conservative Party",0.0062,0.0053893771165708,0.00941943491687243,0.000559829840990238,0.0472893077731212
"21","Tamaki Makaurau","Green Party",0.1181,0.143258133616593,0.123966269566097,0.0681642161925501,0.184853237403502
"22","Tamaki Makaurau","Labour Party",0.4084,0.468796749474607,0.427758919896788,0.338485062447305,0.533711009266696
"23","Tamaki Makaurau","Mana",0.1082,0.056599886726846,0.0939596507309317,0.0384649107612708,0.151742886174608
"24","Tamaki Makaurau","Maori Party",0.1284,0.0778594534935498,0.100036219409527,0.037678229772548,0.16246225599903
"25","Tamaki Makaurau","National Party",0.0763,0.061744025723542,0.0776372096421129,0.029897920657616,0.129688187839223
"26","Tamaki Makaurau","New Zealand First Party",0.1412,0.180374084205703,0.147593331015046,0.00463636780028711,0.27240607763381
"27","Tamaki Makaurau","United Future",8e-04,0.00291880476560765,0.00299573272957725,0.000303875794728252,0.0114921415084028
"28","Te Tai Hauauru","ACT",0.0013,0.0030972882565722,0.00369983276979511,0.000394375200657637,0.0188745149567033
"29","Te Tai Hauauru","Conservative Party",0.0057,0.0263982432965882,0.00842262013511218,0.000600491266832309,0.0444859569177178
"30","Te Tai Hauauru","Green Party",0.1193,0.122714935377719,0.125859075213545,0.0679612407873357,0.187171265319823
"31","Te Tai Hauauru","Labour Party",0.4223,0.543185112381988,0.442885719597871,0.355044211014859,0.550008783235084
"32","Te Tai Hauauru","Mana",0.0682,0.056783853297303,0.0544736703212675,0.00740872671657647,0.100303409454219
"33","Te Tai Hauauru","Maori Party",0.1764,0.070396585063449,0.148052786873808,0.0835632995671423,0.214233747541663
"34","Te Tai Hauauru","National Party",0.0711,0.0514868461648627,0.0736149805416457,0.0273247959746153,0.120737811661098
"35","Te Tai Hauauru","New Zealand First Party",0.1179,0.125328618166652,0.128877019488988,0.00338625738965489,0.245546880539671
"36","Te Tai Hauauru","United Future",7e-04,0.000608517994866168,0.00297137464033555,0.00031328305747147,0.0104082870410782
"37","Te Tai Tokerau","ACT",0.0016,0.00332315380956059,0.00394076569339154,0.000385497952338693,0.0206891330302566
"38","Te Tai Tokerau","Conservative Party",0.0068,0.00391790146607728,0.00924676677430387,0.000619006343320552,0.0493019797999582
"39","Te Tai Tokerau","Green Party",0.1006,0.158750098513676,0.108512874752738,0.0544701125156211,0.166002891420805
"40","Te Tai Tokerau","Labour Party",0.3547,0.336021311051043,0.377464130196258,0.28916386057536,0.479195379518267
"41","Te Tai Tokerau","Mana",0.1875,0.196487303864986,0.172884665431457,0.105300328330019,0.246329500164538
"42","Te Tai Tokerau","Maori Party",0.1015,0.0385215281796005,0.0751032199815986,0.0175829499744837,0.131021133484646
"43","Te Tai Tokerau","National Party",0.0856,0.123631397869221,0.0872577605602808,0.0371687882675727,0.140757648445646
"44","Te Tai Tokerau","New Zealand First Party",0.1455,0.137565776638823,0.151639532272793,0.00426208950631345,0.276044248588493
"45","Te Tai Tokerau","United Future",8e-04,0.00178152860701214,0.00301251114120877,0.000277469051922876,0.0113213915053071
"46","Te Tai Tonga","ACT",0.0017,0.00550211030707953,0.0038834761053787,0.00036658913583652,0.0209976924087851
"47","Te Tai Tonga","Conservative Party",0.0074,0.0286662658643389,0.0103170818343671,0.000573271828876554,0.0504764684056379
"48","Te Tai Tonga","Green Party",0.1651,0.0888825895120631,0.173021928901744,0.110021591607761,0.244637281978909
"49","Te Tai Tonga","Labour Party",0.3692,0.457361916547547,0.390415350734331,0.306258156946587,0.489998787390436
"50","Te Tai Tonga","Mana",0.0496,0.0603232584195249,0.0361382100652937,0.00269390660251116,0.077334976242727
"51","Te Tai Tonga","Maori Party",0.1125,0.0897201231119948,0.0848482976391793,0.02637965847645,0.143643666112095
"52","Te Tai Tonga","National Party",0.1445,0.173748153627641,0.146286378673476,0.085053052579608,0.212830735798337
"53","Te Tai Tonga","New Zealand First Party",0.1289,0.0923024288018165,0.137747035885839,0.00395106434456561,0.260921098239704
"54","Te Tai Tonga","United Future",9e-04,0.00349315380799538,0.00307429526220356,0.000299737287255684,0.0118519383650505
"55","Waiariki","ACT",8e-04,0.00496887634431344,0.00349297374305697,0.000333021596743503,0.0147080076020132
"56","Waiariki","Conservative Party",0.0035,0.01761823508012,0.00668196245956887,0.000573259869517611,0.0351233646109515
"57","Waiariki","Green Party",0.0806,0.0838189365095928,0.0894434311729722,0.0406517554037388,0.139420600407262
"58","Waiariki","Labour Party",0.3877,0.363657712191738,0.409053509238218,0.32146008487821,0.510954546585345
"59","Waiariki","Mana",0.1139,0.121740351909402,0.098984570820339,0.0441717777336391,0.158192113363238
"60","Waiariki","Maori Party",0.2201,0.223370592934643,0.191581959165052,0.118705407008627,0.267892290779892
"61","Waiariki","National Party",0.0505,0.0571293088521786,0.0530240448474004,0.0119056333204967,0.0945857480467224
"62","Waiariki","New Zealand First Party",0.1267,0.123062823703598,0.134425076693577,0.00341316129870507,0.257713127480142
"63","Waiariki","United Future",5e-04,0.00463316247441392,0.0027387850501466,0.000288234907435214,0.00842599605581944
