"","Candidate","Party","Year","Electorate","2014 Vote","median","lowr","upr","% Win"
"1","VAN VELDEN, Brooke","ACT",2017,"Auckland Central",0.007048823,0.00289363884452548,0.000974738101897377,0.0060684084547246,0
"2","ROCHE, Denise","Green Party",2017,"Auckland Central",0.0763,0.115180903235467,0.104897053520255,0.126872397003828,0
"3","WHITE, Helen","Labour Party",2017,"Auckland Central",0.436301441,0.334777371994946,0.322582803750513,0.347192065214942,0
"4","KAYE, Nikki","National Party",2017,"Auckland Central",0.458380844,0.502232900199586,0.491047168446969,0.513082435983757,1
"5","CARLEY, Bruce","ACT",2017,"Bay of Plenty",NA,0.00224980435528155,0.000906701973128057,0.00560205463749453,0
"6","WARREN-CLARK, Angie","Labour Party",2017,"Bay of Plenty",0.185374846,0.201431401144002,0.189339461985267,0.212580249790304,0
"7","MULLER, Todd","National Party",2017,"Bay of Plenty",0.606923392,0.55777000931346,0.545878677512889,0.569690217028789,1
"8","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Bay of Plenty",0.069346838,0.180580135700658,0.152110720739127,0.215124317970004,0
"9","RICKARD, Ben","United Future",2017,"Bay of Plenty",0.003789431,0.0011195093236127,0.00018710372937371,0.00439376044807812,0
"10","ZHU, Julie","Green Party",2017,"Botany",NA,0.0356227946949195,0.0316874396256498,0.0410680522576065,0
"11","MAMEDOV, Tofik","Labour Party",2017,"Botany",0.233632193,0.270434499615963,0.260762398465358,0.279796576665595,0
"12","ROSS, Jami-Lee","National Party",2017,"Botany",0.651271893,0.582428034964949,0.569858831945858,0.595386877754922,1
"13","LIGHT, Damian","United Future",2017,"Botany",0.004613492,0.000922730446815299,0.000140535654111555,0.0041571858477818,0
"14","GENERIC GREEN PARTY CANDIDATE","Green Party",2017,"Christchurch Central",0.084359797,0.104084112446964,0.0968731295844315,0.11251920506605,0
"15","WEB, Duncan","Labour Party",2017,"Christchurch Central",0.389297174,0.348709435982234,0.338325997452481,0.35886516630729,0
"16","WAGNER, Nicky","National Party",2017,"Christchurch Central",0.462167477,0.502269433057247,0.490808678800797,0.51325992446166,1
"17","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Christchurch Central",0.126792298,0.123376754229261,0.0964138578911075,0.154632869132252,0
"18","SEVERIN, Toni","ACT",2017,"Christchurch East",0.003622813,0.000723557732678286,0.000198969309866567,0.00215867107096219,0
"19","SWEET, Cathy","Green Party",2017,"Christchurch East",0.10132976,0.101853739177522,0.0949283185287411,0.109043825951501,0
"20","WILLIAMS, Poto","Labour Party",2017,"Christchurch East",0.48087826,0.41152507719814,0.401449874138575,0.421704728150211,0.9998
"21","HAYES, Jo","National Party",2017,"Christchurch East",0.352128647,0.377297095492735,0.367911977802977,0.38657115461723,2e-04
"22","GOLDSMITH, Rachael","Green Party",2017,"Clutha-Southland",0.071217223,0.0731885113301535,0.067570778884919,0.079172955590636,0
"23","CHAPMAN, Cherie","Labour Party",2017,"Clutha-Southland",0.198347107,0.214606566054318,0.203614597553133,0.22503087904116,0
"24","BARCLAY, Todd","National Party",2017,"Clutha-Southland",0.640648913,0.59707344086613,0.584453606834004,0.609906265459377,1
"25","PATTERSON, Mark","New Zealand First Party",2017,"Clutha-Southland",NA,0.0501169698276274,0.0363098111660529,0.0694520503658969,0
"26","SHIRIWASTOW, Vineet","ACT",2017,"Coromandel",0.004278729,0.000880486959634942,0.000232225111331518,0.00257131244847534,0
"27","SUMMERFIELD, Scott","Green Party",2017,"Coromandel",0.164221679,0.109934716178189,0.102285998919219,0.117814526212751,0
"28","BLOMFIELD, Nathaniel","Labour Party",2017,"Coromandel",0.113386308,0.180316646084344,0.170573499507885,0.190036430998274,0
"29","SIMPSON, Scott","National Party",2017,"Coromandel",0.587306438,0.605575152587338,0.594144709445807,0.617263984215172,1
"30","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Coromandel",0.082964488,0.17535867245675,0.14576156260598,0.209349307359052,0
"31","PURCHAS, Sam","ACT",2017,"Dunedin North",NA,0.00277039731233172,0.00111457311004933,0.00608113795936027,0
"32","BOULD, Niki","Green Party",2017,"Dunedin North",0.173691193,0.158592527281292,0.143887007887613,0.174845837494982,0
"33","CLARK, David","Labour Party",2017,"Dunedin North",0.473925911,0.463859002736413,0.452234421529366,0.475788588318847,1
"34","WOODHOUSE, Michael","National Party",2017,"Dunedin North",0.30207164,0.319565128812822,0.308991520874107,0.329357997877125,0
"35","VOIGHT, Warren","New Zealand First Party",2017,"Dunedin North",NA,0.0517080557839548,0.0375470302589578,0.0710497663858651,0
"36","DOUGHTY, Dan","ACT",2017,"Dunedin South",0.003875574,0.000751999683962325,0.000212761280200733,0.00222193754267726,0
"37","GALLAGHER, Shane","Green Party",2017,"Dunedin South",0.075879653,0.0903582388277531,0.0845836021364514,0.0966847469753455,0
"38","CURRAN, Clare","Labour Party",2017,"Dunedin South",0.490668027,0.4764466356302,0.465978218977799,0.487047999932375,1
"39","GREGORY, Matt","National Party",2017,"Dunedin South",0.38663947,0.390955439194032,0.380666267712647,0.400896895382015,0
"40","RUSHTON, Kerry","New Zealand First Party",2017,"Dunedin South",NA,0.0587578265159411,0.0433439430771887,0.0793885029059625,0
"41","HUGHES, Gareth","Green Party",2017,"East Coast",0.07762604,0.0811223603794239,0.0753639209956847,0.0870767669158292,0
"42","ALLAN, Kiri","Labour Party",2017,"East Coast",0.293870007,0.296999076514091,0.286651188975426,0.306925423066246,0
"43","TOLLEY, Anne","National Party",2017,"East Coast",0.523873088,0.549400417973405,0.538184034517284,0.560798089402502,1
"44","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"East Coast",0.028818737,0.110679468882159,0.0917294168313818,0.132661208231416,0
"45","TURNER, Judy","United Future",2017,"East Coast",NA,0.00203285218159269,0.000802317956782948,0.0052116937226607,0
"46","BERRY, Stephen","ACT",2017,"East Coast Bays",0.01690896,0.00581442033729175,0.00201445373380858,0.0110411391442679,0
"47","MAYNE, Nicholas","Green Party",2017,"East Coast Bays",0.099446381,0.0850871955850808,0.0785414539875703,0.0916823663917604,0
"48","CHEN, Naisi","Labour Party",2017,"East Coast Bays",0.12148862,0.170898958877306,0.158803813388545,0.182236357870596,0
"49","STANFORD, Erica","National Party",2017,"East Coast Bays",0.619233135,0.589592078600218,0.577464538826686,0.602709406325304,1
"50","SEYMOUR, David","ACT",2017,"Epsom",0.43413235,0.357666078960657,0.205116612252886,0.447597155718737,0.9784
"51","COATES, Barry","Green Party",2017,"Epsom",0.082155296,0.0796919481311274,0.0707757603104305,0.0898685933762178,0
"52","DAVID, Parker","Labour Party",2017,"Epsom",0.094345421,0.0939670853770075,0.080865733576731,0.1110759276817,0
"53","GOLDSMITH, Paul","National Party",2017,"Epsom",0.318582258,0.111089215541152,0.0438162996708052,0.230990711685708,0.0216
"54","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Epsom",0.021714404,0.0463968679868559,0.035506113140061,0.06207772625162,0
"55","McDOWALL, James","ACT",2017,"Hamilton East",0.004133512,0.00154533184574105,0.000476425094162978,0.00368868726458594,0
"56","TAYLOR, Sam","Green Party",2017,"Hamilton East",0.071923117,0.0848067225149947,0.0792589101561896,0.0907823075448983,0
"57","STRANGE, Jamie","Labour Party",2017,"Hamilton East",0.271985119,0.295621179481747,0.28529326198091,0.305729890221802,0
"58","BENNETT, David","National Party",2017,"Hamilton East",0.573628191,0.576582651236631,0.564726038026193,0.588137328695709,1
"59","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Hamilton East",0.233549959,0.166244459346349,0.12734196849896,0.210209306873039,0
"60","WRIGLEY, Jo","Green Party",2017,"Hamilton West",NA,0.0620614241368844,0.0560656072917593,0.0691904307214027,0
