"","Electorate","Party","2014 Vote","MEPVSim$Pred","median","lowr","upr"
"42","Te Tai Tokerau","Maori Party",0.1015,0.0448412576245425,0.0729800584325867,0.0160746502064751,0.130628419849575
"43","Te Tai Tokerau","National Party",0.0856,0.122338996066615,0.0874029262021083,0.0375049852795834,0.140545557438312
"44","Te Tai Tokerau","New Zealand First Party",0.1455,0.14750683253711,0.155122508481257,0.00447942456058505,0.276088558977468
"45","Te Tai Tokerau","United Future",8e-04,0.0173105262393237,0.00301269775041277,0.000311886463544182,0.0112796637261752
"46","Te Tai Tonga","ACT",0.0017,0.0025229168442845,0.00387336648808538,0.000404975940590839,0.0212651676065062
"47","Te Tai Tonga","Conservative Party",0.0074,0.0019801507026306,0.0101245605582367,0.000624766022972822,0.0501414028342144
"48","Te Tai Tonga","Green Party",0.1651,0.21813870832777,0.172225020698695,0.109265623682832,0.245495379700438
"49","Te Tai Tonga","Labour Party",0.3692,0.350024916369064,0.392305047475108,0.305939946056695,0.493016292824148
"50","Te Tai Tonga","Mana",0.0496,0.0387967422074907,0.0360475211236064,0.00257698663171607,0.077483345018588
"51","Te Tai Tonga","Maori Party",0.1125,0.113617069447328,0.0853616521611726,0.0266852292051514,0.143510462197528
"52","Te Tai Tonga","National Party",0.1445,0.0870869593539435,0.145839180691871,0.0858326421383033,0.212401716233339
"53","Te Tai Tonga","New Zealand First Party",0.1289,0.187085093249983,0.138148605847974,0.00335690953131034,0.260969297978022
"54","Te Tai Tonga","United Future",9e-04,0.000747443497504697,0.00309584746963796,0.000354261174252283,0.0126295240862478
"55","Waiariki","ACT",8e-04,0.00162995543758243,0.00335886022395495,0.000317165042283949,0.0145550150407833
"56","Waiariki","Conservative Party",0.0035,0.0224092119042857,0.00626756724336849,0.0005582460700006,0.0348743190530629
"57","Waiariki","Green Party",0.0806,0.122895831027889,0.0884511794676903,0.0395810610955834,0.138099088387452
"58","Waiariki","Labour Party",0.3877,0.380944194732953,0.41091270339554,0.322296855959907,0.508245798366032
"59","Waiariki","Mana",0.1139,0.0595293522465035,0.0999183522693055,0.0436171844387866,0.157040369678009
"60","Waiariki","Maori Party",0.2201,0.382621035574346,0.193856669842406,0.122338940472682,0.267333626180952
"61","Waiariki","National Party",0.0505,0.0215825067557388,0.0532203952507188,0.0114339140079906,0.0937139923081752
"62","Waiariki","New Zealand First Party",0.1267,0.00359414190191265,0.132675260539561,0.00355365540395933,0.25909006353774
"63","Waiariki","United Future",5e-04,0.00479377041878857,0.00271284817697707,0.000245993258904872,0.00805261456736284
