"","Candidate","Party","Year","Electorate","2014 Vote","median","lowr","upr","% Win"
"1","VAN VELDEN, Brooke","ACT",2017,"Auckland Central",0.007048823,0.00126827114969212,0.000196886563170559,0.00500304929155417,0
"2","ROCHE, Denise","Green Party",2017,"Auckland Central",0.0763,0.118382312273992,0.105939440545691,0.132366348367663,0
"3","WHITE, Helen","Labour Party",2017,"Auckland Central",0.436301441,0.317443895922144,0.286236826152975,0.345151926142874,0
"4","KAYE, Nikki","National Party",2017,"Auckland Central",0.458380844,0.530018404346567,0.490967241502002,0.560981079624612,1
"5","CARLEY, Bruce","ACT",2017,"Bay of Plenty",NA,0.00104164905085629,0.00054140477005706,0.00450965350274277,0
"6","WARREN-CLARK, Angie","Labour Party",2017,"Bay of Plenty",0.185374846,0.183967730131609,0.162882560518876,0.223730312396798,0
"7","MULLER, Todd","National Party",2017,"Bay of Plenty",0.606923392,0.588246564809667,0.547264084605667,0.629083886350983,1
"8","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Bay of Plenty",0.069346838,0.0773764251111509,0.0212311336114997,0.195651080905791,0
"9","RICKARD, Ben","United Future",2017,"Bay of Plenty",0.003789431,0.000750538460499773,7.85600536862103e-05,0.00683826591683171,0
"10","ZHU, Julie","Green Party",2017,"Botany",NA,0.0420866722622184,0.0318032574886774,0.060660446786007,0
"11","MAMEDOV, Tofik","Labour Party",2017,"Botany",0.233632193,0.256053681509042,0.230233268690935,0.282535622448296,0
"12","ROSS, Jami-Lee","National Party",2017,"Botany",0.651271893,0.609766826163551,0.571949750985942,0.64227828868263,1
"13","LIGHT, Damian","United Future",2017,"Botany",0.004613492,0.00063558297297961,6.98272820804983e-05,0.00638601067144261,0
"14","GENERIC GREEN PARTY CANDIDATE","Green Party",2017,"Christchurch Central",0.084359797,0.107975217624626,0.0976673090330724,0.11862828387993,0
"15","WEB, Duncan","Labour Party",2017,"Christchurch Central",0.389297174,0.333902467489579,0.301723305001871,0.360225834930713,0
"16","WAGNER, Nicky","National Party",2017,"Christchurch Central",0.462167477,0.531623226266044,0.49069626400554,0.56609943328107,0.9996
"17","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Christchurch Central",0.126792298,0.0445828880623621,0.0120322598282691,0.147950795516866,4e-04
"18","SEVERIN, Toni","ACT",2017,"Christchurch East",0.003622813,0.00034605274311193,7.92720389581627e-05,0.00178711009609821,0
