Electoral District,Maori,Year,Party,Percent,Ratio
Palmerston North,FALSE,2014,GREEN PARTY,9.87,0.922429906542056
Papakura,FALSE,2014,GREEN PARTY,5.21,0.486915887850467
Port Hills,FALSE,2014,GREEN PARTY,17.09,1.59719626168224
Rangitata,FALSE,2014,GREEN PARTY,7.5,0.700934579439252
Rangitikei,FALSE,2014,GREEN PARTY,7.81,0.729906542056075
Rimutaka,FALSE,2014,GREEN PARTY,8.52,0.796261682242991
Rodney,FALSE,2014,GREEN PARTY,8.52,0.796261682242991
Rongotai,FALSE,2014,GREEN PARTY,26.42,2.46915887850467
Rotorua,FALSE,2014,GREEN PARTY,6.75,0.630841121495327
Selwyn,FALSE,2014,GREEN PARTY,10.9,1.01869158878505
Tamaki,FALSE,2014,GREEN PARTY,8.81,0.823364485981309
Taranaki-King Country,FALSE,2014,GREEN PARTY,7.21,0.673831775700935
Taupo,FALSE,2014,GREEN PARTY,6.14,0.573831775700935
Tauranga,FALSE,2014,GREEN PARTY,7.12,0.665420560747664
Te Atatu,FALSE,2014,GREEN PARTY,8.11,0.757943925233645
Tukituki,FALSE,2014,GREEN PARTY,8.57,0.800934579439252
Upper Harbour,FALSE,2014,GREEN PARTY,7,0.654205607476636
Waikato,FALSE,2014,GREEN PARTY,5.78,0.540186915887851
Waimakariri,FALSE,2014,GREEN PARTY,8.87,0.828971962616822
Wairarapa,FALSE,2014,GREEN PARTY,8.38,0.783177570093458
Waitaki,FALSE,2014,GREEN PARTY,11.06,1.03364485981308
Wellington Central,FALSE,2014,GREEN PARTY,29.58,2.76448598130841
West Coast-Tasman,FALSE,2014,GREEN PARTY,12.99,1.21401869158879
Whanganui,FALSE,2014,GREEN PARTY,7.21,0.673831775700935
Whangarei,FALSE,2014,GREEN PARTY,9.8,0.91588785046729
Wigram,FALSE,2014,GREEN PARTY,12.82,1.1981308411215
