Electoral District,Maori,Year,Party,Percent,Ratio
Te Tai Tokerau,TRUE,1996,NATIONAL PARTY,6.71,1.103618421
Te Tai Tokerau,TRUE,1999,NATIONAL PARTY,6.48,1.132867133
Te Tai Tokerau,TRUE,2002,NATIONAL PARTY,4.16,0.988123515
Te Tai Tokerau,TRUE,2005,NATIONAL PARTY,5.01,1.173302108
Te Tai Tokerau,TRUE,2008,NATIONAL PARTY,9.34,1.253691275
Te Tai Tokerau,TRUE,2011,NATIONAL PARTY,9.17,1.068764569
Te Tai Tokerau,TRUE,2014,NATIONAL PARTY,8.56,1.079445145
Te Tai Tonga,TRUE,1996,NATIONAL PARTY,8.55,1.40625
Te Tai Tonga,TRUE,1999,NATIONAL PARTY,8.38,1.465034965
Te Tai Tonga,TRUE,2002,NATIONAL PARTY,6.79,1.612826603
Te Tai Tonga,TRUE,2005,NATIONAL PARTY,7.37,1.725995316
Te Tai Tonga,TRUE,2008,NATIONAL PARTY,11.14,1.495302013
Te Tai Tonga,TRUE,2011,NATIONAL PARTY,14.92,1.738927739
Te Tai Tonga,TRUE,2014,NATIONAL PARTY,14.45,1.822194199
Titirangi,FALSE,1999,NATIONAL PARTY,25.28,0.794468887
Tukituki,FALSE,1996,NATIONAL PARTY,32.92,0.933371137
Tukituki,FALSE,1999,NATIONAL PARTY,30.97,0.973287241
Tukituki,FALSE,2002,NATIONAL PARTY,22.95,1.048903108
Tukituki,FALSE,2005,NATIONAL PARTY,46.5,1.126180673
Tukituki,FALSE,2008,NATIONAL PARTY,50.24,1.062830548
Tukituki,FALSE,2011,NATIONAL PARTY,52.6,1.058563091
Tukituki,FALSE,2014,NATIONAL PARTY,52,1.04796453
Upper Harbour,FALSE,2014,NATIONAL PARTY,54.46,1.097541314
Waiariki,TRUE,1999,NATIONAL PARTY,4.59,0.802447552
Waiariki,TRUE,2002,NATIONAL PARTY,3.74,0.888361045
Waiariki,TRUE,2005,NATIONAL PARTY,2.83,0.662763466
Waiariki,TRUE,2008,NATIONAL PARTY,5.5,0.738255034
Waiariki,TRUE,2011,NATIONAL PARTY,5.68,0.662004662
Waiariki,TRUE,2014,NATIONAL PARTY,5.05,0.636822194
Waikato,FALSE,2008,NATIONAL PARTY,57.45,1.215358578
Waikato,FALSE,2011,NATIONAL PARTY,59.98,1.20708392
Waikato,FALSE,2014,NATIONAL PARTY,60.21,1.213422007
Waimakariri,FALSE,1996,NATIONAL PARTY,36.65,1.039126737
Waimakariri,FALSE,1999,NATIONAL PARTY,34.76,1.09239472
Waimakariri,FALSE,2002,NATIONAL PARTY,22.41,1.024223035
Waimakariri,FALSE,2005,NATIONAL PARTY,41.68,1.009445386
Waimakariri,FALSE,2008,NATIONAL PARTY,49.44,1.045906495
Waimakariri,FALSE,2011,NATIONAL PARTY,56.89,1.14489837
Waimakariri,FALSE,2014,NATIONAL PARTY,57.51,1.159008464
Waipareira,FALSE,1996,NATIONAL PARTY,34.91,0.989793025
Wairarapa,FALSE,1996,NATIONAL PARTY,32.81,0.930252339
Wairarapa,FALSE,1999,NATIONAL PARTY,31.26,0.982401006
Wairarapa,FALSE,2002,NATIONAL PARTY,24.83,1.134826325
Wairarapa,FALSE,2005,NATIONAL PARTY,45.12,1.092758537
Wairarapa,FALSE,2008,NATIONAL PARTY,48.66,1.029405543
Wairarapa,FALSE,2011,NATIONAL PARTY,51.53,1.037029583
Wairarapa,FALSE,2014,NATIONAL PARTY,52.48,1.057638049
Waitakere,FALSE,1996,NATIONAL PARTY,34,0.963992061
Waitakere,FALSE,1999,NATIONAL PARTY,36.81,1.15681961
Waitakere,FALSE,2002,NATIONAL PARTY,14.01,0.640310786
Waitakere,FALSE,2005,NATIONAL PARTY,34.16,0.827318963
Waitakere,FALSE,2008,NATIONAL PARTY,41.22,0.872011847
Waitakere,FALSE,2011,NATIONAL PARTY,40.27,0.810424633
Waitaki,FALSE,2008,NATIONAL PARTY,51.37,1.086735773
Waitaki,FALSE,2011,NATIONAL PARTY,55.29,1.112698732
Waitaki,FALSE,2014,NATIONAL PARTY,57.16,1.151954857
Wellington Central,FALSE,1996,NATIONAL PARTY,45.67,1.29486816
Wellington Central,FALSE,1999,NATIONAL PARTY,35.79,1.124764299
Wellington Central,FALSE,2002,NATIONAL PARTY,19.96,0.912248629
Wellington Central,FALSE,2005,NATIONAL PARTY,32.66,0.790990555
Wellington Central,FALSE,2008,NATIONAL PARTY,35.41,0.74910091
Wellington Central,FALSE,2011,NATIONAL PARTY,38.42,0.773193802
Wellington Central,FALSE,2014,NATIONAL PARTY,37.64,0.758565095
West Coast-Tasman,FALSE,1996,NATIONAL PARTY,27.78,0.787638219
West Coast-Tasman,FALSE,1999,NATIONAL PARTY,30.9,0.971087366
West Coast-Tasman,FALSE,2002,NATIONAL PARTY,21.82,0.99725777
West Coast-Tasman,FALSE,2005,NATIONAL PARTY,39.59,0.958827803
West Coast-Tasman,FALSE,2008,NATIONAL PARTY,44.07,0.932303787
West Coast-Tasman,FALSE,2011,NATIONAL PARTY,45.79,0.921513383
West Coast-Tasman,FALSE,2014,NATIONAL PARTY,44.78,0.902458686
Whanganui,FALSE,1996,NATIONAL PARTY,31.67,0.897930252
Whanganui,FALSE,1999,NATIONAL PARTY,27.68,0.869893149
Whanganui,FALSE,2002,NATIONAL PARTY,23.58,1.077696527
Whanganui,FALSE,2005,NATIONAL PARTY,41.13,0.99612497
Whanganui,FALSE,2008,NATIONAL PARTY,46.3,0.979479585
Whanganui,FALSE,2011,NATIONAL PARTY,47.56,0.957134232
Whanganui,FALSE,2014,NATIONAL PARTY,47.28,0.952841596
Whangarei,FALSE,1996,NATIONAL PARTY,33.37,0.946129855
Whangarei,FALSE,1999,NATIONAL PARTY,30.66,0.96354494
Whangarei,FALSE,2002,NATIONAL PARTY,23.27,1.063528336
Whangarei,FALSE,2005,NATIONAL PARTY,43.11,1.044078469
Whangarei,FALSE,2008,NATIONAL PARTY,50.04,1.058599535
Whangarei,FALSE,2011,NATIONAL PARTY,50.67,1.019722278
Whangarei,FALSE,2014,NATIONAL PARTY,50.24,1.012494962
Wigram,FALSE,1996,NATIONAL PARTY,27.68,0.784802949
Wigram,FALSE,1999,NATIONAL PARTY,25.68,0.807039598
Wigram,FALSE,2002,NATIONAL PARTY,17.07,0.780164534
Wigram,FALSE,2005,NATIONAL PARTY,29.16,0.706224267
Wigram,FALSE,2008,NATIONAL PARTY,37.91,0.801988576
Wigram,FALSE,2011,NATIONAL PARTY,44.55,0.896558664
Wigram,FALSE,2014,NATIONAL PARTY,42.91,0.864772269
