Electoral District,Maori,Year,Party,Percent,Ratio
Ikaroa-Rawhiti,TRUE,2014,NEW ZEALAND FIRST PARTY,11.42,0.8798151
Tamaki Makaurau,TRUE,2014,NEW ZEALAND FIRST PARTY,14.12,1.087827427
Te Tai Hauauru,TRUE,2014,NEW ZEALAND FIRST PARTY,11.79,0.908320493
Te Tai Tokerau,TRUE,2014,NEW ZEALAND FIRST PARTY,14.55,1.120955316
Te Tai Tonga,TRUE,2014,NEW ZEALAND FIRST PARTY,12.89,0.993066256
Waiariki,TRUE,2014,NEW ZEALAND FIRST PARTY,12.67,0.976117103
Auckland Central,FALSE,2014,NEW ZEALAND FIRST PARTY,5.18,0.618876941
Bay of Plenty,FALSE,2014,NEW ZEALAND FIRST PARTY,13.94,1.665471924
Botany,FALSE,2014,NEW ZEALAND FIRST PARTY,5.44,0.649940263
Christchurch Central,FALSE,2014,NEW ZEALAND FIRST PARTY,7.19,0.859020311
Christchurch East,FALSE,2014,NEW ZEALAND FIRST PARTY,9.45,1.129032258
Clutha-Southland,FALSE,2014,NEW ZEALAND FIRST PARTY,6.24,0.745519713
Coromandel,FALSE,2014,NEW ZEALAND FIRST PARTY,12.5,1.493428913
Dunedin North,FALSE,2014,NEW ZEALAND FIRST PARTY,6.75,0.806451613
Dunedin South,FALSE,2014,NEW ZEALAND FIRST PARTY,9.11,1.088410992
East Coast,FALSE,2014,NEW ZEALAND FIRST PARTY,11.84,1.414575866
East Coast Bays,FALSE,2014,NEW ZEALAND FIRST PARTY,5.96,0.712066906
Epsom,FALSE,2014,NEW ZEALAND FIRST PARTY,3.48,0.415770609
Hamilton East,FALSE,2014,NEW ZEALAND FIRST PARTY,7.14,0.853046595
Hamilton West,FALSE,2014,NEW ZEALAND FIRST PARTY,10.82,1.292712067
Helensville,FALSE,2014,NEW ZEALAND FIRST PARTY,7.38,0.88172043
Hunua,FALSE,2014,NEW ZEALAND FIRST PARTY,9.58,1.144563919
Hutt South,FALSE,2014,NEW ZEALAND FIRST PARTY,7.48,0.893667861
Ilam,FALSE,2014,NEW ZEALAND FIRST PARTY,5.12,0.611708483
Invercargill,FALSE,2014,NEW ZEALAND FIRST PARTY,11.16,1.333333333
Kaikoura,FALSE,2014,NEW ZEALAND FIRST PARTY,9.85,1.176821983
Kelston,FALSE,2014,NEW ZEALAND FIRST PARTY,8.45,1.009557945
Mana,FALSE,2014,NEW ZEALAND FIRST PARTY,6.8,0.812425329
Mangere,FALSE,2014,NEW ZEALAND FIRST PARTY,7.35,0.878136201
Manukau East,FALSE,2014,NEW ZEALAND FIRST PARTY,7.8,0.931899642
Manurewa,FALSE,2014,NEW ZEALAND FIRST PARTY,9.49,1.133811231
Maungakiekie,FALSE,2014,NEW ZEALAND FIRST PARTY,6.61,0.789725209
Mt Albert,FALSE,2014,NEW ZEALAND FIRST PARTY,4.11,0.491039427
Mt Roskill,FALSE,2014,NEW ZEALAND FIRST PARTY,5.32,0.635603345
Napier,FALSE,2014,NEW ZEALAND FIRST PARTY,7.43,0.887694146
Nelson,FALSE,2014,NEW ZEALAND FIRST PARTY,7.67,0.916367981
New Lynn,FALSE,2014,NEW ZEALAND FIRST PARTY,7.18,0.857825568
New Plymouth,FALSE,2014,NEW ZEALAND FIRST PARTY,9.04,1.08004779
North Shore,FALSE,2014,NEW ZEALAND FIRST PARTY,5.83,0.696535245
Northcote,FALSE,2014,NEW ZEALAND FIRST PARTY,7.32,0.874551971
Northland,FALSE,2014,NEW ZEALAND FIRST PARTY,12.79,1.528076464
Ohariu,FALSE,2014,NEW ZEALAND FIRST PARTY,4.77,0.569892473
Otaki,FALSE,2014,NEW ZEALAND FIRST PARTY,9.96,1.189964158
Pakuranga,FALSE,2014,NEW ZEALAND FIRST PARTY,7.11,0.849462366
Palmerston North,FALSE,2014,NEW ZEALAND FIRST PARTY,8.66,1.034647551
Papakura,FALSE,2014,NEW ZEALAND FIRST PARTY,10.81,1.291517324
Port Hills,FALSE,2014,NEW ZEALAND FIRST PARTY,6.62,0.790919952
Rangitata,FALSE,2014,NEW ZEALAND FIRST PARTY,7.87,0.940262843
Rangitikei,FALSE,2014,NEW ZEALAND FIRST PARTY,11.29,1.348864994
Rimutaka,FALSE,2014,NEW ZEALAND FIRST PARTY,10.28,1.228195938
Rodney,FALSE,2014,NEW ZEALAND FIRST PARTY,9.09,1.086021505
Rongotai,FALSE,2014,NEW ZEALAND FIRST PARTY,5.44,0.649940263
Rotorua,FALSE,2014,NEW ZEALAND FIRST PARTY,12.2,1.457586619
Selwyn,FALSE,2014,NEW ZEALAND FIRST PARTY,6.95,0.830346476
Tamaki,FALSE,2014,NEW ZEALAND FIRST PARTY,4.42,0.528076464
Taranaki-King Country,FALSE,2014,NEW ZEALAND FIRST PARTY,9.48,1.132616487
Taupo,FALSE,2014,NEW ZEALAND FIRST PARTY,10.29,1.229390681
Tauranga,FALSE,2014,NEW ZEALAND FIRST PARTY,14.5,1.732377539
Te Atatu,FALSE,2014,NEW ZEALAND FIRST PARTY,8.41,1.004778973
Tukituki,FALSE,2014,NEW ZEALAND FIRST PARTY,7.6,0.908004779
Upper Harbour,FALSE,2014,NEW ZEALAND FIRST PARTY,6.95,0.830346476
Waikato,FALSE,2014,NEW ZEALAND FIRST PARTY,10.79,1.289127838
Waimakariri,FALSE,2014,NEW ZEALAND FIRST PARTY,8.47,1.011947431
Wairarapa,FALSE,2014,NEW ZEALAND FIRST PARTY,11.74,1.402628435
Waitaki,FALSE,2014,NEW ZEALAND FIRST PARTY,6.97,0.832735962
Wellington Central,FALSE,2014,NEW ZEALAND FIRST PARTY,3.58,0.427718041
West Coast-Tasman,FALSE,2014,NEW ZEALAND FIRST PARTY,8.71,1.040621266
Whanganui,FALSE,2014,NEW ZEALAND FIRST PARTY,11.96,1.428912784
Whangarei,FALSE,2014,NEW ZEALAND FIRST PARTY,13.4,1.600955795
Wigram,FALSE,2014,NEW ZEALAND FIRST PARTY,8.56,1.022700119
