"","Electoral District","Year","Party","2014 Percent","median","lowr","upr"
"1","Auckland Central",2017,"ACT",0.0117,0.00594591763631882,0.0019179651251133,0.0136574992730519
"2","Auckland Central",2017,"Conservative Party",0.0173,5e-04,5e-04,0.00233568676493039
"3","Auckland Central",2017,"Green Party",0.2217,0.220177093432568,0.18945268188868,0.233281461578221
"4","Auckland Central",2017,"Labour Party",0.2167,0.248089201201436,0.218436537606072,0.280407892822557
"5","Auckland Central",2017,"Mana",0.0196,0.00214396767184746,5e-04,0.0116655833590567
"6","Auckland Central",2017,"Maori Party",0.0056,0.00425773112261236,0.000863451964538368,0.00871380364428683
"7","Auckland Central",2017,"National Party",0.4493,0.419158129072399,0.373332159683818,0.458759619503824
"8","Auckland Central",2017,"New Zealand First Party",0.0518,0.0863765739978299,0.0455709646499824,0.157737780098588
"9","Auckland Central",2017,"United Future",0.0019,0.00174436072121648,5e-04,0.00723691311224325
"10","Bay of Plenty",2017,"ACT",0.0025,0.00127049522143564,5e-04,0.0051556335951773
"11","Bay of Plenty",2017,"Conservative Party",0.0566,0.00120534545157312,5e-04,0.00764161103439653
"12","Bay of Plenty",2017,"Green Party",0.0723,0.0717680862568825,0.0610368062828579,0.0876582905491088
"13","Bay of Plenty",2017,"Labour Party",0.1307,0.170297751318366,0.133056658123284,0.209564189846907
"14","Bay of Plenty",2017,"Mana",0.0051,0.000557869139103165,5e-04,0.0030354324046525
"15","Bay of Plenty",2017,"Maori Party",0.0057,0.00433376203551615,0.00087887074961941,0.00958638496817454
"16","Bay of Plenty",2017,"National Party",0.5766,0.546458129072399,0.500632159683818,0.589350107542771
"17","Bay of Plenty",2017,"New Zealand First Party",0.1394,0.182657377078069,0.122636920312887,0.25453943983442
"18","Bay of Plenty",2017,"United Future",0.0021,0.00192797763923927,5e-04,0.00901114558327201
"19","Botany",2017,"ACT",0.0241,0.0122475739346396,0.00395068030044705,0.0263953979719002
"20","Botany",2017,"Conservative Party",0.0453,0.000964702278379196,5e-04,0.00611598904343044
"21","Botany",2017,"Green Party",0.0435,0.0431799689097426,0.0367233896722589,0.0584542215111952
"22","Botany",2017,"Labour Party",0.2227,0.260537284812572,0.224813155582013,0.297125542773828
"23","Botany",2017,"Mana",0.0061,0.000667255244809668,5e-04,0.00363061522909417
"24","Botany",2017,"Maori Party",0.0021,0.00159664917097963,5e-04,0.00586762456781605
"25","Botany",2017,"National Party",0.5965,0.566358129072399,0.520532159683818,0.608392012908553
"26","Botany",2017,"New Zealand First Party",0.0544,0.0960624297561546,0.0478583103660047,0.166709025606986
"27","Botany",2017,"United Future",0.0015,0.0013771268851709,5e-04,0.00800805861596102
"28","Christchurch Central",2017,"ACT",0.0049,0.00249017063401386,0.000803250351543176,0.00701020078750686
"29","Christchurch Central",2017,"Conservative Party",0.0311,0.000662301122684171,5e-04,0.00419883574504827
"30","Christchurch Central",2017,"Green Party",0.1582,0.157036116816581,0.133554948187387,0.17029762484671
"31","Christchurch Central",2017,"Labour Party",0.2625,0.294596077019272,0.264273890052626,0.326832297524715
"32","Christchurch Central",2017,"Mana",0.0103,0.00112667688877698,5e-04,0.00613038309174917
"33","Christchurch Central",2017,"Maori Party",0.0046,0.00349742199357444,0.000709264113727945,0.00776060995307939
"34","Christchurch Central",2017,"National Party",0.4466,0.416458129072399,0.370632159683818,0.456317561059033
"35","Christchurch Central",2017,"New Zealand First Party",0.0719,0.106925275942085,0.0632539065315393,0.176744262393763
"36","Christchurch Central",2017,"United Future",0.0023,0.00211159455726205,5e-04,0.00773526378645764
"37","Christchurch East",2017,"ACT",0.0033,0.00167705369229505,0.000540964522467853,0.00539654595846132
"38","Christchurch East",2017,"Conservative Party",0.0326,0.00069424490673646,5e-04,0.00440135193853934
"39","Christchurch East",2017,"Green Party",0.1266,0.125668599171803,0.106877727184091,0.13860417374155
"40","Christchurch East",2017,"Labour Party",0.3216,0.352996240245763,0.323330779613381,0.385141291349106
"41","Christchurch East",2017,"Mana",0.0088,0.000962597730217225,5e-04,0.00523760885508667
"42","Christchurch East",2017,"Maori Party",0.004,0.00304123651615169,0.000616751403241691,0.00713258735509131
"43","Christchurch East",2017,"National Party",0.3979,0.367758129072399,0.321932159683818,0.407254534234377
"44","Christchurch East",2017,"New Zealand First Party",0.0945,0.128676107453424,0.0831362192938869,0.196571599409545
"45","Christchurch East",2017,"United Future",0.0023,0.00211159455726205,5e-04,0.00777679788616737
"46","Clutha-Southland",2017,"ACT",0.0036,0.00182951311886733,0.000590143115419476,0.00601608019020114
"47","Clutha-Southland",2017,"Conservative Party",0.0504,0.00107331114415698,5e-04,0.00680454410130009
"48","Clutha-Southland",2017,"Green Party",0.0773,0.0767313010740943,0.0652578855555313,0.0914442939026018
"49","Clutha-Southland",2017,"Labour Party",0.1471,0.18356669886479,0.149281958136645,0.217788497204983
"50","Clutha-Southland",2017,"Mana",0.0046,0.000503176086249913,5e-04,0.00273784099243167
"51","Clutha-Southland",2017,"Maori Party",0.0033,0.00250902012582514,0.000508819907674395,0.00690107649518269
"52","Clutha-Southland",2017,"National Party",0.6338,0.603658129072399,0.557832159683818,0.645107359967575
"53","Clutha-Southland",2017,"New Zealand First Party",0.0624,0.10247204803496,0.0548962971845348,0.172227126519045
"54","Clutha-Southland",2017,"United Future",0.002,0.00183616918022787,5e-04,0.00827726663917955
