"","Candidate","Party","Year","Electorate","2014 Vote","median","lowr","upr","% Win"
"1","VAN VELDEN, Brooke","ACT",2017,"Auckland Central",0.007048823,0.00230709127551824,0.000603152500501152,0.00578431849740473,0
"2","ROCHE, Denise","Green Party",2017,"Auckland Central",0.0763,0.117139769398544,0.105944124686449,0.130008120625008,0
"3","WHITE, Helen","Labour Party",2017,"Auckland Central",0.436301441,0.335616892346987,0.314389265416575,0.357307642617731,0
"4","KAYE, Nikki","National Party",2017,"Auckland Central",0.458380844,0.498479576756033,0.471106847742054,0.521455259360347,1
"5","CARLEY, Bruce","ACT",2017,"Bay of Plenty",NA,0.00173543014484111,0.000674380823600426,0.00582721352976455,0
"6","WARREN-CLARK, Angie","Labour Party",2017,"Bay of Plenty",0.185374846,0.203735786749883,0.18013048553227,0.225838848133249,0
"7","MULLER, Todd","National Party",2017,"Bay of Plenty",0.606923392,0.554776978223803,0.530325753603439,0.577974728179249,1
"8","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Bay of Plenty",0.069346838,0.175771327655442,0.109979880965827,0.261862609761361,0
"9","RICKARD, Ben","United Future",2017,"Bay of Plenty",0.003789431,0.000969380101290641,0.0001076866290301,0.00500261721190354,0
"10","ZHU, Julie","Green Party",2017,"Botany",NA,0.0378550064626539,0.0319871509613745,0.0489387624350381,0
"11","MAMEDOV, Tofik","Labour Party",2017,"Botany",0.233632193,0.272882936690325,0.253459897588677,0.291162158096048,0
"12","ROSS, Jami-Lee","National Party",2017,"Botany",0.651271893,0.57910788086138,0.554409007014956,0.602548810457553,1
"13","LIGHT, Damian","United Future",2017,"Botany",0.004613492,0.000814685871223999,9.44996472997548e-05,0.00474436280220223,0
"14","GENERIC GREEN PARTY CANDIDATE","Green Party",2017,"Christchurch Central",0.084359797,0.106254232911269,0.0974045183606105,0.115325865943063,0
"15","WEB, Duncan","Labour Party",2017,"Christchurch Central",0.389297174,0.349900637176471,0.331311640747435,0.368558320529377,0
"16","WAGNER, Nicky","National Party",2017,"Christchurch Central",0.462167477,0.498641774433165,0.47079069490066,0.521985109776053,0.9996
"17","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Christchurch Central",0.126792298,0.117736577596937,0.0626308950257115,0.211559286512168,4e-04
"18","SEVERIN, Toni","ACT",2017,"Christchurch East",0.003622813,0.000575894983497462,0.000129114265411684,0.0021361688734042,0
"19","SWEET, Cathy","Green Party",2017,"Christchurch East",0.10132976,0.104009569768451,0.0957367486086919,0.112113106679759,0
"20","WILLIAMS, Poto","Labour Party",2017,"Christchurch East",0.48087826,0.413210162284916,0.394954045772848,0.431713218032658,0.9836
"21","HAYES, Jo","National Party",2017,"Christchurch East",0.352128647,0.373947895881293,0.350274304416896,0.394010710612387,0.0164
"22","GOLDSMITH, Rachael","Green Party",2017,"Clutha-Southland",0.071217223,0.0750963215864017,0.0681850649568124,0.0821183827000506,0
"23","CHAPMAN, Cherie","Labour Party",2017,"Clutha-Southland",0.198347107,0.216571556317128,0.195271390937114,0.236353598175722,0
"24","BARCLAY, Todd","National Party",2017,"Clutha-Southland",0.640648913,0.59399304750663,0.570236209878676,0.616547365516589,1
"25","PATTERSON, Mark","New Zealand First Party",2017,"Clutha-Southland",NA,0.0482164029009136,0.0267029738252005,0.0834656908384087,0
"26","SHIRIWASTOW, Vineet","ACT",2017,"Coromandel",0.004278729,0.000676103590171405,0.000154859039470154,0.00250619144481198,0
"27","SUMMERFIELD, Scott","Green Party",2017,"Coromandel",0.164221679,0.112744844117917,0.10310281282924,0.122431687704038,0
"28","BLOMFIELD, Nathaniel","Labour Party",2017,"Coromandel",0.113386308,0.181861094118289,0.163661000262559,0.199286177179571,0
"29","SIMPSON, Scott","National Party",2017,"Coromandel",0.587306438,0.602245149371907,0.574710440965904,0.626898643859688,1
"30","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Coromandel",0.082964488,0.169658869015454,0.102947191533472,0.261427057796557,0
"31","PURCHAS, Sam","ACT",2017,"Dunedin North",NA,0.00213644828141191,0.000783254023164167,0.0060772918403226,0
"32","BOULD, Niki","Green Party",2017,"Dunedin North",0.173691193,0.16154453278049,0.145351790897544,0.178526302240127,0
"33","CLARK, David","Labour Party",2017,"Dunedin North",0.473925911,0.46485131590919,0.443461190759973,0.486517926391766,1
"34","WOODHOUSE, Michael","National Party",2017,"Dunedin North",0.30207164,0.316300221379931,0.290603180063504,0.337193159730417,0
"35","VOIGHT, Warren","New Zealand First Party",2017,"Dunedin North",NA,0.0492735795324783,0.0282518668445833,0.0839610704426795,0
"36","DOUGHTY, Dan","ACT",2017,"Dunedin South",0.003875574,0.000587050675047235,0.000135225861913923,0.00214449043650718,0
"37","GALLAGHER, Shane","Green Party",2017,"Dunedin South",0.075879653,0.0921955292616956,0.0853247090502754,0.0992249831237528,0
"38","CURRAN, Clare","Labour Party",2017,"Dunedin South",0.490668027,0.478105406505313,0.458937791796296,0.498054899918176,1
"39","GREGORY, Matt","National Party",2017,"Dunedin South",0.38663947,0.387651984914123,0.363473453113546,0.407772620649794,0
"40","RUSHTON, Kerry","New Zealand First Party",2017,"Dunedin South",NA,0.0575729613372286,0.0362266578007733,0.0914526168671996,0
"41","HUGHES, Gareth","Green Party",2017,"East Coast",0.07762604,0.083093158703783,0.0762090860398012,0.0903725869010161,0
"42","ALLAN, Kiri","Labour Party",2017,"East Coast",0.293870007,0.298709821522083,0.278824174880162,0.317983342158043,0
"43","TOLLEY, Anne","National Party",2017,"East Coast",0.523873088,0.545796865539911,0.518186134306476,0.570084994083856,1
"44","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"East Coast",0.028818737,0.106428385968712,0.0653478159045352,0.165667129762507,0
"45","TURNER, Judy","United Future",2017,"East Coast",NA,0.00173654758911995,0.000472224993149059,0.006239975443309,0
"46","BERRY, Stephen","ACT",2017,"East Coast Bays",0.01690896,0.00452221165798878,0.00125791045836542,0.0109256427168677,0
"47","MAYNE, Nicholas","Green Party",2017,"East Coast Bays",0.099446381,0.0874776642229423,0.0796220963328197,0.0961121704557621,0
