"","Candidate","Party","Year","Electorate","2014 Vote","median","lowr","upr","% Win"
"24","BARCLAY, Todd","National Party",2017,"Clutha-Southland",0.640648913,0.588045687248111,0.555669248951563,0.616630092940673,1
"25","PATTERSON, Mark","New Zealand First Party",2017,"Clutha-Southland",NA,0.0304890201988731,0.0150809381762152,0.0665584832386891,0
"26","SHIRIWASTOW, Vineet","ACT",2017,"Coromandel",0.004278729,0.000477383770684702,0.000102593653792496,0.00191535498485836,0
"27","SUMMERFIELD, Scott","Green Party",2017,"Coromandel",0.164221679,0.115351203516152,0.104742619764171,0.127017709025421,0
"28","BLOMFIELD, Nathaniel","Labour Party",2017,"Coromandel",0.113386308,0.194624181029654,0.170238120709245,0.217704464854087,0
"29","SIMPSON, Scott","National Party",2017,"Coromandel",0.587306438,0.594795318264721,0.556911436669781,0.628946525259618,0.9998
"30","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Coromandel",0.082964488,0.113502288653982,0.0479760192353994,0.215807396871615,2e-04
"31","PURCHAS, Sam","ACT",2017,"Dunedin North",NA,0.00150207743233633,0.000615768905767043,0.00431792229403931,0
"32","BOULD, Niki","Green Party",2017,"Dunedin North",0.173691193,0.162986462688722,0.146237849025155,0.181943004085287,0
"33","CLARK, David","Labour Party",2017,"Dunedin North",0.473925911,0.479055614051955,0.451236274153375,0.507903683435127,1
"34","WOODHOUSE, Michael","National Party",2017,"Dunedin North",0.30207164,0.309784522226813,0.273557009544161,0.337941440882157,0
"35","VOIGHT, Warren","New Zealand First Party",2017,"Dunedin North",NA,0.0324962026035891,0.0161419004241385,0.067931416493525,0
"36","DOUGHTY, Dan","ACT",2017,"Dunedin South",0.003875574,0.000421394728601071,9.61070658188383e-05,0.00164916341394301,0
"37","GALLAGHER, Shane","Green Party",2017,"Dunedin South",0.075879653,0.0939869258110742,0.0861919764929059,0.101849680923875,0
"38","CURRAN, Clare","Labour Party",2017,"Dunedin South",0.490668027,0.493134173058009,0.466036970532471,0.522129744159923,1
"39","GREGORY, Matt","National Party",2017,"Dunedin South",0.38663947,0.381279245808293,0.347572766741043,0.40884431821126,0
"40","RUSHTON, Kerry","New Zealand First Party",2017,"Dunedin South",NA,0.0418928094782357,0.0213589540709297,0.0771284696060734,0
"41","HUGHES, Gareth","Green Party",2017,"East Coast",0.07762604,0.0849553233012155,0.0773203494920516,0.0936825712024093,0
"42","ALLAN, Kiri","Labour Party",2017,"East Coast",0.293870007,0.313269835795189,0.285627168813984,0.340473429787176,0
"43","TOLLEY, Anne","National Party",2017,"East Coast",0.523873088,0.538431738780679,0.500215831769443,0.57194219299537,1
"44","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"East Coast",0.028818737,0.0721731869377291,0.0301110613404572,0.137080204198129,0
"45","TURNER, Judy","United Future",2017,"East Coast",NA,0.00563906534266164,0.00114337384664969,0.0234819044286315,0
"46","BERRY, Stephen","ACT",2017,"East Coast Bays",0.01690896,0.00311643501860343,0.000655618502706774,0.00917395562612709,0
"47","MAYNE, Nicholas","Green Party",2017,"East Coast Bays",0.099446381,0.08966059799442,0.0806236803554849,0.100017449020401,0
"48","CHEN, Naisi","Labour Party",2017,"East Coast Bays",0.12148862,0.187058864871916,0.157618788287024,0.210278459531816,0
"49","STANFORD, Erica","National Party",2017,"East Coast Bays",0.619233135,0.580724946279806,0.549064766128949,0.610565538002785,1
"50","SEYMOUR, David","ACT",2017,"Epsom",0.43413235,0.24963928656484,0.0996477482730583,0.426722644907559,0.8178
"51","COATES, Barry","Green Party",2017,"Epsom",0.082155296,0.0824694791017892,0.0721350997159222,0.0956066530031652,0.0036
"52","DAVID, Parker","Labour Party",2017,"Epsom",0.094345421,0.0985068845277233,0.0811754285847552,0.126456445159078,0.0344
"53","GOLDSMITH, Paul","National Party",2017,"Epsom",0.318582258,0.0511184974850011,0.00217067746457606,0.450234474710538,0.1438
"54","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Epsom",0.021714404,0.0364973907120566,0.0205159570446027,0.058535058785703,4e-04
"55","McDOWALL, James","ACT",2017,"Hamilton East",0.004133512,0.000842281264402357,0.000172062779339343,0.00295961070588455,0
"56","TAYLOR, Sam","Green Party",2017,"Hamilton East",0.071923117,0.0886295017331808,0.0811188993843318,0.0966845125952761,0
"57","STRANGE, Jamie","Labour Party",2017,"Hamilton East",0.271985119,0.310158205330175,0.284079655311759,0.334355696607187,0
"58","BENNETT, David","National Party",2017,"Hamilton East",0.573628191,0.56529583720354,0.526449781513847,0.59951368818137,0.9988
"59","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Hamilton East",0.233549959,0.0866852825972834,0.035876992374732,0.220507260283532,0.0012
"60","WRIGLEY, Jo","Green Party",2017,"Hamilton West",NA,0.0689906406899826,0.0577717028870911,0.0848277449991416,0
"61","GAURAV, Sharma","Labour Party",2017,"Hamilton West",0.354278628,0.352254977809905,0.324146052727331,0.379448162408257,0
"62","MACINDOE, Tim","National Party",2017,"Hamilton West",0.531004547,0.535748475321958,0.497505813888568,0.569709806291302,1
"63","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Hamilton West",0.02618708,0.0626222526654278,0.0259419435745664,0.124367189918678,0
"64","TODD, Quentin","United Future",2017,"Hamilton West",0.002170094,0.00288936124815269,0.000405970389346291,0.0120425159020623,0
"65","EVANS, Alex","ACT",2017,"Helensville",0.008691207,0.00114004495730067,0.000231128815770587,0.0039340549942033,0
"66","HOLT, Hayley","Green Party",2017,"Helensville",0.12791411,0.118758333210496,0.108790791387696,0.12963876863366,0
"67","TAOGAGA, Kurt","Labour Party",2017,"Helensville",0.127709611,0.187081998264281,0.160680767041209,0.210478750451174,0
"68","PENK, Chris","National Party",2017,"Helensville",0.655623722,0.568852461779929,0.53499672143291,0.59926528074425,1
"69","PETERSON, Helen","New Zealand First Party",2017,"Helensville",NA,0.035313652084857,0.0174573359846257,0.0730063830902435,0
"70","SMITH, Anthony","ACT",2017,"Hunua",0.012146166,0.00145856023146462,0.000269163011790855,0.00487722188412785,0
"71","KAUR, Baljit","Labour Party",2017,"Hunua",0.17858981,0.215132472698343,0.185745387791224,0.241075407844464,0
"72","BAYLY, Andrew","National Party",2017,"Hunua",0.675553268,0.60242708872153,0.570490852742745,0.63174495253494,1
"73","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Hunua",0.052282242,0.0700233683620353,0.029639848183527,0.151106255259611,0
"74","PARKINS, Andy","ACT",2017,"Hutt South",0.004687182,0.000813523705519097,0.000158621360529803,0.00289646607317664,0
"75","RUTHVEN, Susanne","Green Party",2017,"Hutt South",0.083452211,0.0987938748892561,0.0907128225173384,0.107637950859296,0
"76","ANDERSEN, Ginny","Labour Party",2017,"Hutt South",0.438047687,0.389837549991749,0.363702093152651,0.415978124628969,0.135
"77","BISHOP, Chris","National Party",2017,"Hutt South",0.419604646,0.421085684771499,0.388771884479328,0.448277013676864,0.865
"78","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Hutt South",0.028924775,0.0419902672598575,0.017400648168201,0.0981336137967373,0
"79","GILBERT, Paul","ACT",2017,"Ilam",0.011722365,0.00164844983604527,0.000320826095081136,0.00544604785377498,0
"80","GENERIC GREEN PARTY CANDIDATE","Green Party",2017,"Ilam",0.122056555,0.114409286982559,0.105054168731219,0.124165790118875,0
"81","RIMELL, Anthony","Labour Party",2017,"Ilam",0.23496144,0.258794087190432,0.233509882431078,0.282869364826026,0
"82","BROWNLEE, Gerry","National Party",2017,"Ilam",0.580771208,0.612493098528733,0.576332065844309,0.64260163957351,1
"83","SURENDRAN, Rochelle","Green Party",2017,"Invercargill",0.074243813,0.0775061146524793,0.0696509209037974,0.0859180464223925,0
"84","CRAIG, Liz","Labour Party",2017,"Invercargill",0.298502903,0.324229167843948,0.299808943211492,0.34960802958696,0
"85","DOWIE, Sarah","National Party",2017,"Invercargill",0.520928811,0.478234103731309,0.444775175151718,0.506795676594166,0.9992
"86","BOND, Ria","New Zealand First Party",2017,"Invercargill",0.07505856,0.0957598693288718,0.0399982025595371,0.179549901903984,8e-04
"87","EVANS, Richard","ACT",2017,"Kaikoura",0.003666735,0.000464885634752769,0.000100933020406752,0.00189266538294282,0
"88","McCUBBIN, Richard","Green Party",2017,"Kaikoura",0.083825626,0.087348085175695,0.0791588157359999,0.0958499732400157,0
"89","WALKER, Janette","Labour Party",2017,"Kaikoura",0.229374618,0.256625199111211,0.229128129980769,0.282543271517266,0
"90","SMITH, Stuart","National Party",2017,"Kaikoura",0.577408841,0.533541181257899,0.501016408533785,0.562174217679577,1
"91","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Kaikoura",0.016902274,0.0477056482877729,0.0200515649108669,0.0980979725055075,0
"92","FOSTER, John","United Future",2017,"Kaikoura",NA,0.00585851932786688,0.00131125365116093,0.0233719732793282,0
"93","GENERIC GREEN PARTY CANDIDATE","Green Party",2017,"Kelston",0.069263618,0.0862064275867807,0.0788156502347752,0.093856534317711,0
"94","SEPULONI, Carmel","Labour Party",2017,"Kelston",0.509009478,0.489554727689871,0.466010198607389,0.513819193233737,1
"95","BEERAM, Bala","National Party",2017,"Kelston",0.327986668,0.319683625507607,0.282784852148018,0.348964951635646,0
"96","DEGIA-PALA, Anne","New Zealand First Party",2017,"Kelston",0.043224664,0.0565239553478851,0.0234378121867205,0.122893210056391,0
"97","SHAN, Ng","ACT",2017,"Mana",NA,0.00110949410487972,0.000568333105361045,0.00317506704647548,0
"98","LOGIE, Jan","Green Party",2017,"Mana",0.084359606,0.0990606691652496,0.091075751271352,0.107382255880399,0
"99","FAAFOI, Kris","Labour Party",2017,"Mana",0.548132184,0.519184852336077,0.492895471940769,0.547548272567951,1
"100","MURREL, Euon","National Party",2017,"Mana",0.326252053,0.361259656887234,0.329387407806997,0.386764975323029,0
"101","DYETT, Elaine","Green Party",2017,"Mangere",0.045608466,0.0504037710581261,0.043210260705289,0.0581380179413749,0
"102","SIO, Sua William","Labour Party",2017,"Mangere",0.724973545,0.769812165728256,0.748472761686892,0.791809967022503,1
"103","LOHENI, Agnes","National Party",2017,"Mangere",0.152380952,0.169117371691023,0.148732053007671,0.18750842473798,0
"104","SINGH, Bhupinder","ACT",2017,"Manukau East",NA,0.00287125664088044,0.000856459571551054,0.0075575424070106,0
"105","PARDEEP SINGH, Raj","Green Party",2017,"Manukau East",0.026520396,0.0399139241981689,0.0339844898701354,0.0465201537138308,0
"106","SALESA, Jenny","Labour Party",2017,"Manukau East",0.69538822,0.650116976564577,0.628171209571412,0.672738661099259,1
"107","BAKSHI, Kanwaljit Singh","National Party",2017,"Manukau East",0.173926936,0.201506219629082,0.177662670455672,0.221740336073188,0
"108","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Manukau East",0.077869291,0.0636378081168771,0.0268628618751175,0.117375158487407,0
"109","SINGH, Satnam","ACT",2017,"Manurewa",NA,0.00248351060667672,0.000745406869335809,0.00670165876854952,0
"110","TUIONO, Teanau","Green Party",2017,"Manurewa",0.043534068,0.0498964146824011,0.0425163277116917,0.0586748888784257,0
"111","WALL, Louisa Hareruia","Labour Party",2017,"Manurewa",0.54230399,0.624456966934161,0.601928878734871,0.649136739408413,1
"112","BUNGARD, Katrina","National Party",2017,"Manurewa",0.295004813,0.284622341555879,0.251665362988043,0.311625567291937,0
"113","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Manurewa",0.052454675,0.0693008178965615,0.028920561697495,0.132796387758115,0
"114","SWARBRICK, Chloe","Green Party",2017,"Maungakiekie",0.062571817,0.0791843309411815,0.0721808237849925,0.0865886946047902,0
"115","RADHAKRISHNAN, Priyanca","Labour Party",2017,"Maungakiekie",0.413350047,0.420243977953405,0.397468707781625,0.443656875611428,0.4512
"116","LEE, Denise","National Party",2017,"Maungakiekie",0.483860859,0.424058548099007,0.388042889225959,0.4538982134021,0.5488
"117","GENTER, Julie Anne","Green Party",2017,"Mt Albert",0.088277858,0.12435243708514,0.112000995574681,0.137723922301414,0
"118","ARDERN, Jacinda","Labour Party",2017,"Mt Albert",0.58714079,0.498789437542087,0.469498966556182,0.529995731792521,1
"119","LEE, Melissa","National Party",2017,"Mt Albert",0.288712012,0.338451967334865,0.30734106175879,0.363058727634716,0
"120","MENENDEZ MARCH, Ricardo","Green Party",2017,"Mt Roskill",0.050977148,0.0740470495545708,0.0677102938184099,0.0809497441598837,0
"121","WOOD, Michael","Labour Party",2017,"Mt Roskill",0.565194913,0.538581332095056,0.508321062337397,0.568140387144617,1
"122","PARMAR, Parmjeet","National Party",2017,"Mt Roskill",0.319822149,0.366002603603928,0.335436609824005,0.391458288609288,0
"123","BINDRA, Mahesh","New Zealand First Party",2017,"Mt Roskill",0.071978643,0.039783221654902,0.0163062008653042,0.119351750735825,0
"124","RUSDEN, Damon","Green Party",2017,"Napier",0.037916624,0.0641855859074312,0.0579316027977874,0.0710027604444588,0
"125","NASH, Stuart","Labour Party",2017,"Napier",0.427275507,0.381839391226819,0.350241460186509,0.409962402226165,0.2612
"126","Elliot, David","National Party",2017,"Napier",0.320048925,0.398698402235733,0.37094949123914,0.424222842570986,0.7388
"127","HUFFLETT, Paul","ACT",2017,"Nelson",0.00519507,0.00054039854696744,0.000114975764857229,0.0021391338183322,0
"128","LAWREY, Matt","Green Party",2017,"Nelson",0.091983294,0.106914210169722,0.0976776047306894,0.11644127807623,0
"129","BOYACK, Rachel","Labour Party",2017,"Nelson",0.330752776,0.33995836127085,0.311661482950108,0.365830902632611,0
"130","SMITH, Nick","National Party",2017,"Nelson",0.533666089,0.516600494362473,0.476113136440421,0.5523706262866,1
"131","WELLS, Richard","ACT",2017,"New Lynn",NA,0.00624704000622139,0.001651558146321,0.0159776101012434,0
"132","LEILANI,Tamu","Green Party",2017,"New Lynn",0.079370013,0.0885446739232127,0.0806984982938842,0.0971277874371382,0
"133","RUSSELL, Deborah","Labour Party",2017,"New Lynn",0.508962802,0.460431212317608,0.434070114780266,0.485994312698007,0.9996
"134","GARCIA, Paulo","National Party",2017,"New Lynn",0.368666459,0.371361454520302,0.337252536378309,0.399724023917922,4e-04
"135","BRAMHALL, Stuart","Green Party",2017,"New Plymouth",0.054818293,0.0706435455787597,0.0639779386560871,0.0778125101372161,0
"136","HADDOCK, Corie","Labour Party",2017,"New Plymouth",0.319314006,0.309266804120397,0.28379515542902,0.335665466688679,0
"137","YOUNG, Jonathan","National Party",2017,"New Plymouth",0.584218048,0.603385880162744,0.566946423545142,0.634074711794883,1
"138","HAYCOCK, Bruce","ACT",2017,"Northcote",0.011072381,0.00248282938769535,0.000511250154959592,0.00723537572258035,0
"139","JAUNG, Rebekah","Green Party",2017,"Northcote",0.087758868,0.0972934672375773,0.0890660622265587,0.10600139531904,0
"140","HALBERT, Shanan","Labour Party",2017,"Northcote",0.290444946,0.309410049446017,0.28160557341917,0.335118730246182,0
"141","COLEMAN, Jonathan","National Party",2017,"Northcote",0.570125077,0.568031549668842,0.529778514544713,0.601765708652077,1
"142","NELSON, Craig","ACT",2017,"Northland",0.005773791,0.000633771114101988,0.000129353692185856,0.00234708467175615,0
"143","CLENDON, David","Green Party",2017,"Northland",0.105062378,0.101633651711194,0.0930412579901968,0.112611730745522,0
"144","PRIME, Willow-Jean","Labour Party",2017,"Northland",0.258995773,0.275479743373384,0.23949133960825,0.307019163720889,0
"145","KING, Matt","National Party",2017,"Northland",0.527477059,0.477771157156437,0.443733807098755,0.509936016211865,1
"146","KEARNEY, Nick","ACT",2017,"North Shore",0.015264829,0.00248280941691129,0.000497951207589624,0.00758880823988175,0
"147","GRAHAM, Kennedy","Green Party",2017,"North Shore",0.09896527,0.0982357391168584,0.0901004568326491,0.107693714304736,0
"148","UDANGA, Romy","Labour Party",2017,"North Shore",0.193320357,0.225662522601689,0.198173560592843,0.250164418339214,0
"149","BARRY, Maggie","National Party",2017,"North Shore",0.631492675,0.654562857130735,0.618244796770339,0.685293790688305,1
"150","MOORE, Andi","ACT",2017,"Ohariu",0.005696846,0.0067493000775796,0.00283883378379141,0.0161911264093705,0
"151","GENERIC GREEN PARTY CANDIDATE","Green Party",2017,"Ohariu",0.075076297,0.0826206651691058,0.0608659631187255,0.111960545704545,0
"152","O'CONNOR, Greg","Labour Party",2017,"Ohariu",0.349338759,0.342878636564343,0.292647411033849,0.402535640790317,0.4942
"153","HUDSON, Brett","National Party",2017,"Ohariu",0.166225839,0.178453898535981,0.151599941507682,0.208926939399417,0
"154","DUNNE, Peter","United Future",2017,"Ohariu",0.368565615,0.344711679209883,0.292694208466955,0.396006684888389,0.5058
"155","FERGUSON, Sam","Green Party",2017,"Otaki",0.065010733,0.0804993955273239,0.0732717965719909,0.0879767216848797,0
"156","McCANN, Rob","Labour Party",2017,"Otaki",0.348461617,0.344028415078661,0.317110440797967,0.370475488341935,0
"157","GUY, Nathan","National Party",2017,"Otaki",0.554022284,0.552560491020541,0.51404215775315,0.585894318020995,1
"158","MAXWELL, James","United Future",2017,"Otaki",0.002355833,0.00269669451558114,0.000313636438153124,0.0117860735526905,0
"159","HUNT, Guy","Green Party",2017,"Pakuranga",NA,0.0562665502416485,0.0461359134970839,0.0736019849837054,0
"160","KIRKER, Barry","Labour Party",2017,"Pakuranga",0.225124378,0.255219873610628,0.222840717312369,0.282700780399876,0
"161","BROWN, Simeon","National Party",2017,"Pakuranga",0.610385572,0.563324534930255,0.53151037623894,0.593398352817371,1
"162","NASH, Thomas","Green Party",2017,"Palmerston North",NA,0.0804176696394863,0.0679288764565222,0.0953481643834444,0
"163","LEES-GALLOWAY, Iain","Labour Party",2017,"Palmerston North",0.500816827,0.48838194812331,0.456099352860904,0.519456252767142,0.991
"164","PIERCE, Adrienne","National Party",2017,"Palmerston North",0.435164386,0.416086561900635,0.381709850434271,0.445146119900353,0.009
"165","BALL, Darroch","New Zealand First Party",2017,"Palmerston North",0.037470241,0.0551247813192947,0.0229127898497994,0.123182921268429,0
"166","GENERIC GREEN PARTY CANDIDATE","Green Party",2017,"Papakura",0.053696173,0.0599676401260302,0.0520851115225408,0.0690104793276635,0
"167","PABLA, Jesse","Labour Party",2017,"Papakura",0.313940152,0.336760712103306,0.311233559899371,0.362126267109919,0
"168","COLLINS, Judith","National Party",2017,"Papakura",0.467521635,0.531052113390702,0.495354324598901,0.561364320834583,1
"169","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Papakura",0.038338328,0.0722717971158065,0.0300297171562766,0.140738675089612,0
"170","SAGE, Eugenie","Green Party",2017,"Port Hills",0.07818888,0.107836880491491,0.0985156371923875,0.118006310949775,0
"171","DYSON, Ruth","Labour Party",2017,"Port Hills",0.464431725,0.421607063410646,0.391084620512201,0.45306981294769,0.4608
"172","KORAKO, Nuk","National Party",2017,"Port Hills",0.407399836,0.424642446426625,0.393361746250989,0.450353148833396,0.5384
"173","O'ROURKE, Denis","New Zealand First Party",2017,"Port Hills",0.101240747,0.0580074357737673,0.0239005174151826,0.143113025227497,8e-04
"174","CORBETT, Tom","ACT",2017,"Rangitata",0.013406776,0.000858087313883291,0.000183466059302975,0.00337405883717176,0
"175","MATHERS, Mojo","Green Party",2017,"Rangitata",0.10132976,0.0868040989720575,0.0780432008283075,0.0962359382257773,0
"176","LUXTON, Jo","Labour Party",2017,"Rangitata",0.269070879,0.298217102708897,0.273711001711444,0.322643496357915,0
"177","FALLOON, Andrew","National Party",2017,"Rangitata",0.672417377,0.558484512289591,0.523617055562092,0.589676704219965,1
"178","WILSON, Neil","ACT",2017,"Rangitikei",0.00522541,0.000524760870866706,0.000111881820879443,0.00217189900789206,0
"179","McCANDLESS, Robin","Green Party",2017,"Rangitikei",NA,0.0666665398144415,0.0555287161920798,0.0837943927469461,0
"180","WARREN, Heather","Labour Party",2017,"Rangitikei",0.277663934,0.288544003963897,0.256343419415249,0.317731702662999,0
"181","McKELVIE, Ian","National Party",2017,"Rangitikei",0.603483607,0.597857618185404,0.559513296389911,0.632666009157739,1
"182","STEVENSON, Rob","New Zealand First Party",2017,"Rangitikei",0.069262295,0.0943935758007993,0.0393314864781524,0.193365309473776,0
"183","O'SULLIVAN, Grae","ACT",2017,"Rimutaka",NA,0.00156051117176063,0.000633221330913337,0.00448876507402279,0
"184","GRAND-MEYER, Stefan","Green Party",2017,"Rimutaka",0.04741952,0.0686903546577783,0.0623615168206538,0.0757206958506874,0
"185","HIPKINS, Chris","Labour Party",2017,"Rimutaka",0.529892693,0.509155459003012,0.478344003584292,0.540804927928,0.9996
"186","O'FALLON, Carolyn","National Party",2017,"Rimutaka",0.346857435,0.374321979238664,0.342126616223837,0.401217632986381,0
"187","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Rimutaka",0.072638194,0.0858894207036391,0.0359604528080633,0.170920197948755,4e-04
"188","HOULBROOKE, Beth","ACT",2017,"Rodney",0.006320082,0.000679165725636652,0.000145230694212646,0.00260515479470015,0
"189","GENERIC GREEN PARTY CANDIDATE","Green Party",2017,"Rodney",0.089296636,0.0873680073334288,0.0785772742041497,0.0971258151485904,0
"190","LUBECK, Marja","Labour Party",2017,"Rodney",0.110907238,0.18093216034758,0.152858542620551,0.204047345100404,0
"191","MITCHELL, Mark","National Party",2017,"Rodney",0.634148828,0.652204382750668,0.615777508519213,0.686076201179233,1
"192","MARTIN, Tracey","New Zealand First Party",2017,"Rodney",0.102140673,0.0841672462532747,0.0353756317005582,0.19713162022173,0
"193","SOLE, Chris","ACT",2017,"Rongotai",NA,0.00145702741918354,0.000620325160962912,0.00421812593739779,0
"194","CROSSEN, Teall","Green Party",2017,"Rongotai",0.207744315,0.184389981792967,0.164001595808811,0.207097067181203,0
"195","EAGLE, Paul","Labour Party",2017,"Rongotai",0.498258554,0.41810955803936,0.395895905752709,0.443298792592786,1
"196","FINLAYSON, Christopher","National Party",2017,"Rongotai",0.243904938,0.288365253603506,0.255890761769917,0.313151769117225,0
"197","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Rongotai",0.020999795,0.0257448471721152,0.0106838551337055,0.0692515352173193,0
"198","EUSOFF, Sultan","United Future",2017,"Rongotai",0.002560951,0.00297671231639987,0.000613253238121454,0.0106831278662839,0
"199","GILLIES, Richard","Green Party",2017,"Rotorua",NA,0.0585099305803211,0.0487502787843526,0.0736250217162389,0
"200","SANDFORD, Ben","Labour Party",2017,"Rotorua",0.340098401,0.320748740777408,0.29180973865771,0.350061104157008,0
"201","McCLAY, Todd","National Party",2017,"Rotorua",0.563345633,0.573396249679528,0.535887807068837,0.606447370264336,1
"202","TABUTEAU, Fletcher","New Zealand First Party",2017,"Rotorua",0.064921787,0.101028742073126,0.041908951268949,0.186017790804733,0
"203","DAVIDSON, Brian","ACT",2017,"Selwyn",0.002348616,0.000395546199704192,8.43746848685854e-05,0.00155862082449776,0
"204","GENERIC GREEN PARTY CANDIDATE","Green Party",2017,"Selwyn",0.115490657,0.104759651031769,0.0961587733339137,0.113387651357662,0
"205","CONDON, Tony","Labour Party",2017,"Selwyn",0.108955376,0.173240127432194,0.152445313801439,0.193620052427808,0
"206","ADAMS, Amy","National Party",2017,"Selwyn",0.699683447,0.689991536679734,0.65361983527982,0.721289997607541,1
"207","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Selwyn",0.015210689,0.0304330261635801,0.0125038387945881,0.0724473259212718,0
"208","MILNE, Mike","ACT",2017,"Tamaki",0.013257965,0.00229639018733423,0.000480898578217516,0.00686493767471988,0
"209","LECKINGER, Richard","Green Party",2017,"Tamaki",0.103802672,0.0925975788208418,0.0843660977127773,0.101128322145163,0
"210","McDONALD, Sam","Labour Party",2017,"Tamaki",0.143165468,0.200467482932501,0.17879866039024,0.221885080844264,0
"211","O'CONNOR, Simon","National Party",2017,"Tamaki",0.714285714,0.707253622441469,0.671510492321515,0.737525284266546,1
"212","MOORE, Robert","Green Party",2017,"Taranaki-King Country",0.094386181,0.0835151376041781,0.0743277525144178,0.0938842673216526,0
"213","HUMPHREY, Hilary","Labour Party",2017,"Taranaki-King Country",0.169545548,0.213640388671861,0.184550166533783,0.239790687027128,0
"214","KURIGER, Barbara","National Party",2017,"Taranaki-King Country",0.681677977,0.592067394249103,0.558937279996835,0.622170418416796,1
"215","SANDILANDS, Julie","Green Party",2017,"Taupo",0.054391167,0.0641841752140959,0.0566287928639358,0.0724659159138967,0
"216","AL-BUSTANJI, Ala'","Labour Party",2017,"Taupo",0.208158675,0.255675439669351,0.229207909266829,0.280444497151872,0
"217","UPSTON, Louise","National Party",2017,"Taupo",0.631121562,0.628424478209601,0.591295756125057,0.661534020417241,1
