"","Party","2014 Percent","median","lowr","upr"
"1","ACT",0.0069,0.00235071480152635,0.000555252799538003,0.00683466105721198
"2","Conservative Party",0.0399,0.000851222500708038,6.77929685510283e-05,0.00831906479820761
"3","Green Party",0.107,0.110948177554169,0.0936145275909383,0.128766374464444
"4","Labour Party",0.2513,0.30851235807992,0.265043527637079,0.355873237598249
"5","Mana",0.0142,0.00161866123150764,0.000141582095610618,0.013279247944674
"6","Maori Party",0.0132,0.0159821524343759,0.00848240453255253,0.0273480325183567
"7","National Party",0.4704,0.430501389205571,0.372802004225553,0.484469403736765
"8","New Zealand First Party",0.0866,0.082325042840071,0.0398068929030351,0.162100965056926
"9","United Future",0.0022,0.00723520854289751,0.00127377899556055,0.036609969667226
